model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.4803598006859509,0.4679188507086003,0.5686274509803921,0.4117647058823529,0.05765974199977079,6
LightGBM,0.4590856144437973,0.4778198408076102,0.5294117647058824,0.39215686274509803,0.05531570100959559,6
