symbol,status,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows,avg_lgbm_acc,avg_xgb_acc,avg_lstm_acc,avg_bilstm_acc,avg_gru_acc,avg_cnn_lstm_acc,avg_cnn_gru_acc,avg_tcn_gru_acc,avg_tcn_transformer_acc,avg_nbeats_acc,avg_dir_acc_up,avg_dir_acc_down,avg_pct_neutral,best_model,best_model_acc
ABB,ok,0.5247395833333334,0.6553352219074599,6.0,768,50.0,1395.0,0.4607485440219254,0.5321171634121274,0.0,0.4821000342583077,0.0,0.0,0.0,0.0,0.48445529290853034,0.5226875642343268,0.5369952955100915,0.49329406225957956,0.0,xgb,0.5321171634121274
ALKEM,ok,0.529505582137161,0.5468509984639017,6.0,627,50.0,1138.0,0.4926900584795321,0.5058479532163743,0.0,0.5292397660818713,0.0,0.0,0.0,0.0,0.5453216374269007,0.49561403508771934,0.5208677527518107,0.5349945533769064,0.0,tcn_transformer,0.5453216374269007
AMBUJACEM,ok,0.5,0.5688311688311688,6.0,664,50.0,1206.0,0.4883151560312515,0.5446879374971775,0.0,0.4924133285161602,0.0,0.0,0.0,0.0,0.4966718225473814,0.5075763220882447,0.5007524632663685,0.5351959101959102,0.0,xgb,0.5446879374971775
ASIANPAINT,ok,0.5050505050505051,0.582216808769793,6.0,693,50.0,1257.0,0.48941798941798936,0.5145502645502645,0.0,0.5052910052910052,0.0,0.0,0.0,0.0,0.4894179894179895,0.4920634920634921,0.4909945067411637,0.5233517388356098,0.0,xgb,0.5145502645502645
AUBANK,ok,0.5263157894736842,0.5331412103746398,6.0,684,47.0,1242.0,0.5139901006997781,0.5030986516470388,0.0,0.5142357057518349,0.0,0.0,0.0,0.0,0.47927837514934285,0.5006564260112647,0.5210236986946201,0.5375798939121307,0.0,bilstm,0.5142357057518349
AUROPHARMA,ok,0.526706231454006,0.4432809773123909,6.0,674,50.0,1224.0,0.5080974778547361,0.5136938056318691,0.0,0.4823944973981733,0.0,0.0,0.0,0.0,0.5094195296791677,0.4916929285633416,0.5229034095140026,0.5294687950937952,0.0,xgb,0.5136938056318691
AXISBANK,ok,0.5084745762711864,0.5659863945578232,6.0,649,47.0,1180.0,0.481638418079096,0.48446327683615825,0.0,0.49717514124293777,0.0,0.0,0.0,0.0,0.5268361581920904,0.5,0.5147696863754826,0.5800384515920042,0.0,tcn_transformer,0.5268361581920904
BAJAJ-AUTO,ok,0.5081699346405228,0.5801952580195258,6.0,612,50.0,1111.0,0.5001072501072502,0.50753432003432,0.0,0.47434041184041176,0.0,0.0,0.0,0.0,0.5193586443586443,0.49845827970827966,0.5106900106196448,0.510295771479982,0.0,tcn_transformer,0.5193586443586443
BAJAJFINSV,ok,0.4875,0.5260115606936416,6.0,640,47.0,1162.0,0.4865390443268877,0.5150188740194585,0.0,0.4665100630910099,0.0,0.0,0.0,0.0,0.5022953538441558,0.5136058202247565,0.48710026386713673,0.498312818336163,0.0,xgb,0.5150188740194585
BAJFINANCE,ok,0.5434782608695652,0.5362776025236593,6.0,644,47.0,1169.0,0.4780288763339611,0.517745907576416,0.0,0.5178666280361196,0.0,0.0,0.0,0.0,0.5079675503404317,0.48802453039741184,0.5582121329154749,0.5710337654222855,0.0,bilstm,0.5178666280361196
