model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
BiLSTM,0.5450174035789123,0.5498500749625187,0.5964912280701754,0.5,0.04014141031759364,6
LightGBM,0.5378096039699449,0.5497751124437781,0.5701754385964912,0.48695652173913045,0.03019244523164667,6
LSTM,0.5289741094365099,0.5280359820089955,0.5789473684210527,0.4649122807017544,0.04600927939652869,6
NBEATS,0.5084054463996073,0.4890160183066361,0.5862068965517241,0.4473684210526316,0.058623396949665355,6
TCN_GRU,0.5056204353963368,0.5022883295194508,0.5739130434782609,0.4473684210526316,0.05255064446420075,6
CNN_LSTM,0.5029603619243009,0.5107170099160946,0.6052631578947368,0.40350877192982454,0.08088895060600938,6
TCN_Transformer,0.49697388148031246,0.4782214156079855,0.5652173913043478,0.45614035087719296,0.04443907626835625,6
GRU,0.4898160568838388,0.48684210526315785,0.5391304347826087,0.4649122807017544,0.02732310665162196,6
