symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
BHEL,1,0.7,885,98,141,2023-12-28,2024-10-14,0.524822695035461,0.46386800334168754,0.6171428571428571,0.5934065934065934,0.6428571428571429,54,37,20,30,0.6028368794326241,0.5957446808510638,0.0,0.4397163120567376,0.0,0.0,0.0,0.0,0.6382978723404256,0.5460992907801419,0.5934065934065934,0.4,0.0,0.6453900709219859,0.3546099290780142,0.10000660285425449,0
BHEL,2,0.75,948,105,141,2024-05-29,2025-02-12,0.5390070921985816,0.5344064386317907,0.6060606060606061,0.5263157894736842,0.7142857142857143,50,45,26,20,0.5460992907801419,0.49645390070921985,0.0,0.5390070921985816,0.0,0.0,0.0,0.0,0.46099290780141844,0.5106382978723404,0.5263157894736842,0.5652173913043479,0.0,0.6737588652482269,0.3262411347517731,0.10000660285425449,0
BHEL,3,0.8,1012,112,140,2024-10-15,2025-07-08,0.6071428571428571,0.6352820512820512,0.6994535519125683,0.5925925925925926,0.8533333333333334,64,44,21,11,0.5642857142857143,0.5571428571428572,0.0,0.5428571428571428,0.0,0.0,0.0,0.0,0.5214285714285715,0.4785714285714286,0.5925925925925926,0.65625,0.0,0.7714285714285715,0.22857142857142856,0.24884317712627033,0
BHEL,4,0.85,1075,119,140,2025-02-13,2025-11-21,0.5642857142857143,0.585446299732014,0.655367231638418,0.58,0.7532467532467533,58,42,21,19,0.6,0.5,0.0,0.4857142857142857,0.0,0.0,0.0,0.0,0.45,0.5285714285714286,0.58,0.525,0.0,0.7142857142857143,0.2857142857142857,0.20980571828203493,0
BHEL,5,0.9,1138,126,141,2025-07-10,2026-04-16,0.46808510638297873,0.48227236099919424,0.5614035087719298,0.4897959183673469,0.6575342465753424,48,50,18,25,0.49645390070921985,0.5177304964539007,0.0,0.48936170212765956,0.0,0.0,0.0,0.0,0.524822695035461,0.475177304964539,0.4897959183673469,0.41860465116279066,0.0,0.6950354609929078,0.3049645390070922,0.23416749990068747,0
BHEL,6,0.95,1201,133,71,2025-11-24,2026-04-16,0.43661971830985913,0.33545310015898255,0.5833333333333334,0.4745762711864407,0.7567567567567568,28,31,3,9,0.4084507042253521,0.38028169014084506,0.0,0.5633802816901409,0.0,0.0,0.0,0.0,0.5211267605633803,0.49295774647887325,0.4745762711864407,0.25,0.0,0.8309859154929577,0.16901408450704225,0.28013769006033246,3
