symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
AXISBANK,1,0.7,866,96,138,2023-11-16,2024-08-09,0.4710144927536231,0.4839319470699433,0.535031847133758,0.4772727272727273,0.6086956521739131,42,46,23,27,0.5144927536231884,0.5,0.5289855072463768,0.4492753623188406,0.5,0.4202898550724637,0.4927536231884058,0.4855072463768116,0.5579710144927537,0.5362318840579711,0.4772727272727273,0.4599999999999999,0.0,0.6376811594202898,0.3623188405797101,0.1000035356387145,0
AXISBANK,2,0.75,928,103,137,2024-03-18,2024-12-30,0.5474452554744526,0.5245098039215687,0.6025641025641025,0.5340909090909091,0.6911764705882353,47,41,28,21,0.4963503649635036,0.4963503649635036,0.4963503649635036,0.5036496350364964,0.4598540145985401,0.5255474452554745,0.4890510948905109,0.4598540145985401,0.5328467153284672,0.4598540145985401,0.5340909090909091,0.5714285714285714,0.0,0.6423357664233577,0.3576642335766423,1.1742480667284112,0
AXISBANK,3,0.8,990,110,137,2024-08-12,2025-06-05,0.4306569343065693,0.4661815068493151,0.5517241379310345,0.4363636363636363,0.75,48,62,11,16,0.4817518248175182,0.4306569343065693,0.5109489051094891,0.4890510948905109,0.4963503649635036,0.5036496350364964,0.4817518248175182,0.437956204379562,0.4306569343065693,0.5474452554744526,0.4363636363636363,0.4074074074074074,0.0,0.8029197080291971,0.1970802919708029,0.1833300655454967,0
AXISBANK,4,0.85,1052,116,138,2024-12-31,2025-11-03,0.4710144927536231,0.4861344537815126,0.5408805031446541,0.4725274725274725,0.6323529411764706,43,48,22,25,0.5144927536231884,0.4927536231884058,0.463768115942029,0.5,0.5362318840579711,0.5434782608695652,0.4855072463768116,0.5,0.5289855072463768,0.463768115942029,0.4725274725274725,0.4680851063829787,0.0,0.6594202898550725,0.3405797101449275,0.1000035356387145,0
AXISBANK,5,0.9,1114,123,138,2025-06-06,2026-03-24,0.5072463768115942,0.5085353003161222,0.569620253164557,0.5294117647058824,0.6164383561643836,45,40,25,28,0.6376811594202898,0.5289855072463768,0.4927536231884058,0.5289855072463768,0.5144927536231884,0.5289855072463768,0.5289855072463768,0.5652173913043478,0.4782608695652174,0.5,0.5294117647058824,0.4716981132075472,0.0,0.6159420289855072,0.3840579710144927,0.8354797766547093,0
AXISBANK,6,0.95,1176,130,69,2025-11-06,2026-03-24,0.5362318840579711,0.4736842105263158,0.6,0.5714285714285714,0.631578947368421,24,18,13,14,0.5217391304347826,0.5797101449275363,0.4492753623188406,0.5072463768115942,0.6086956521739131,0.5797101449275363,0.5217391304347826,0.463768115942029,0.4347826086956521,0.5362318840579711,0.5714285714285714,0.4814814814814815,0.0,0.6086956521739131,0.391304347826087,0.1000035356387145,8
HDFCBANK,1,0.7,784,87,125,2023-10-16,2024-08-12,0.488,0.4290505675954592,0.5616438356164384,0.5256410256410257,0.6029411764705882,41,37,20,27,0.488,0.52,0.464,0.544,0.512,0.456,0.488,0.44,0.528,0.392,0.5256410256410257,0.4255319148936169,0.0,0.624,0.376,0.1000035356387145,0
HDFCBANK,2,0.75,840,93,125,2024-03-28,2025-01-02,0.536,0.4549525816649103,0.6027397260273972,0.6027397260273972,0.6027397260273972,44,29,23,29,0.568,0.528,0.584,0.536,0.584,0.44,0.544,0.504,0.456,0.52,0.6027397260273972,0.4423076923076923,0.0,0.584,0.416,0.1000035356387145,0
HDFCBANK,3,0.8,897,99,124,2024-08-14,2025-05-19,0.5,0.5152310924369747,0.4918032786885246,0.5555555555555556,0.4411764705882353,30,24,32,38,0.5161290322580645,0.5806451612903226,0.5645161290322581,0.4435483870967742,0.532258064516129,0.532258064516129,0.5483870967741935,0.4919354838709677,0.5725806451612904,0.4677419354838709,0.5555555555555556,0.4571428571428572,0.0,0.4354838709677419,0.5645161290322581,0.1000035356387145,0
HDFCBANK,4,0.85,953,105,124,2025-01-03,2025-10-30,0.5,0.4943702539931919,0.5921052631578947,0.5294117647058824,0.6716417910447762,45,40,17,22,0.4677419354838709,0.4596774193548387,0.532258064516129,0.5887096774193549,0.5,0.5161290322580645,0.5725806451612904,0.5483870967741935,0.5403225806451613,0.5241935483870968,0.5294117647058824,0.4358974358974359,0.0,0.6854838709677419,0.314516129032258,0.1000035356387145,0
HDFCBANK,5,0.9,1008,112,125,2025-05-20,2026-03-24,0.472,0.4633709016393442,0.5975609756097561,0.49,0.765625,49,51,10,15,0.496,0.512,0.392,0.456,0.536,0.48,0.488,0.48,0.536,0.496,0.49,0.4,0.0,0.8,0.2,0.1000035356387145,0
HDFCBANK,6,0.95,1064,118,63,2025-10-31,2026-03-24,0.4761904761904761,0.4909090909090909,0.56,0.4666666666666667,0.7,21,24,9,9,0.4126984126984127,0.4761904761904761,0.3809523809523809,0.4126984126984127,0.3809523809523809,0.4126984126984127,0.5396825396825397,0.5555555555555556,0.5079365079365079,0.492063492063492,0.4666666666666667,0.5,0.0,0.7142857142857143,0.2857142857142857,0.2093689558187512,8
ICICIBANK,1,0.7,807,89,128,2023-09-28,2024-07-25,0.5625,0.5190972222222223,0.6853932584269663,0.5754716981132075,0.8472222222222222,61,45,11,11,0.4765625,0.5625,0.53125,0.484375,0.53125,0.5390625,0.4765625,0.5234375,0.5625,0.46875,0.5754716981132075,0.5,0.0,0.828125,0.171875,0.1000035356387145,0
ICICIBANK,2,0.75,864,96,128,2024-02-26,2024-12-17,0.59375,0.5838293650793651,0.7045454545454546,0.5961538461538461,0.8611111111111112,62,42,14,10,0.5859375,0.5625,0.5390625,0.609375,0.59375,0.515625,0.53125,0.5625,0.578125,0.53125,0.5961538461538461,0.5833333333333333,0.0,0.8125,0.1875,0.2544848461390908,0
ICICIBANK,3,0.8,922,102,128,2024-07-26,2025-06-02,0.5546875,0.508524833209785,0.7076923076923077,0.5564516129032258,0.971830985915493,69,55,2,2,0.5546875,0.5546875,0.4921875,0.5,0.59375,0.546875,0.53125,0.5625,0.5625,0.5546875,0.5564516129032258,0.5,0.0,0.96875,0.03125,0.1000035356387145,0
ICICIBANK,4,0.85,980,108,128,2024-12-18,2025-11-06,0.4609375,0.487548828125,0.6057142857142858,0.4774774774774775,0.828125,53,58,6,11,0.46875,0.5,0.46875,0.5234375,0.4921875,0.484375,0.546875,0.4453125,0.4453125,0.5078125,0.4774774774774775,0.3529411764705882,0.0,0.8671875,0.1328125,0.2072241040903664,0
ICICIBANK,5,0.9,1037,115,128,2025-06-03,2026-03-24,0.5625,0.5089133089133089,0.6923076923076923,0.5384615384615384,0.9692307692307692,63,54,9,2,0.515625,0.5390625,0.515625,0.5390625,0.5546875,0.5234375,0.5078125,0.4921875,0.5078125,0.5078125,0.5384615384615384,0.8181818181818181,0.0,0.9140625,0.0859375,0.2340410464107682,0
ICICIBANK,6,0.95,1095,121,64,2025-11-10,2026-03-24,0.609375,0.5515515515515516,0.7422680412371134,0.6,0.972972972972973,36,24,3,1,0.546875,0.578125,0.578125,0.515625,0.546875,0.546875,0.609375,0.5625,0.46875,0.484375,0.6,0.75,0.0,0.9375,0.0625,0.7466728240488071,8
SBIN,1,0.7,846,94,134,2023-11-01,2024-08-06,0.6044776119402985,0.5802071346375144,0.6787878787878788,0.6511627906976745,0.7088607594936709,56,30,25,23,0.5746268656716418,0.5746268656716418,0.5671641791044776,0.5298507462686567,0.3880597014925373,0.5671641791044776,0.5373134328358209,0.4925373134328358,0.5522388059701493,0.5522388059701493,0.6511627906976745,0.5208333333333333,0.0,0.6417910447761194,0.3582089552238806,0.1000035356387145,0
SBIN,2,0.75,907,100,134,2024-03-28,2024-12-19,0.5373134328358209,0.5138109139905681,0.6172839506172839,0.5617977528089888,0.684931506849315,50,39,22,23,0.5373134328358209,0.5074626865671642,0.5298507462686567,0.5074626865671642,0.5,0.5074626865671642,0.5746268656716418,0.4626865671641791,0.5746268656716418,0.5298507462686567,0.5617977528089888,0.4888888888888889,0.0,0.664179104477612,0.3358208955223881,0.1000035356387145,0
SBIN,3,0.8,967,107,134,2024-08-08,2025-04-29,0.5074626865671642,0.5492424242424242,0.6024096385542169,0.5,0.7575757575757576,50,50,18,16,0.4850746268656716,0.4850746268656716,0.4925373134328358,0.5,0.4701492537313433,0.4850746268656716,0.4701492537313433,0.5074626865671642,0.4776119402985074,0.4477611940298507,0.5,0.5294117647058824,0.0,0.746268656716418,0.2537313432835821,0.1000035356387145,0
SBIN,4,0.85,1027,114,134,2024-12-20,2025-10-24,0.5522388059701493,0.507469342251951,0.6666666666666666,0.5405405405405406,0.8695652173913043,60,51,14,9,0.5,0.5149253731343284,0.5149253731343284,0.4477611940298507,0.5597014925373134,0.5223880597014925,0.5522388059701493,0.5447761194029851,0.5149253731343284,0.5223880597014925,0.5405405405405406,0.6086956521739131,0.0,0.8283582089552238,0.1716417910447761,0.1486747266374769,0
SBIN,5,0.9,1088,120,135,2025-04-30,2026-03-23,0.5703703703703704,0.5275000000000001,0.6666666666666666,0.6170212765957447,0.725,58,36,19,22,0.5333333333333333,0.5925925925925926,0.5777777777777777,0.5703703703703704,0.562962962962963,0.5703703703703704,0.5555555555555556,0.5555555555555556,0.5925925925925926,0.5925925925925926,0.6170212765957447,0.4634146341463414,0.0,0.6962962962962963,0.3037037037037037,0.9285865414503413,0
SBIN,6,0.95,1148,127,68,2025-10-27,2026-03-23,0.6764705882352942,0.7013953488372092,0.7843137254901961,0.6779661016949152,0.9302325581395348,40,19,6,3,0.6470588235294118,0.6323529411764706,0.4705882352941176,0.5294117647058824,0.3676470588235294,0.5,0.5882352941176471,0.6323529411764706,0.6029411764705882,0.6617647058823529,0.6779661016949152,0.6666666666666667,0.0,0.8676470588235294,0.1323529411764706,0.5314186631052598,8
