symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
POLYCAB,1,0.7,722,80,115,2024-05-24,2024-12-19,0.4956521739130435,0.6122202056866304,0.6627906976744186,0.4956521739130435,1.0,57,58,0,0,0.4956521739130435,0.4956521739130435,0.4956521739130435,0.4956521739130435,0.5304347826086957,0.4,0.5739130434782609,0.5130434782608696,0.5217391304347826,0.46956521739130436,0.4956521739130435,0.0,0.0,1.0,0.0,0.8713090961888688,0
POLYCAB,2,0.75,774,86,114,2024-09-06,2025-04-04,0.5350877192982456,0.47200742344571606,0.6971428571428572,0.5350877192982456,1.0,61,53,0,0,0.5350877192982456,0.5350877192982456,0.5350877192982456,0.5175438596491229,0.5614035087719298,0.5,0.543859649122807,0.5087719298245614,0.5350877192982456,0.42105263157894735,0.5350877192982456,0.0,0.0,1.0,0.0,1.9389171533290153,0
POLYCAB,3,0.8,826,91,115,2024-12-20,2025-07-25,0.5217391304347826,0.5323565323565324,0.6857142857142857,0.5357142857142857,0.9523809523809523,60,52,0,3,0.5217391304347826,0.5478260869565217,0.5478260869565217,0.5478260869565217,0.5565217391304348,0.5130434782608696,0.5739130434782609,0.5391304347826087,0.5652173913043478,0.5130434782608696,0.5357142857142857,0.0,0.0,0.9739130434782609,0.02608695652173913,0.6475646515589022,0
POLYCAB,4,0.85,877,97,115,2025-04-07,2025-11-14,0.5652173913043478,0.5575384615384615,0.7222222222222222,0.5652173913043478,1.0,65,50,0,0,0.5652173913043478,0.5652173913043478,0.5304347826086957,0.5652173913043478,0.6,0.5652173913043478,0.5391304347826087,0.591304347826087,0.5652173913043478,0.5565217391304348,0.5652173913043478,0.0,0.0,1.0,0.0,1.4260124460559582,0
POLYCAB,5,0.9,929,103,115,2025-07-28,2026-03-05,0.5130434782608696,0.5239393939393939,0.6056338028169014,0.524390243902439,0.7166666666666667,43,39,16,17,0.5217391304347826,0.5130434782608696,0.5130434782608696,0.5217391304347826,0.5043478260869565,0.5478260869565217,0.4782608695652174,0.4782608695652174,0.5304347826086957,0.4782608695652174,0.524390243902439,0.48484848484848486,0.0,0.7130434782608696,0.28695652173913044,0.9921726045056734,0
POLYCAB,6,0.95,981,108,58,2025-11-19,2026-03-05,0.4827586206896552,0.6266349583828775,0.625,0.49019607843137253,0.8620689655172413,25,26,3,4,0.46551724137931033,0.5689655172413793,0.5172413793103449,0.5,0.603448275862069,0.603448275862069,0.5517241379310345,0.4827586206896552,0.5,0.5172413793103449,0.49019607843137253,0.4285714285714286,0.0,0.8793103448275862,0.1206896551724138,0.6109383668217513,8
