iter	Passed	Remaining
0	145	14401
1	149	7306
2	153	4947
3	155	3741
4	158	3017
5	161	2533
6	166	2208
7	168	1942
8	171	1734
9	173	1565
10	176	1426
11	178	1312
12	181	1216
13	184	1131
14	186	1056
15	188	991
16	191	933
17	194	884
18	196	838
19	199	796
20	201	757
21	203	722
22	206	690
