iter	Logloss
0	0.6915048218
1	0.6884382324
2	0.6865369873
3	0.6858848877
4	0.6846123047
5	0.6806654663
6	0.6787073975
7	0.6765397949
8	0.6745997314
9	0.6736192627
10	0.6715448608
11	0.6705101929
12	0.6691131592
13	0.6673395996
14	0.6660549927
15	0.6650050659
16	0.6617692261
17	0.6595079956
18	0.6578447266
19	0.6563023071
20	0.6545526123
21	0.6526756592
22	0.6513877563
