model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5370132449129725,0.5406593406593406,0.6756756756756757,0.3392857142857143,0.08670875084205255,18
LightGBM,0.52475541666239,0.5434661465589301,0.6288659793814433,0.3584905660377358,0.07260453977958645,18
