model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
TCN_Transformer,0.5193894280929711,0.4890541571319603,0.6260869565217392,0.4434782608695652,0.07057341524419407,6
LightGBM,0.5153576720411724,0.5238380809595202,0.5701754385964912,0.4608695652173913,0.042694544222691304,6
NBEATS,0.5122320418738,0.5,0.5862068965517241,0.45614035087719296,0.054682997422767124,6
XGBoost,0.5081853809937137,0.5109077040427155,0.5701754385964912,0.43103448275862066,0.04476026014276308,6
BiLSTM,0.48481899401176604,0.48695652173913045,0.5478260869565217,0.43103448275862066,0.03823390891273884,6
