symbol,accuracy,win_rate,precision_bullish,recall_bullish,profit_factor,sample_count,bullish_true,bullish_pred
GRASIM,49.42528735632184,0.0,88.88888888888889,15.686274509803921,inf,87,51,9
GRASIM,48.275862068965516,62.5,48.19277108433735,95.23809523809523,1.0343180752581833,87,42,83
GRASIM,43.67816091954023,45.45454545454545,43.529411764705884,97.36842105263158,0.7859380414617465,87,38,85
GRASIM,50.57471264367817,100.0,44.0,27.500000000000004,1.2215172650822872,87,40,25
GRASIM,49.42528735632184,0.0,100.0,4.3478260869565215,0.0,87,46,2
GRASIM,56.32183908045977,75.0,55.932203389830505,73.33333333333333,1.7566453028402915,87,45,59
GRASIM,57.47126436781609,0.0,53.84615384615385,52.5,1.4157864661189807,87,40,39
