generated_at,total_stocks_evaluated,total_evaluation_files,models_evaluated,sectors_covered,testing_records,validation_records,xgboost_test_stocks,xgboost_test_avg_win,xgboost_test_stocks_above_50,lstm_test_stocks,lstm_test_avg_win,lstm_test_stocks_above_50,gru_test_stocks,gru_test_avg_win,gru_test_stocks_above_50,ensemble_test_stocks,ensemble_test_avg_win,ensemble_test_stocks_above_50
12-12-2025 08:21,106,848,"xgboost, lstm, gru, ensemble","Infra, Energy, Pharma, Auto, Consumer, Banking, Telecom, FMCG, Metals, IT, Realty, Insurance",424,424,106,49.57%,43,106,49.39%,50,106,48.86%,45,106,49.02%,44
