model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
LightGBM,0.5059450956842985,0.5086232530478739,0.6481481481481481,0.3684210526315789,0.05019159899845457,588
XGBoost,0.5045632312672421,0.5045045045045045,0.6481481481481481,0.3584905660377358,0.04967522873391545,588
