timestamp,close,high,low,open,volume,symbol
2015-01-01,8630.9501953125,8656.349609375,8599.349609375,8613.150390625,99900,NIFTY_ENERGY
2015-01-02,8668.650390625,8720.349609375,8632.25,8632.25,176000,NIFTY_ENERGY
2015-01-05,8651.5,8719.75,8639.2001953125,8656.75,220800,NIFTY_ENERGY
2015-01-06,8304.0,8596.0498046875,8272.7001953125,8589.349609375,376000,NIFTY_ENERGY
2015-01-07,8404.900390625,8434.900390625,8270.7998046875,8299.9501953125,347600,NIFTY_ENERGY
2015-01-08,8450.5,8497.7001953125,8400.650390625,8471.650390625,312300,NIFTY_ENERGY
2015-01-09,8548.400390625,8560.349609375,8396.0498046875,8517.349609375,284000,NIFTY_ENERGY
2015-01-12,8463.7001953125,8552.599609375,8408.75,8552.599609375,175400,NIFTY_ENERGY
2015-01-13,8374.7998046875,8483.7001953125,8352.7001953125,8469.650390625,225800,NIFTY_ENERGY
2015-01-14,8335.0,8409.5498046875,8306.0498046875,8376.900390625,260700,NIFTY_ENERGY
2015-01-15,8542.25,8592.099609375,8405.25,8405.25,375000,NIFTY_ENERGY
2015-01-16,8589.400390625,8623.150390625,8458.5498046875,8502.9501953125,298900,NIFTY_ENERGY
2015-01-19,8655.650390625,8687.599609375,8541.0,8599.599609375,219900,NIFTY_ENERGY
2015-01-20,8763.349609375,8782.900390625,8661.9501953125,8701.2998046875,273100,NIFTY_ENERGY
2015-01-21,8766.4501953125,8774.900390625,8700.0,8772.599609375,288800,NIFTY_ENERGY
2015-01-22,8693.0,8769.5498046875,8640.150390625,8762.349609375,320200,NIFTY_ENERGY
2015-01-23,8748.4501953125,8785.900390625,8664.5498046875,8749.900390625,452200,NIFTY_ENERGY
2015-01-27,8765.5498046875,8796.599609375,8705.900390625,8781.150390625,453500,NIFTY_ENERGY
2015-01-28,8852.5,8873.150390625,8740.7001953125,8754.150390625,332100,NIFTY_ENERGY
2015-01-29,8956.5498046875,8990.7998046875,8828.25,8846.349609375,555400,NIFTY_ENERGY
2015-01-30,8920.650390625,9002.0,8881.75,8968.9501953125,482000,NIFTY_ENERGY
2015-02-02,8887.400390625,8969.599609375,8876.7998046875,8947.7001953125,337700,NIFTY_ENERGY
2015-02-03,9037.150390625,9061.099609375,8930.5498046875,8939.0498046875,305500,NIFTY_ENERGY
2015-02-04,9050.2001953125,9121.650390625,9033.0498046875,9084.2001953125,391800,NIFTY_ENERGY
2015-02-05,8910.849609375,9077.400390625,8877.0,9077.400390625,337600,NIFTY_ENERGY
2015-02-06,8808.7001953125,8946.400390625,8764.25,8912.5,330000,NIFTY_ENERGY
2015-02-09,8708.2001953125,8802.2001953125,8690.0,8711.150390625,310400,NIFTY_ENERGY
2015-02-10,8652.5498046875,8768.5,8543.75,8673.9501953125,324200,NIFTY_ENERGY
2015-02-11,8721.650390625,8747.599609375,8645.2001953125,8676.7998046875,214100,NIFTY_ENERGY
