date,close,high,low,open,volume
2022-02-10,39010.49609375,39196.743930395016,38519.552577536575,38800.99852716137,147800
2022-02-11,38516.80078125,38789.79759730725,38395.95062821687,38567.19863096341,155000
2022-02-14,36908.12109375,37796.110755698464,36827.62203092697,37663.56151759803,213800
2022-02-15,38169.65625,38231.15553250862,36651.423962703804,36989.3692387603,193000
2022-02-16,37953.359375,38461.25190559371,37762.36159634785,38296.054608126055,170100
2022-02-17,37531.2109375,38124.05558923084,37425.16529867026,38041.65811223532,136300
2022-02-18,37598.7109375,37817.11073994177,37304.01514784118,37344.014682405104,113500
2022-02-21,37685.1640625,38053.95665606025,37156.369420208444,37399.565815608046,143300
2022-02-22,37371.21484375,37658.96150521379,36817.67439111764,36832.57265576282,159400
2022-02-23,37391.6171875,37774.16353273688,37317.567264934005,37628.11444507428,137300
2022-02-24,35227.69140625,36708.721037611955,34990.94416269976,36084.779083422356,427800
2022-02-25,36430.328125,36684.2236223079,35767.785016213806,35901.283470258466,372800
2022-02-28,36204.87890625,36269.827368192266,35611.4834770017,35938.53044735812,238300
2022-03-02,35372.390625,35553.28696493851,34897.044574317275,35381.48817576046,211300
2022-03-03,34943.89453125,35803.73219121727,34720.744781789705,35620.73431871012,172500
2022-03-04,34407.40234375,35097.34357298496,34093.70675759289,34525.70175509357,194500
2022-03-07,32870.8671875,33542.910142170855,32376.122949267025,33277.76088633603,248900
2022-03-08,33157.71484375,33263.16283265908,32154.974585594362,32531.520975180167,276800
2022-03-09,33815.0546875,33969.10367141036,32948.514016462075,33278.510166289576,258500
2022-03-10,34475.19921875,35373.73560735664,34217.65144321832,35153.53895841762,273900
2022-03-11,34545.84765625,34879.64454988099,34093.903701137686,34330.60016316442,169500
2022-03-14,35311.73828125,35434.68997812979,34624.648605749135,34659.84741565458,193300
