timestamp,close,high,low,open,volume,symbol
2015-01-01,8318.7998046875,8326.75,8262.7001953125,8271.25,0,NIFTY_AUTO
2015-01-02,8365.400390625,8414.2998046875,8322.599609375,8322.599609375,0,NIFTY_AUTO
2015-01-05,8467.9501953125,8510.599609375,8366.400390625,8366.400390625,0,NIFTY_AUTO
2015-01-06,8248.2001953125,8400.0,8228.0498046875,8400.0,0,NIFTY_AUTO
2015-01-07,8254.7001953125,8282.650390625,8189.2001953125,8226.75,0,NIFTY_AUTO
2015-01-08,8397.2998046875,8406.2998046875,8330.5,8330.5,0,NIFTY_AUTO
2015-01-09,8397.0,8476.75,8320.4501953125,8467.9501953125,0,NIFTY_AUTO
2015-01-12,8409.5498046875,8422.75,8323.900390625,8387.0498046875,0,NIFTY_AUTO
2015-01-13,8398.7998046875,8462.150390625,8363.9501953125,8415.4501953125,0,NIFTY_AUTO
2015-01-14,8427.7001953125,8483.0,8381.2998046875,8408.5,0,NIFTY_AUTO
2015-01-15,8614.7001953125,8655.9501953125,8508.7998046875,8541.0,0,NIFTY_AUTO
2015-01-16,8623.599609375,8640.0498046875,8567.150390625,8604.599609375,0,NIFTY_AUTO
2015-01-19,8694.900390625,8704.599609375,8624.900390625,8629.400390625,0,NIFTY_AUTO
2015-01-20,8760.900390625,8769.2001953125,8675.150390625,8704.900390625,0,NIFTY_AUTO
2015-01-21,8779.9501953125,8809.9501953125,8720.2001953125,8783.5,0,NIFTY_AUTO
2015-01-22,8842.0,8857.0498046875,8784.4501953125,8797.2001953125,0,NIFTY_AUTO
2015-01-23,8983.099609375,9001.5498046875,8894.150390625,8932.75,0,NIFTY_AUTO
2015-01-27,9099.599609375,9110.5,9004.4501953125,9026.7001953125,0,NIFTY_AUTO
2015-01-28,9043.150390625,9093.4501953125,8995.349609375,9062.25,0,NIFTY_AUTO
2015-01-29,9049.7001953125,9062.7998046875,8987.400390625,9043.0,0,NIFTY_AUTO
2015-01-30,8930.849609375,9100.5498046875,8909.75,9085.650390625,0,NIFTY_AUTO
2015-02-02,8976.099609375,9004.75,8904.650390625,8951.7998046875,0,NIFTY_AUTO
