model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5072003418093672,0.5059499100594991,0.6439393939393939,0.37254901960784315,0.04872880270976701,582
LightGBM,0.5053017193839185,0.507577497129736,0.6756756756756757,0.32432432432432434,0.05258290669451857,582
