model,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,0.01550523747825793,0.011501453378311452,0.14615200791904615,1.1501453378311453,302,0.011840364712750802,0.008964531080080192,0.1964628062228584,0.8964531080080193,302,0.013871854085245928,0.010149436828390724,-0.016388654350162346,1.0149436828390723,302,0.6490066225165563,0.6483516483516484,0.7375,0.6900584795321637,302
LSTM,0.01695760114438402,0.012624182141567424,-0.0012040805464883508,1.2624182141567424,292,0.013400489609901402,0.009457650244522981,-0.004798413671696533,0.9457650244522982,292,0.013900739426569527,0.009739070890059588,-0.00010732481382436099,0.9739070890059588,292,0.523972602739726,0.523972602739726,1.0,0.6876404494382022,292
GRU,0.016957600680115207,0.012624180949506424,-0.0012040257241323626,1.2624180949506423,292,0.013399001686580219,0.00945168135986874,-0.004575290482297767,0.9451681359868741,292,0.013900710215408752,0.009739812146281921,-0.00010312154603209223,0.9739812146281921,292,0.523972602739726,0.523972602739726,1.0,0.6876404494382022,292
Ensemble,0.016634905228860644,0.01237626782547471,0.03653833182433752,1.237626782547471,292,0.013568528072466168,0.010449106388766023,-0.03015620568909405,1.0449106388766023,292,0.014134701041854802,0.010602443872200282,-0.03405599742133547,1.0602443872200282,292,0.6438356164383562,0.64,0.7320261437908496,0.6829268292682927,292
