model,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,0.01717557402321174,0.012361619075346646,0.24288266289765703,1.2361619075346646,501,0.015313261352898849,0.012289934478015593,0.057556107044967164,1.2289934478015594,501,0.015063942300158036,0.011741162112059453,0.03300613678335629,1.1741162112059453,501,0.7544910179640718,0.7591836734693878,0.744,0.7515151515151515,501
LSTM,0.019903823899662512,0.014910269278439569,-2.2966961665815688e-07,1.491026927843957,491,0.015904301336007533,0.01164850122430766,-0.00017018050534556295,1.164850122430766,491,0.015478500738536467,0.012097101191199161,-0.008955675732317259,1.2097101191199162,491,0.4969450101832994,0.4969450101832994,1.0,0.6639455782312925,491
GRU,0.019904140031590807,0.014907057977779092,-3.199587826596684e-05,1.4907057977779092,491,0.015904679849815844,0.011643232508682155,-0.00021778809538863797,1.1643232508682155,491,0.015478554272196502,0.012097231936749197,-0.008962654855741548,1.2097231936749198,491,0.4969450101832994,0.4969450101832994,1.0,0.6639455782312925,491
Ensemble,0.01842881517825018,0.013658770938129502,0.14272158757726705,1.36587709381295,491,0.016183340852807662,0.012726396022633592,-0.0355738459611612,1.2726396022633593,491,0.015118226139894433,0.011841536925556641,0.037466224737368936,1.1841536925556642,491,0.7556008146639511,0.7627118644067796,0.7377049180327869,0.7500000000000001,491
