model,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,0.011613556015962909,0.008327526968123297,0.038868063942220865,0.8327526968123297,525,0.00886518570095122,0.006405915264020167,0.12740879411805828,0.6405915264020167,525,0.01040954360935824,0.008110077115673239,-0.4046272035273284,0.8110077115673239,525,0.6361904761904762,0.7106598984771574,0.5109489051094891,0.59447983014862,525
LSTM,0.011914135104699691,0.008452308067247298,-0.00041302730878656213,0.8452308067247298,515,0.009879333694798249,0.007595591903437343,-0.07220304101881125,0.7595591903437343,515,0.009557481446378278,0.007123371186363168,-0.1738180558251885,0.7123371186363168,515,0.47378640776699027,0.0,0.0,0.0,515
GRU,0.011913474713476585,0.008452686240473812,-0.00030212615366864704,0.8452686240473812,515,0.00989148916561448,0.007612999271763414,-0.07484312811777305,0.7612999271763414,515,0.009557239555588902,0.0071230867712992404,-0.173758640134009,0.7123086771299241,515,0.47378640776699027,0.0,0.0,0.0,515
Ensemble,0.0118828999554472,0.008444084120024918,0.004825638968405488,0.8444084120024918,515,0.010008695610378121,0.008008012369395676,-0.10046614876060689,0.8008012369395676,515,0.01046787415739281,0.008172558566333052,-0.4080913947063671,0.8172558566333051,515,0.6349514563106796,0.7128205128205128,0.5129151291512916,0.5965665236051502,515
