model,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,0.01405850873589397,0.01045348267676088,-0.003928396112586885,1.045348267676088,525,0.00989687737015214,0.007215286085373974,0.17350615783999757,0.7215286085373974,525,0.010440751277809458,0.0073887670102301345,-0.09327293235753453,0.7388767010230135,525,0.7295238095238096,0.7622950819672131,0.6888888888888889,0.7237354085603113,525
LSTM,0.014074036609890041,0.010483952845850297,-0.00035261974741018776,1.0483952845850297,515,0.010941789409463838,0.008057773176437653,-0.002840980871449572,0.8057773176437654,515,0.01006966159181808,0.0071991208323902815,-0.0028511398492816475,0.7199120832390281,515,0.516504854368932,0.516504854368932,1.0,0.6811779769526248,515
GRU,0.014074234793452227,0.010483892536836313,-0.00038079287882553103,1.0483892536836312,515,0.010941253306177248,0.008054557256293738,-0.0027427130004646916,0.8054557256293738,515,0.010068814010099522,0.007196582629354538,-0.0026823233479780217,0.7196582629354538,515,0.516504854368932,0.516504854368932,1.0,0.6811779769526248,515
Ensemble,0.01407148905325245,0.01048821963897646,9.497302261296525e-06,1.048821963897646,515,0.011110636292640839,0.008755026262805155,-0.03403022034602565,0.8755026262805156,515,0.010232013392074498,0.0075576993015588345,-0.03544949603256664,0.7557699301558835,515,0.7300970873786408,0.7656903765690377,0.6879699248120301,0.7247524752475248,515
