model,n_features,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,244,0.01296491378445076,0.009448961601667836,0.019694947608816404,0.9448961601667836,525,0.010277919493851163,0.007651386819305294,-0.00743096410453381,0.7651386819305295,525,0.009185420004255339,0.006504182636981922,0.06025596180729653,0.6504182636981922,525,0.5885714285714285,0.5340314136125655,0.8429752066115702,0.6538461538461537,525
LSTM,244,0.013103999302202953,0.009436525114660433,-0.0010704704326469638,0.9436525114660433,525,0.010262106874916674,0.007374218318191422,-0.0012380439819770217,0.7374218318191422,525,0.009522945699119663,0.006883575926468826,-0.004677329591570967,0.6883575926468827,525,0.46601941747572817,0.46601941747572817,1.0,0.6357615894039735,525
GRU,244,0.013103728605813492,0.009435632353248366,-0.0010291115533094253,0.9435632353248365,525,0.010263453507393775,0.007382217538204462,-0.001500833708932836,0.7382217538204462,525,0.009523136552561822,0.006884231716807643,-0.004717600334281258,0.6884231716807643,525,0.46601941747572817,0.46601941747572817,1.0,0.6357615894039735,525
Ensemble,244,0.012902955981213502,0.009310859284673083,0.029411012292159144,0.9310859284673083,525,0.010461667966720907,0.00792392121415841,-0.04055763690729308,0.792392121415841,525,0.009605330939215641,0.007128128561403329,-0.022135922661768115,0.712812856140333,525,0.5883495145631068,0.5372340425531915,0.8416666666666667,0.6558441558441559,525
