model,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,0.02094518236556252,0.015677619259279983,0.017881508147306158,1.5677619259279982,501,0.016844588203430353,0.012642949559219126,-0.29593000440638684,1.2642949559219125,501,0.017175260892877842,0.01270153115847551,-0.05485919434744946,1.270153115847551,501,0.6906187624750499,0.7621359223300971,0.596958174904943,0.6695095948827292,501
LSTM,0.021309700827145752,0.01600478640007897,-0.001028776389717878,1.600478640007897,491,0.015106735974652572,0.011599284431885947,-0.02647890356717264,1.1599284431885948,491,0.01683049078083543,0.011637350951067384,-1.4180683571840547e-05,1.1637350951067384,491,0.4786150712830957,0.0,0.0,0.0,491
GRU,0.02130967660461498,0.016004781780927648,-0.001026500671559738,1.6004781780927648,491,0.015107937109296903,0.011601672157082105,-0.026642140468941866,1.1601672157082104,491,0.016830783636523197,0.011626379790943619,-4.898209161141587e-05,1.162637979094362,491,0.4786150712830957,0.0,0.0,0.0,491
Ensemble,0.02066165834934515,0.015499262646079369,0.058929392947445036,1.5499262646079368,491,0.016273538628868683,0.013288671172995835,-0.19116726107944793,1.3288671172995834,491,0.0171869727094706,0.01265789822977491,-0.04282485259402491,1.265789822977491,491,0.6965376782077393,0.7609756097560976,0.609375,0.6767895878524947,491
