model,close_rmse,close_mae,close_r2,close_mape,close_n_samples,high_rmse,high_mae,high_r2,high_mape,high_n_samples,low_rmse,low_mae,low_r2,low_mape,low_n_samples,direction_accuracy,direction_precision,direction_recall,direction_f1,direction_n_samples
XGBoost,0.014666588973006442,0.010979032485038183,-0.060150791032316464,1.0979032485038183,390,0.011069572546794706,0.007915278226590942,0.06466111753858861,0.7915278226590942,390,0.010299692333822953,0.007810252645996009,-0.006761133456176127,0.7810252645996009,390,0.6897435897435897,0.6988636363636364,0.643979057591623,0.6702997275204359,390
LSTM,0.014361250978353002,0.010696670245139948,-0.0007123624049891752,1.0696670245139948,380,0.011565645024742607,0.008525345061802955,-0.003006549598167929,0.8525345061802956,380,0.010368683796749201,0.007288057628869731,-0.0005527196813266411,0.7288057628869731,380,0.49473684210526314,0.49473684210526314,1.0,0.6619718309859155,380
GRU,0.01436171411372046,0.01069559767034095,-0.0007769073059196163,1.069559767034095,380,0.011565655326186872,0.008525397539379186,-0.0030083363416910647,0.8525397539379186,380,0.010368824972879562,0.007289431908067624,-0.0005799661719299021,0.7289431908067624,380,0.49473684210526314,0.49473684210526314,1.0,0.6619718309859155,380
Ensemble,0.014352561702783253,0.01069526148814169,0.0004982333711304188,1.069526148814169,380,0.01193360551496498,0.009441332985314178,-0.06784300318752634,0.9441332985314178,380,0.01086411836049802,0.008378744313467357,-0.09845353996893902,0.8378744313467357,380,0.6868421052631579,0.6994219653179191,0.6436170212765957,0.670360110803324,380
