model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5590118875833162,0.5612244897959183,0.6060606060606061,0.494949494949495,0.04198554118161687,6
LightGBM,0.5236384250669964,0.5253061224489797,0.5714285714285714,0.45918367346938777,0.04263511285939034,6
