symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
AUBANK,0.5131375579598145,0.5101088646967341,6.0,647,47.0,1176.0
AXISBANK,0.4877250409165303,0.5854304635761589,6.0,611,47.0,1110.0
BAJAJ-AUTO,0.47750865051903113,0.5840220385674931,6.0,578,50.0,1050.0
BAJAJFINSV,0.5008347245409015,0.5476550680786687,6.0,599,47.0,1087.0
BAJFINANCE,0.4991735537190083,0.5073170731707317,6.0,605,47.0,1097.0
BANDHANBNK,0.5290611028315947,0.39923954372623577,6.0,671,47.0,1219.0
CHOLAFIN,0.5256024096385542,0.4878048780487805,6.0,664,47.0,1205.0
COFORGE,0.486404833836858,0.6037296037296037,6.0,662,50.0,1202.0
EICHERMOT,0.5232,0.5193548387096775,6.0,625,50.0,1136.0
FEDERALBNK,0.5016233766233766,0.5933774834437087,6.0,616,47.0,1118.0
HCLTECH,0.5265866209262435,0.6329787234042553,6.0,583,50.0,1057.0
HDFCBANK,0.5348837209302325,0.6242774566473989,6.0,559,47.0,1014.0
HDFCLIFE,0.48580968280467446,0.43795620437956206,6.0,599,47.0,1088.0
HEROMOTOCO,0.5369458128078818,0.5994318181818182,6.0,609,50.0,1106.0
HINDUNILVR,0.5369369369369369,0.5848142164781907,6.0,555,50.0,1007.0
ICICIBANK,0.5008880994671403,0.6307490144546649,6.0,563,47.0,1021.0
ICICIGI,0.4873096446700508,0.5089141004862237,6.0,591,47.0,1073.0
IDFCFIRSTB,0.5046439628482973,0.49206349206349204,6.0,646,47.0,1173.0
INDUSINDBK,0.45794392523364486,0.5433070866141733,6.0,642,47.0,1165.0
INFY,0.51010101010101,0.5597579425113465,6.0,594,50.0,1078.0
M&M,0.5238095238095238,0.6393034825870647,6.0,609,50.0,1106.0
TATAELXSI,0.4768740031897927,0.4605263157894737,6.0,627,50.0,1140.0
TVSMOTOR,0.5401929260450161,0.6757369614512472,6.0,622,50.0,1129.0
WIPRO,0.5238095238095238,0.5555555555555556,6.0,588,50.0,1067.0
BRITANNIA,0.514760147601476,0.6021180030257186,6.0,542,50.0,984.0
AVERAGE,0.5082306716706846,0.5554212091751192,6.0,15207,48.44,1104.32
