symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
AXISBANK,1,0.7,672,74,106,2024-03-13,2024-11-06,0.5943396226415094,0.5636766334440753,0.7455621301775148,0.5943396226415094,1.0,63,43,0,0,0.6415094339622641,0.5943396226415094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5943396226415094,0.0,0.0,1.0,0.0,0.20622357446079262,0
AXISBANK,2,0.75,720,79,107,2024-07-19,2025-03-11,0.4953271028037383,0.5388453314326443,0.5645161290322581,0.44871794871794873,0.7608695652173914,35,43,18,11,0.5046728971962616,0.42990654205607476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44871794871794873,0.6206896551724138,0.0,0.7289719626168224,0.27102803738317754,0.5846089266007118,0
AXISBANK,3,0.8,767,85,107,2024-11-07,2025-07-18,0.4205607476635514,0.5761183261183261,0.5753424657534246,0.4117647058823529,0.9545454545454546,42,60,3,2,0.48598130841121495,0.4485981308411215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.6,0.0,0.9532710280373832,0.04672897196261682,0.5873585969766992,0
AXISBANK,4,0.85,816,90,106,2025-03-12,2025-11-19,0.5377358490566038,0.6072463768115943,0.6754966887417219,0.5604395604395604,0.85,51,40,6,9,0.5,0.5849056603773585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5604395604395604,0.4,0.0,0.8584905660377359,0.14150943396226415,0.5010695890447909,0
AXISBANK,5,0.9,864,95,107,2025-07-21,2026-04-16,0.6635514018691588,0.6189948263118995,0.7464788732394366,0.6973684210526315,0.803030303030303,53,23,18,13,0.6635514018691588,0.5981308411214953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6973684210526315,0.5806451612903225,0.0,0.7102803738317757,0.2897196261682243,0.6558762056727104,0
AXISBANK,6,0.95,911,101,54,2025-11-26,2026-04-16,0.5740740740740741,0.5708333333333334,0.6349206349206349,0.6060606060606061,0.6666666666666666,20,13,11,10,0.5555555555555556,0.46296296296296297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060606060606061,0.5238095238095238,0.0,0.6111111111111112,0.3888888888888889,0.24620982671970154,0
ICICIBANK,1,0.7,644,71,102,2024-02-02,2024-10-14,0.6764705882352942,0.6059688581314879,0.7870967741935484,0.7011494252873564,0.8970588235294118,61,26,8,7,0.5392156862745098,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7011494252873564,0.5333333333333333,0.0,0.8529411764705882,0.14705882352941177,1.0,0
ICICIBANK,2,0.75,690,76,102,2024-06-27,2025-01-29,0.6862745098039216,0.7260802469135803,0.6923076923076923,0.72,0.6666666666666666,36,14,34,18,0.6862745098039216,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.6538461538461539,0.0,0.49019607843137253,0.5098039215686274,0.3565728140924711,0
ICICIBANK,3,0.8,736,81,102,2024-10-17,2025-07-21,0.6176470588235294,0.6218713900654601,0.6829268292682927,0.6,0.7924528301886793,42,28,21,11,0.5784313725490197,0.5784313725490197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.65625,0.0,0.6862745098039216,0.3137254901960784,0.3100057764334298,0
ICICIBANK,4,0.85,782,86,102,2025-01-31,2025-11-26,0.6078431372549019,0.6115384615384616,0.6428571428571429,0.6,0.6923076923076923,36,24,26,16,0.5392156862745098,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6190476190476191,0.0,0.5882352941176471,0.4117647058823529,0.48732665729874697,0
ICICIBANK,5,0.9,828,91,103,2025-07-28,2026-04-10,0.4563106796116505,0.5519276160503541,0.5483870967741935,0.40963855421686746,0.8292682926829268,34,49,13,7,0.46601941747572817,0.4368932038834951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40963855421686746,0.65,0.0,0.8058252427184466,0.1941747572815534,0.2456975942710079,0
ICICIBANK,6,0.95,873,97,52,2025-12-03,2026-04-10,0.46153846153846156,0.55625,0.5,0.3888888888888889,0.7,14,22,10,6,0.4807692307692308,0.5769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.625,0.0,0.6923076923076923,0.3076923076923077,0.4785335523666503,0
HDFCBANK,1,0.7,612,68,97,2024-02-06,2024-10-11,0.5154639175257731,0.4941348973607038,0.5607476635514018,0.7317073170731707,0.45454545454545453,30,11,20,36,0.44329896907216493,0.5257731958762887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7317073170731707,0.3571428571428571,0.0,0.422680412371134,0.5773195876288659,0.2744149293719092,0
HDFCBANK,2,0.75,657,72,97,2024-06-11,2025-01-30,0.5773195876288659,0.6198054818744474,0.6306306306306306,0.660377358490566,0.603448275862069,35,18,21,23,0.5257731958762887,0.5773195876288659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.660377358490566,0.4772727272727273,0.0,0.5463917525773195,0.4536082474226804,0.38520677701666867,0
HDFCBANK,3,0.8,700,77,97,2024-10-14,2025-06-13,0.4948453608247423,0.5280701754385966,0.5420560747663551,0.58,0.5087719298245614,29,21,19,28,0.4639175257731959,0.5154639175257731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.4042553191489362,0.0,0.5154639175257731,0.4845360824742268,0.7319941371443337,0
HDFCBANK,4,0.85,744,82,97,2025-01-31,2025-11-27,0.4639175257731959,0.5030946065428824,0.44680851063829785,0.5833333333333334,0.3620689655172414,21,15,24,37,0.5154639175257731,0.4639175257731959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.39344262295081966,0.0,0.3711340206185567,0.6288659793814433,0.45031676963202566,0
HDFCBANK,5,0.9,787,87,98,2025-06-17,2026-04-16,0.5306122448979592,0.5166666666666667,0.5306122448979592,0.43333333333333335,0.6842105263157895,26,34,26,12,0.5102040816326531,0.5306122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.6842105263157895,0.0,0.6122448979591837,0.3877551020408163,0.5244094967276077,0
HDFCBANK,6,0.95,831,92,49,2025-12-03,2026-04-16,0.5306122448979592,0.5933014354066986,0.41025641025641024,0.2857142857142857,0.7272727272727273,8,20,18,3,0.5510204081632653,0.6326530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428572,0.0,0.5714285714285714,0.42857142857142855,0.5893711728589693,0
WIPRO,1,0.7,691,76,109,2024-05-08,2024-12-12,0.48623853211009177,0.46872586872586874,0.582089552238806,0.65,0.527027027027027,39,21,14,35,0.5596330275229358,0.47706422018348627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.2857142857142857,0.0,0.5504587155963303,0.44954128440366975,0.6879634808573227,0
WIPRO,2,0.75,740,82,109,2024-08-22,2025-04-16,0.5321100917431193,0.562753036437247,0.6277372262773723,0.5375,0.7543859649122807,43,37,15,14,0.5412844036697247,0.5229357798165137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5375,0.5172413793103448,0.0,0.7339449541284404,0.26605504587155965,1.0,0
WIPRO,3,0.8,789,87,110,2024-12-13,2025-08-19,0.5727272727272728,0.5666997682886461,0.5688073394495413,0.5535714285714286,0.5849056603773585,31,25,32,22,0.45454545454545453,0.5181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5535714285714286,0.5925925925925926,0.0,0.509090909090909,0.4909090909090909,1.0,0
WIPRO,4,0.85,838,93,110,2025-04-17,2025-12-17,0.4090909090909091,0.4425,0.4715447154471545,0.5471698113207547,0.4142857142857143,29,24,16,41,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5471698113207547,0.2807017543859649,0.0,0.4818181818181818,0.5181818181818182,0.33659570779235737,0
WIPRO,5,0.9,888,98,110,2025-08-25,2026-04-16,0.509090909090909,0.5550016616816218,0.5263157894736842,0.47619047619047616,0.5882352941176471,30,33,26,21,0.509090909090909,0.4909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.5531914893617021,0.0,0.5727272727272728,0.42727272727272725,1.0,0
WIPRO,6,0.95,937,104,55,2025-12-22,2026-04-16,0.4727272727272727,0.5696864111498258,0.4528301886792453,0.3076923076923077,0.8571428571428571,12,27,14,2,0.36363636363636365,0.7090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.875,0.0,0.7090909090909091,0.2909090909090909,1.0,0
KOTAKBANK,1,0.7,664,73,106,2024-04-03,2024-12-03,0.44339622641509435,0.48770053475935826,0.33707865168539325,0.4411764705882353,0.2727272727272727,15,19,32,40,0.4339622641509434,0.46226415094339623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4411764705882353,0.4444444444444444,0.0,0.32075471698113206,0.6792452830188679,0.7204983321274584,0
KOTAKBANK,2,0.75,711,79,105,2024-08-14,2025-04-03,0.4380952380952381,0.48019075568598685,0.1917808219178082,0.4666666666666667,0.1206896551724138,7,8,39,51,0.4380952380952381,0.4380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.43333333333333335,0.0,0.14285714285714285,0.8571428571428571,0.6284426288594576,0
KOTAKBANK,3,0.8,759,84,105,2024-12-04,2025-07-30,0.45714285714285713,0.491562729273661,0.2597402597402597,0.5263157894736842,0.1724137931034483,10,9,38,48,0.580952380952381,0.5047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.4418604651162791,0.0,0.18095238095238095,0.819047619047619,0.4164432639206766,0
KOTAKBANK,4,0.85,806,89,106,2025-04-07,2025-11-26,0.5849056603773585,0.6196078431372549,0.6,0.6,0.6,33,22,29,22,0.4716981132075472,0.5943396226415094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5686274509803921,0.0,0.5188679245283019,0.4811320754716981,0.10000660285425449,0
KOTAKBANK,5,0.9,854,94,106,2025-08-01,2026-04-16,0.6132075471698113,0.6517094017094017,0.616822429906542,0.6226415094339622,0.6111111111111112,33,20,32,21,0.5849056603773585,0.5849056603773585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226415094339622,0.6037735849056604,0.0,0.5,0.5,0.2585154374142676,0
KOTAKBANK,6,0.95,901,100,53,2025-11-27,2026-04-16,0.49056603773584906,0.5469208211143695,0.425531914893617,0.4,0.45454545454545453,10,15,16,12,0.5660377358490566,0.49056603773584906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5714285714285714,0.0,0.4716981132075472,0.5283018867924528,0.7795529505782015,0
