model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5321223623071947,0.5243544878464013,0.7090909090909091,0.4,0.07477863754921829,30
LightGBM,0.5218238716427542,0.512833999579213,0.6862745098039216,0.36363636363636365,0.07009587147294409,30
