symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
GAIL,1,0.7,888,98,141,2023-12-22,2024-09-09,0.46808510638297873,0.4904626623376624,0.4186046511627907,0.5192307692307693,0.35064935064935066,27,25,39,50,0.5460992907801419,0.5460992907801419,0.5460992907801419,0.5035460992907801,0.5886524822695035,0.5106382978723404,0.48936170212765956,0.46099290780141844,0.49645390070921985,0.46099290780141844,0.5192307692307693,0.4382022471910112,0.0,0.36879432624113473,0.6312056737588653,0.1689239527378677,0
GAIL,2,0.75,951,105,141,2024-04-30,2025-01-20,0.49645390070921985,0.5104754230459307,0.6467661691542289,0.48872180451127817,0.9558823529411765,65,68,5,3,0.48226950354609927,0.48936170212765956,0.475177304964539,0.49645390070921985,0.5319148936170213,0.5319148936170213,0.5319148936170213,0.5177304964539007,0.48226950354609927,0.46808510638297873,0.48872180451127817,0.625,0.0,0.9432624113475178,0.05673758865248227,0.3714247397968709,0
GAIL,3,0.8,1015,112,141,2024-09-10,2025-05-26,0.524822695035461,0.4947686116700202,0.6417112299465241,0.5128205128205128,0.8571428571428571,60,57,14,10,0.5106382978723404,0.49645390070921985,0.5177304964539007,0.45390070921985815,0.48936170212765956,0.5106382978723404,0.48936170212765956,0.5390070921985816,0.49645390070921985,0.48936170212765956,0.5128205128205128,0.5833333333333333,0.0,0.8297872340425532,0.1702127659574468,1.4337336222481203,0
GAIL,4,0.85,1078,119,141,2025-01-22,2025-10-14,0.5177304964539007,0.5150966183574879,0.6699029126213593,0.5149253731343284,0.9583333333333334,69,65,4,3,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.5319148936170213,0.5177304964539007,0.5035460992907801,0.49645390070921985,0.48226950354609927,0.49645390070921985,0.49645390070921985,0.5149253731343284,0.5714285714285714,0.0,0.950354609929078,0.04964539007092199,1.6256888888619256,0
GAIL,5,0.9,1142,126,141,2025-05-28,2026-03-05,0.5106382978723404,0.5092592592592593,0.676056338028169,0.5106382978723404,1.0,72,69,0,0,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.49645390070921985,0.5106382978723404,0.48936170212765956,0.5177304964539007,0.46099290780141844,0.5531914893617021,0.5460992907801419,0.5106382978723404,0.0,0.0,1.0,0.0,7.999996467962377,0
GAIL,6,0.95,1205,133,71,2025-10-15,2026-03-05,0.4788732394366197,0.4460317460317461,0.6185567010309279,0.4918032786885246,0.8333333333333334,30,31,4,6,0.5070422535211268,0.5070422535211268,0.5352112676056338,0.49295774647887325,0.5211267605633803,0.5211267605633803,0.4507042253521127,0.5211267605633803,0.5070422535211268,0.5070422535211268,0.4918032786885246,0.4,0.0,0.8591549295774648,0.14084507042253522,0.7990586411803139,8
