symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,temperature,dl_models_trained
DLF,1,0.7,915,101,145,2023-11-02,2024-08-12,0.6068965517241379,0.5301010101010102,0.7272727272727272,0.6386554621848739,0.8444444444444444,76,43,12,14,0.6206896551724138,0.6206896551724138,0.5241379310344828,0.6,0.5724137931034483,0.4413793103448276,0.5586206896551724,0.16106962025781735,5
DLF,2,0.75,981,108,145,2024-03-26,2024-12-20,0.5448275862068965,0.6010313216195569,0.6857142857142857,0.5413533834586466,0.935064935064935,72,61,7,5,0.5310344827586206,0.5310344827586206,0.5172413793103449,0.5448275862068965,0.5586206896551724,0.5517241379310345,0.5655172413793104,0.3410781703446594,5
DLF,3,0.8,1045,116,145,2024-08-13,2025-05-07,0.4827586206896552,0.5068649885583525,0.6445497630331753,0.4788732394366197,0.9855072463768116,68,74,2,1,0.46206896551724136,0.47586206896551725,0.4827586206896552,0.47586206896551725,0.496551724137931,0.4896551724137931,0.47586206896551725,0.579569210084971,5
DLF,4,0.85,1111,123,145,2024-12-27,2025-09-24,0.4413793103448276,0.4732692307692308,0.6124401913875598,0.4444444444444444,0.9846153846153847,64,80,0,1,0.4482758620689655,0.4482758620689655,0.4482758620689655,0.4413793103448276,0.4482758620689655,0.4482758620689655,0.42758620689655175,1.0137750130552985,5
DLF,5,0.9,1176,130,146,2025-05-08,2026-02-27,0.4589041095890411,0.5004723219346308,0.6291079812206573,0.4589041095890411,1.0,67,79,0,0,0.4589041095890411,0.4589041095890411,0.4589041095890411,0.541095890410959,0.4931506849315068,0.4589041095890411,0.547945205479452,7.999993836432969,5
DLF,6,0.95,1242,137,73,2025-09-25,2026-02-27,0.5068493150684932,0.5829562594268476,0.6538461538461539,0.4857142857142857,1.0,34,36,3,0,0.4657534246575342,0.4657534246575342,0.4657534246575342,0.4657534246575342,0.589041095890411,0.4657534246575342,0.4657534246575342,7.999993797250326,5
