symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
HDFCBANK,0.4865831842576029,0.5043177892918825,6.0,559,47.0,1014.0
AVERAGE,0.4865831842576029,0.5043177892918825,6.0,559,47.0,1014.0
