symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
CHOLAFIN,1,0.7,760,84,121,2024-04-29,2024-12-11,0.5619834710743802,0.5662287903667215,0.6442953020134228,0.5581395348837209,0.7619047619047619,48,38,20,15,0.5702479338842975,0.5702479338842975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581395348837209,0.5714285714285714,0.0,0.7107438016528925,0.2892561983471074,0.7398326395743604,0
CHOLAFIN,2,0.75,815,90,120,2024-08-21,2025-04-03,0.5083333333333333,0.5260180995475113,0.562962962962963,0.4578313253012048,0.7307692307692307,38,45,23,14,0.43333333333333335,0.5083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4578313253012048,0.6216216216216216,0.0,0.6916666666666667,0.30833333333333335,0.34315509183476034,0
CHOLAFIN,3,0.8,869,96,121,2024-12-12,2025-07-31,0.4462809917355372,0.4414954337899544,0.464,0.37662337662337664,0.6041666666666666,29,48,25,19,0.5041322314049587,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37662337662337664,0.5681818181818181,0.0,0.6363636363636364,0.36363636363636365,0.37001165568882816,0
CHOLAFIN,4,0.85,923,102,121,2025-04-04,2025-12-04,0.5950413223140496,0.5686813186813187,0.6370370370370371,0.5443037974683544,0.7678571428571429,43,36,29,13,0.5702479338842975,0.4628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5443037974683544,0.6904761904761905,0.0,0.6528925619834711,0.34710743801652894,1.0,0
CHOLAFIN,5,0.9,978,108,121,2025-08-01,2026-04-21,0.5537190082644629,0.5626710454296662,0.5344827586206896,0.5344827586206896,0.5344827586206896,31,27,36,27,0.48760330578512395,0.48760330578512395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5344827586206896,0.5714285714285714,0.0,0.4793388429752066,0.5206611570247934,0.6015253482560449,0
CHOLAFIN,6,0.95,1032,114,61,2025-12-09,2026-04-21,0.5573770491803278,0.4901960784313726,0.0,0.0,0.0,0,0,34,27,0.5081967213114754,0.5573770491803278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5573770491803278,0.0,0.0,1.0,0.18064909560838313,0
