symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
HDFCBANK,1,0.7,681,75,108,2024-02-29,2024-11-01,0.5,0.5266335227272727,0.5714285714285714,0.5806451612903226,0.5625,36,26,18,28,0.5462962962962963,0.5277777777777778,0.0,0.4537037037037037,0.0,0.0,0.0,0.0,0.5740740740740741,0.5740740740740741,0.5806451612903226,0.3913043478260869,0.0,0.5740740740740741,0.42592592592592593,0.18203000458614083,0
HDFCBANK,2,0.75,729,81,108,2024-07-03,2025-02-28,0.5185185185185185,0.5183533447684391,0.5873015873015873,0.5211267605633803,0.6727272727272727,37,34,19,18,0.5277777777777778,0.4722222222222222,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.5185185185185185,0.5277777777777778,0.5211267605633803,0.5135135135135135,0.0,0.6574074074074074,0.3425925925925926,0.7939732741175204,0
HDFCBANK,3,0.8,778,86,108,2024-11-04,2025-07-10,0.5462962962962963,0.5517963027554935,0.5504587155963303,0.625,0.4918032786885246,30,18,29,31,0.5833333333333334,0.5092592592592593,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.5,0.5462962962962963,0.625,0.4833333333333333,0.0,0.4444444444444444,0.5555555555555556,0.1000035356387145,0
HDFCBANK,4,0.85,827,91,108,2025-03-03,2025-12-08,0.5092592592592593,0.4821869488536155,0.5826771653543307,0.578125,0.5873015873015873,37,27,18,26,0.5,0.5648148148148148,0.0,0.49074074074074076,0.0,0.0,0.0,0.0,0.5648148148148148,0.5370370370370371,0.578125,0.40909090909090906,0.0,0.5925925925925926,0.4074074074074074,0.1519290482480371,0
HDFCBANK,5,0.9,875,97,109,2025-07-14,2026-04-09,0.45871559633027525,0.5315254237288136,0.5874125874125874,0.45161290322580644,0.84,42,51,8,8,0.48623853211009177,0.43119266055045874,0.0,0.45871559633027525,0.0,0.0,0.0,0.0,0.45871559633027525,0.5229357798165137,0.45161290322580644,0.5,0.0,0.8532110091743119,0.14678899082568808,0.19958919419759866,0
HDFCBANK,6,0.95,924,102,55,2025-12-09,2026-04-09,0.4909090909090909,0.6336088154269973,0.5483870967741935,0.425,0.7727272727272727,17,23,10,5,0.45454545454545453,0.4727272727272727,0.0,0.43636363636363634,0.0,0.0,0.0,0.0,0.41818181818181815,0.5272727272727272,0.425,0.6666666666666667,0.0,0.7272727272727273,0.2727272727272727,0.16204920233947873,3
ICICIBANK,1,0.7,683,75,109,2024-02-15,2024-10-21,0.5045871559633027,0.5256944444444445,0.5714285714285714,0.5806451612903226,0.5625,36,26,19,28,0.5229357798165137,0.5963302752293578,0.0,0.44036697247706424,0.0,0.0,0.0,0.0,0.45871559633027525,0.46788990825688076,0.5806451612903226,0.4042553191489362,0.0,0.5688073394495413,0.43119266055045874,0.7353786687258156,0
ICICIBANK,2,0.75,732,81,108,2024-06-27,2025-03-10,0.4351851851851852,0.4072927416580667,0.5271317829457365,0.4722222222222222,0.5964912280701754,34,38,13,23,0.42592592592592593,0.4351851851851852,0.0,0.5277777777777778,0.0,0.0,0.0,0.0,0.5370370370370371,0.5462962962962963,0.4722222222222222,0.36111111111111116,0.0,0.6666666666666666,0.3333333333333333,0.18317924091036522,0
ICICIBANK,3,0.8,781,86,108,2024-10-22,2025-07-18,0.5277777777777778,0.5,0.6577181208053692,0.5384615384615384,0.8448275862068966,49,42,8,9,0.5462962962962963,0.6018518518518519,0.0,0.5462962962962963,0.0,0.0,0.0,0.0,0.5370370370370371,0.5462962962962963,0.5384615384615384,0.47058823529411764,0.0,0.8425925925925926,0.1574074074074074,0.1533998327812974,0
ICICIBANK,4,0.85,829,92,108,2025-03-12,2025-12-02,0.48148148148148145,0.3935439560439561,0.6363636363636364,0.5,0.875,49,49,3,7,0.49074074074074076,0.5555555555555556,0.0,0.5092592592592593,0.0,0.0,0.0,0.0,0.5185185185185185,0.48148148148148145,0.5,0.30000000000000004,0.0,0.9074074074074074,0.09259259259259259,0.5409686963460117,0
