symbol,oos_accuracy,oos_f1,n_windows,n_predictions,n_features,n_rows
SAIL,0.5084985835694051,0.5814234016887817,6.0,706,50.0,1282.0
VEDL,0.5484330484330484,0.6230677764565993,6.0,702,50.0,1275.0
HINDALCO,0.5180897250361794,0.588380716934487,6.0,691,50.0,1254.0
JSWSTEEL,0.5015105740181269,0.45544554455445546,6.0,662,50.0,1201.0
BHARTIARTL,0.5550161812297735,0.6617466174661747,6.0,618,50.0,1123.0
INDUSTOWER,0.48588410104011887,0.5014409221902018,6.0,673,50.0,1222.0
LT,0.5581761006289309,0.6560587515299877,6.0,636,50.0,1156.0
BHEL,0.5238095238095238,0.6130952380952381,6.0,819,50.0,1488.0
ABB,0.5189048239895697,0.6371681415929203,6.0,767,50.0,1393.0
SIEMENS,0.5215633423180593,0.6259220231822972,6.0,742,50.0,1347.0
HAVELLS,0.49389416553595655,0.5575326215895611,6.0,737,50.0,1337.0
POLYCAB,0.5235849056603774,0.6480836236933798,6.0,636,50.0,1154.0
AMBUJACEM,0.5248868778280543,0.5882352941176471,6.0,663,50.0,1204.0
ULTRACEMCO,0.5096153846153846,0.5080385852090032,6.0,624,50.0,1133.0
GRASIM,0.5331278890600925,0.6049543676662321,6.0,649,50.0,1177.0
CUMMINSIND,0.5302114803625377,0.6586169045005489,6.0,662,50.0,1202.0
SHREECEM,0.4620253164556962,0.519774011299435,6.0,632,50.0,1148.0
TITAN,0.4957865168539326,0.5859284890426759,6.0,712,50.0,1293.0
ASIANPAINT,0.4935064935064935,0.5735115431348724,6.0,693,50.0,1257.0
PIDILITIND,0.49507735583684953,0.520694259012016,6.0,711,50.0,1292.0
BERGEPAINT,0.49372384937238495,0.6050054406964092,6.0,717,50.0,1302.0
VOLTAS,0.4961038961038961,0.5827956989247312,6.0,770,50.0,1399.0
PAGEIND,0.525691699604743,0.5652173913043478,6.0,759,50.0,1377.0
DMART,0.44986449864498645,0.46578947368421053,6.0,738,50.0,1340.0
ADANIPORTS,0.5229357798165137,0.5568181818181818,6.0,654,50.0,1188.0
GODREJPROP,0.49443757725587145,0.5881168177240684,6.0,809,50.0,1469.0
ADANIENT,0.547144754316069,0.5935637663885578,6.0,753,50.0,1368.0
DLF,0.48695652173913045,0.609271523178808,6.0,805,50.0,1462.0
IRFC,0.5187793427230047,0.3768996960486322,6.0,426,50.0,773.0
HAL,0.5250737463126843,0.6445916114790287,6.0,678,50.0,1231.0
OFSS,0.4827044025157233,0.4930662557781202,6.0,636,50.0,1155.0
BEL,0.5065123010130246,0.5667090216010165,6.0,691,50.0,1254.0
ETERNAL,0.44988344988344986,0.5083333333333333,6.0,429,50.0,780.0
NMDC,0.4912536443148688,0.5118881118881119,6.0,686,50.0,1246.0
NAUKRI,0.5006418485237484,0.5273390036452005,6.0,779,50.0,1416.0
BOSCHLTD,0.5358126721763086,0.6395721925133689,6.0,726,50.0,1318.0
MANAPPURAM,0.4963924963924964,0.5437908496732026,6.0,693,47.0,1258.0
EXIDEIND,0.537984496124031,0.6109660574412533,6.0,645,50.0,1172.0
RBLBANK,0.5091164095371669,0.5535714285714286,6.0,713,47.0,1296.0
AVERAGE,0.5098993763090491,0.5702012322145031,6.0,65728,49.39393939393939,1205.6767676767677
