model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5052685419597838,0.5045045045045045,0.6339285714285714,0.2857142857142857,0.049394695416718516,594
TCN_Transformer,0.5052452614005979,0.5043491415172832,0.703125,0.3787878787878788,0.04677078644254505,594
NBEATS,0.5052423171881956,0.5,0.6785714285714286,0.31746031746031744,0.04688784117532734,594
LightGBM,0.5048341376194535,0.5045045045045045,0.6403508771929824,0.3157894736842105,0.04892140757390188,594
BiLSTM,0.5018286169623257,0.5,0.703125,0.359375,0.04917765293185705,594
