symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
ABB,1,0.7,829,92,131,2024-02-08,2024-10-17,0.5877862595419847,0.5674418604651164,0.6746987951807228,0.7,0.6511627906976745,56,24,21,30,0.5572519083969466,0.5954198473282443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4117647058823529,0.0,0.6106870229007634,0.3893129770992366,0.5091910012984737,0
ABB,2,0.75,889,98,131,2024-06-24,2025-02-10,0.4961832061068702,0.4232742537313432,0.6373626373626373,0.4915254237288136,0.90625,58,60,7,6,0.5190839694656488,0.4885496183206106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915254237288136,0.5384615384615384,0.0,0.900763358778626,0.099236641221374,0.2392099157959332,0
ABB,3,0.8,947,105,132,2024-10-18,2025-07-11,0.4469696969696969,0.458294930875576,0.562874251497006,0.4476190476190476,0.7580645161290323,47,58,12,15,0.4848484848484848,0.4696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4476190476190476,0.4444444444444444,0.0,0.7954545454545454,0.2045454545454545,0.322597917446807,0
ABB,4,0.85,1007,111,132,2025-02-13,2025-12-02,0.5227272727272727,0.5115958668197474,0.64,0.509090909090909,0.8615384615384616,56,54,13,9,0.4924242424242424,0.4924242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509090909090909,0.5909090909090908,0.0,0.8333333333333334,0.1666666666666666,1.0,0
ABB,5,0.9,1066,118,132,2025-07-14,2026-04-16,0.5151515151515151,0.4198069852941176,0.68,0.5151515151515151,1.0,68,64,0,0,0.4469696969696969,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.0,0.0,1.0,0.0,1.772212940798984,0
ABB,6,0.95,1125,125,66,2025-12-03,2026-04-16,0.5,0.4417520969245107,0.6292134831460674,0.5384615384615384,0.7567567567567568,28,24,5,9,0.4696969696969697,0.5606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.3571428571428571,0.0,0.7878787878787878,0.2121212121212121,2.373038141570122,0
ALKEM,1,0.7,680,75,108,2024-04-05,2024-11-11,0.5,0.5739279588336192,0.509090909090909,0.509090909090909,0.509090909090909,28,27,26,27,0.5092592592592593,0.4814814814814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509090909090909,0.490566037735849,0.0,0.5092592592592593,0.4907407407407407,0.3290510365314438,0
ALKEM,2,0.75,729,80,108,2024-07-29,2025-03-10,0.5185185185185185,0.5447684391080617,0.59375,0.5066666666666667,0.7169811320754716,38,37,18,15,0.5185185185185185,0.5370370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066666666666667,0.5454545454545454,0.0,0.6944444444444444,0.3055555555555556,0.4119222880712065,0
ALKEM,3,0.8,777,86,108,2024-11-12,2025-07-10,0.5370370370370371,0.5472154963680388,0.5833333333333334,0.4929577464788732,0.7142857142857143,35,36,23,14,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4929577464788732,0.6216216216216216,0.0,0.6574074074074074,0.3425925925925926,0.3521497373630167,0
ALKEM,4,0.85,826,91,108,2025-03-11,2025-12-08,0.5462962962962963,0.4817994505494505,0.6524822695035462,0.5411764705882353,0.8214285714285714,46,39,13,10,0.5462962962962963,0.5092592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5411764705882353,0.5652173913043479,0.0,0.7870370370370371,0.2129629629629629,0.1487900273984661,0
ALKEM,5,0.9,874,97,108,2025-07-11,2026-04-10,0.5740740740740741,0.5459533607681756,0.640625,0.5540540540540541,0.7592592592592593,41,33,21,13,0.5277777777777778,0.5740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5540540540540541,0.6176470588235294,0.0,0.6851851851851852,0.3148148148148148,1.0,0
ALKEM,6,0.95,923,102,54,2025-12-09,2026-04-10,0.5370370370370371,0.4986111111111111,0.5098039215686274,0.4814814814814814,0.5416666666666666,13,14,16,11,0.5,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814814814814814,0.5925925925925926,0.0,0.5,0.5,1.0,0
AUBANK,1,0.7,741,82,118,2024-05-07,2025-01-01,0.5,0.5532467532467532,0.5042016806722689,0.46875,0.5454545454545454,30,34,29,25,0.5254237288135594,0.5254237288135594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46875,0.537037037037037,0.0,0.5423728813559322,0.4576271186440678,0.3351891516736882,0
AUBANK,2,0.75,794,88,118,2024-09-13,2025-04-25,0.5169491525423728,0.5460087082728593,0.5289256198347108,0.4705882352941176,0.6037735849056604,32,36,29,21,0.5338983050847458,0.5508474576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705882352941176,0.5800000000000001,0.0,0.576271186440678,0.423728813559322,1.0,0
AUBANK,3,0.8,847,94,118,2025-01-03,2025-08-12,0.4915254237288136,0.4666666666666667,0.4736842105263157,0.4821428571428571,0.4655172413793103,27,29,31,31,0.5254237288135594,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4821428571428571,0.5,0.0,0.4745762711864407,0.5254237288135594,0.3077257618673699,0
AUBANK,4,0.85,900,100,118,2025-04-29,2025-12-09,0.559322033898305,0.509090909090909,0.543859649122807,0.6078431372549019,0.492063492063492,31,20,35,32,0.6016949152542372,0.4661016949152542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078431372549019,0.5223880597014925,0.0,0.4322033898305085,0.5677966101694916,0.5558566240452509,0
AUBANK,5,0.9,954,105,118,2025-08-13,2026-04-16,0.5254237288135594,0.5408369408369408,0.4814814814814814,0.5777777777777777,0.4126984126984127,26,19,36,37,0.4830508474576271,0.4661016949152542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5777777777777777,0.4931506849315068,0.0,0.3813559322033898,0.6186440677966102,0.1355445556456287,0
AUBANK,6,0.95,1007,111,59,2025-12-10,2026-04-16,0.5423728813559322,0.6394009216589862,0.1818181818181818,0.6,0.1071428571428571,3,2,29,25,0.4576271186440678,0.5254237288135594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.537037037037037,0.0,0.0847457627118644,0.9152542372881356,1.0,0
AUROPHARMA,1,0.7,727,80,116,2024-05-10,2024-12-30,0.5431034482758621,0.4883928571428572,0.4301075268817204,0.5405405405405406,0.3571428571428571,20,17,43,36,0.4396551724137931,0.4655172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5405405405405406,0.5443037974683544,0.0,0.3189655172413793,0.6810344827586207,0.1000066028542544,0
AUROPHARMA,2,0.75,779,86,115,2024-09-10,2025-04-23,0.5130434782608696,0.5052860696517413,0.4285714285714285,0.42,0.4375,21,29,38,27,0.5739130434782609,0.4956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.5846153846153845,0.0,0.4347826086956521,0.5652173913043478,0.3373839729446254,0
AUROPHARMA,3,0.8,831,92,115,2024-12-31,2025-08-14,0.5043478260869565,0.4875907990314769,0.5581395348837209,0.4931506849315068,0.6428571428571429,36,37,22,20,0.4695652173913043,0.4869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4931506849315068,0.5238095238095238,0.0,0.6347826086956522,0.3652173913043478,0.5827200390056955,0
AUROPHARMA,4,0.85,882,98,116,2025-04-24,2025-12-16,0.5258620689655172,0.536723163841808,0.5045045045045045,0.5384615384615384,0.4745762711864407,28,24,33,31,0.4913793103448275,0.4568965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.515625,0.0,0.4482758620689655,0.5517241379310345,1.0,0
AUROPHARMA,5,0.9,935,103,116,2025-08-19,2026-04-16,0.5086206896551724,0.5606557377049181,0.3448275862068966,0.5769230769230769,0.2459016393442623,15,11,44,46,0.4827586206896552,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.4888888888888889,0.0,0.2241379310344827,0.7758620689655172,1.0,0
AUROPHARMA,6,0.95,987,109,58,2025-12-17,2026-04-16,0.5,0.5173237753882916,0.4528301886792453,0.5454545454545454,0.3870967741935484,12,10,17,19,0.5517241379310345,0.4655172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.4722222222222222,0.0,0.3793103448275862,0.6206896551724138,1.0,0
AXISBANK,1,0.7,700,77,111,2024-03-05,2024-11-04,0.4954954954954955,0.5520494469746259,0.6,0.5121951219512195,0.7241379310344828,42,40,13,16,0.6216216216216216,0.5495495495495496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.4482758620689655,0.0,0.7387387387387387,0.2612612612612612,0.5075419445517444,0
AXISBANK,2,0.75,750,83,111,2024-07-16,2025-03-21,0.3963963963963964,0.4419672131147541,0.5179856115107914,0.4044943820224719,0.72,36,53,8,14,0.4324324324324324,0.4054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044943820224719,0.3636363636363636,0.0,0.8018018018018018,0.1981981981981982,0.2946895497449011,0
AXISBANK,3,0.8,800,88,111,2024-11-05,2025-07-30,0.4414414414414414,0.5249335106382979,0.5633802816901409,0.4210526315789473,0.851063829787234,40,55,9,7,0.5045045045045045,0.4324324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4210526315789473,0.5625,0.0,0.8558558558558559,0.1441441441441441,0.3446884812583046,0
AXISBANK,4,0.85,850,94,111,2025-03-24,2025-12-05,0.5135135135135135,0.5451298701298701,0.64,0.5106382978723404,0.8571428571428571,48,46,9,8,0.4234234234234234,0.5045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106382978723404,0.5294117647058824,0.0,0.8468468468468469,0.1531531531531531,1.0,0
