model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5121139246167159,0.5141522029372496,0.7570093457943925,0.24786324786324787,0.08538794496867409,582
LightGBM,0.5110440614617849,0.5081306187202539,0.7416666666666667,0.22807017543859648,0.07825277749565661,582
