model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
BiLSTM,0.5471417799871994,0.5545766590389016,0.5862068965517241,0.4782608695652174,0.036311568026925846,6
NBEATS,0.5370604171598411,0.5720823798627002,0.5862068965517241,0.43478260869565216,0.06424229432870397,6
TCN_Transformer,0.5251624187906048,0.5173913043478261,0.6379310344827587,0.4298245614035088,0.07361787151440882,6
CNN_LSTM,0.5165294545709601,0.5043478260869565,0.603448275862069,0.43859649122807015,0.06069401510685081,6
LightGBM,0.5153576720411724,0.5238380809595202,0.5701754385964912,0.4608695652173913,0.042694544222691304,6
TCN_GRU,0.5138698194762269,0.5065217391304349,0.5701754385964912,0.48695652173913045,0.029260067682138124,6
XGBoost,0.5081853809937137,0.5109077040427155,0.5701754385964912,0.43103448275862066,0.04476026014276308,6
LSTM,0.5054126445549155,0.5241418764302059,0.5826086956521739,0.3793103448275862,0.07655713898321757,6
GRU,0.49476314474341776,0.4977116704805492,0.5344827586206896,0.4473684210526316,0.035661105363962775,6
