symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
SBIN,1,0.7,702,77,111,2024-03-19,2024-11-28,0.6396396396396397,0.5715850986121257,0.7560975609756098,0.6888888888888889,0.8378378378378378,62,28,9,12,0.46846846846846846,0.4594594594594595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888888888888889,0.4285714285714286,0.0,0.8108108108108109,0.1891891891891892,0.234130439412667,0
SBIN,2,0.75,751,83,112,2024-07-26,2025-03-26,0.5982142857142857,0.6946319511411122,0.6762589928057554,0.5340909090909091,0.9215686274509803,47,41,20,4,0.5089285714285714,0.5982142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5340909090909091,0.8333333333333334,0.0,0.7857142857142857,0.21428571428571427,0.1462793380865584,0
SBIN,3,0.8,801,89,111,2024-12-02,2025-08-05,0.5405405405405406,0.559973924380704,0.592,0.5068493150684932,0.7115384615384616,37,36,23,15,0.4774774774774775,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5068493150684932,0.6052631578947368,0.0,0.6576576576576577,0.34234234234234234,0.3892935768663199,0
SBIN,4,0.85,852,94,111,2025-03-28,2025-12-16,0.44144144144144143,0.31283422459893057,0.5694444444444444,0.6119402985074627,0.5324675324675324,41,26,8,36,0.44144144144144143,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6119402985074627,0.18181818181818177,0.0,0.6036036036036037,0.3963963963963964,0.5331918492716443,0
SBIN,5,0.9,901,100,112,2025-08-06,2026-04-22,0.4107142857142857,0.2586270871985158,0.5352112676056338,0.5846153846153846,0.4935064935064935,38,27,8,39,0.5357142857142857,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5846153846153846,0.17021276595744683,0.0,0.5803571428571429,0.41964285714285715,0.39260537350119484,0
SBIN,6,0.95,952,105,56,2025-12-18,2026-04-22,0.4107142857142857,0.26822916666666663,0.5352112676056338,0.48717948717948717,0.59375,19,20,4,13,0.35714285714285715,0.3392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48717948717948717,0.23529411764705888,0.0,0.6964285714285714,0.30357142857142855,0.29500460170714565,0
ICICIBANK,1,0.7,645,71,103,2024-02-05,2024-10-21,0.6213592233009708,0.43939393939393934,0.7450980392156863,0.6867469879518072,0.8142857142857143,57,26,7,13,0.5145631067961165,0.6796116504854369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6867469879518072,0.35,0.0,0.8058252427184466,0.1941747572815534,1.0,0
ICICIBANK,2,0.75,692,76,102,2024-07-01,2025-02-04,0.4803921568627451,0.5075086638428956,0.5309734513274337,0.5,0.5660377358490566,30,30,19,23,0.4803921568627451,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45238095238095233,0.0,0.5882352941176471,0.4117647058823529,0.27628405514166626,0
ICICIBANK,3,0.8,738,81,102,2024-10-22,2025-07-29,0.5196078431372549,0.6220684352172241,0.6474820143884892,0.5113636363636364,0.8823529411764706,45,43,8,6,0.5784313725490197,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5113636363636364,0.5714285714285714,0.0,0.8627450980392157,0.13725490196078433,0.1785939636867648,0
ICICIBANK,4,0.85,783,87,102,2025-02-05,2025-12-04,0.5882352941176471,0.6585928489042676,0.6379310344827587,0.5692307692307692,0.7254901960784313,37,28,23,14,0.6470588235294118,0.5784313725490197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5692307692307692,0.6216216216216216,0.0,0.6372549019607843,0.3627450980392157,0.45038520059717424,0
ICICIBANK,5,0.9,829,92,103,2025-07-30,2026-04-22,0.5728155339805825,0.5924468922108576,0.6140350877192983,0.4794520547945205,0.8536585365853658,35,38,24,6,0.5339805825242718,0.5533980582524272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794520547945205,0.8,0.0,0.7087378640776699,0.2912621359223301,0.5318096713128131,0
ICICIBANK,6,0.95,875,97,52,2025-12-05,2026-04-22,0.4807692307692308,0.58125,0.509090909090909,0.4,0.7,14,21,11,6,0.5769230769230769,0.6346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6470588235294117,0.0,0.6730769230769231,0.3269230769230769,0.4910067134589815,0
HDFCBANK,1,0.7,613,68,98,2024-02-07,2024-10-15,0.5,0.6093137254901961,0.5420560747663551,0.7435897435897436,0.4264705882352941,29,10,20,39,0.4897959183673469,0.5510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.3389830508474576,0.0,0.3979591836734694,0.6020408163265306,0.5086625802893943,0
HDFCBANK,2,0.75,657,73,97,2024-06-12,2025-01-31,0.5360824742268041,0.6087533156498675,0.5054945054945055,0.696969696969697,0.39655172413793105,23,10,29,35,0.44329896907216493,0.5876288659793815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696969696969697,0.453125,0.0,0.3402061855670103,0.6597938144329897,0.493188900988842,0
HDFCBANK,3,0.8,702,77,97,2024-10-16,2025-06-18,0.5979381443298969,0.6131578947368421,0.6213592233009708,0.6956521739130435,0.5614035087719298,32,14,26,25,0.422680412371134,0.44329896907216493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6956521739130435,0.5098039215686274,0.0,0.4742268041237113,0.5257731958762887,0.10000660285425449,0
HDFCBANK,4,0.85,745,82,98,2025-02-01,2025-12-11,0.5510204081632653,0.568249893025246,0.5925925925925926,0.6274509803921569,0.5614035087719298,32,19,22,25,0.5510204081632653,0.5816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6274509803921569,0.46808510638297873,0.0,0.5204081632653061,0.47959183673469385,0.1831661435469236,0
HDFCBANK,5,0.9,789,87,98,2025-06-19,2026-04-22,0.46938775510204084,0.5479390681003584,0.4583333333333333,0.36666666666666664,0.6111111111111112,22,38,24,14,0.45918367346938777,0.5510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,0.631578947368421,0.0,0.6122448979591837,0.3877551020408163,0.6494106478180004,0
HDFCBANK,6,0.95,833,92,49,2025-12-12,2026-04-22,0.4897959183673469,0.6363636363636364,0.4444444444444444,0.29411764705882354,0.9090909090909091,10,24,14,1,0.46938775510204084,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.9333333333333333,0.0,0.6938775510204082,0.30612244897959184,0.6474812234681961,0
AXISBANK,1,0.7,673,74,107,2024-03-14,2024-11-08,0.5794392523364486,0.4873737373737374,0.7337278106508875,0.5849056603773585,0.9841269841269841,62,44,0,1,0.5327102803738317,0.5887850467289719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5849056603773585,0.0,0.0,0.9906542056074766,0.009345794392523364,0.15049538837867166,0
AXISBANK,2,0.75,721,80,106,2024-07-23,2025-03-12,0.5471698113207547,0.5456184637576632,0.625,0.49382716049382713,0.851063829787234,40,41,18,7,0.5566037735849056,0.4528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49382716049382713,0.72,0.0,0.7641509433962265,0.2358490566037736,0.4133264311489432,0
