model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5088212665688474,0.509090909090909,0.7307692307692307,0.24528301886792453,0.08453051373194628,582
LightGBM,0.5034113579931648,0.5046300265797822,0.7933884297520661,0.22535211267605634,0.07742203384258425,582
