symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
HDFCBANK,1,0.7,639,71,102,2024-02-27,2024-11-01,0.4411764705882353,0.46785714285714286,0.4672897196261682,0.5319148936170213,0.4166666666666667,25,22,20,35,0.5098039215686274,0.4215686274509804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5319148936170213,0.36363636363636365,0.0,0.46078431372549017,0.5392156862745098,1.0,0
HDFCBANK,2,0.75,685,76,101,2024-07-04,2025-02-19,0.5247524752475248,0.5330188679245284,0.6190476190476191,0.5342465753424658,0.7358490566037735,39,34,14,14,0.4752475247524752,0.5247524752475248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342465753424658,0.5,0.0,0.7227722772277227,0.27722772277227725,0.20923998490050955,0
HDFCBANK,3,0.8,731,81,101,2024-11-04,2025-07-10,0.5445544554455446,0.5173913043478261,0.603448275862069,0.5737704918032787,0.6363636363636364,35,26,20,20,0.5346534653465347,0.504950495049505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5737704918032787,0.5,0.0,0.6039603960396039,0.39603960396039606,1.0,0
HDFCBANK,4,0.85,776,86,102,2025-02-21,2025-12-09,0.5784313725490197,0.5423197492163009,0.6666666666666666,0.6056338028169014,0.7413793103448276,43,28,16,15,0.5980392156862745,0.5686274509803921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056338028169014,0.5161290322580645,0.0,0.696078431372549,0.30392156862745096,1.0,0
HDFCBANK,5,0.9,822,91,102,2025-07-14,2026-04-16,0.4803921568627451,0.5174689440993789,0.5954198473282443,0.4588235294117647,0.8478260869565217,39,46,10,7,0.4411764705882353,0.45098039215686275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4588235294117647,0.5882352941176471,0.0,0.8333333333333334,0.16666666666666666,1.0,0
HDFCBANK,6,0.95,868,96,51,2025-12-10,2026-04-16,0.5490196078431373,0.5361842105263159,0.5306122448979592,0.43333333333333335,0.6842105263157895,13,17,15,6,0.45098039215686275,0.39215686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.7142857142857143,0.0,0.5882352941176471,0.4117647058823529,0.12695025129754356,0
ICICIBANK,1,0.7,644,71,102,2024-02-19,2024-10-25,0.46078431372549017,0.43373015873015874,0.5985401459854015,0.5324675324675324,0.6833333333333333,41,36,6,19,0.5196078431372549,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5324675324675324,0.24,0.0,0.7549019607843137,0.24509803921568626,1.0,0
ICICIBANK,2,0.75,690,76,102,2024-07-02,2025-03-12,0.4803921568627451,0.4161490683229814,0.5954198473282443,0.52,0.6964285714285714,39,36,10,17,0.5196078431372549,0.5392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.37037037037037035,0.0,0.7352941176470589,0.2647058823529412,0.5168778363429333,0
ICICIBANK,3,0.8,736,81,102,2024-10-28,2025-07-21,0.5196078431372549,0.45524691358024694,0.631578947368421,0.5316455696202531,0.7777777777777778,42,37,11,12,0.46078431372549017,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316455696202531,0.4782608695652174,0.0,0.7745098039215687,0.22549019607843138,0.3391397002398907,0
ICICIBANK,4,0.85,782,86,102,2025-03-13,2025-12-02,0.4803921568627451,0.4946153846153846,0.6015037593984962,0.4819277108433735,0.8,40,43,9,10,0.5196078431372549,0.46078431372549017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819277108433735,0.4736842105263158,0.0,0.8137254901960784,0.18627450980392157,0.36495217518500234,0
