model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5140173467333888,0.5132743362831859,0.7358490566037735,0.22448979591836735,0.08456669322815154,594
LightGBM,0.5098266240420521,0.5130474245518493,0.768595041322314,0.2982456140350877,0.07586449958427388,594
