symbol,strategy,oos_acc_dir,n_oos,n_trades,total_return,win_rate,sharpe,max_dd,precision
TECHM,meta_label_thr0.65,0.44878048780487806,205,49,-0.32177995343446886,0.40816326530612246,-6.3903247991521415,0.3341708913393236,0.40816326530612246
TECHM,primary_0.58_AND_meta_0.60,0.44878048780487806,205,43,-0.32541454491498367,0.3488372093023256,-7.288226959329968,0.32786283577459036,0.3488372093023256
RELIANCE,primary_only_0.58,0.5178571428571429,168,0,0.0,0.0,0.0,0.0,0.0
RELIANCE,meta_label_thr0.55,0.5178571428571429,168,18,0.13760813892894586,0.6111111111111112,5.814430682950873,0.05516885511378841,0.6111111111111112
RELIANCE,meta_label_thr0.60,0.5178571428571429,168,6,-0.02879973694643112,0.5,-6.24271160290176,0.049819647105643336,0.5
RELIANCE,meta_label_thr0.65,0.5178571428571429,168,0,0.0,0.0,0.0,0.0,0.0
RELIANCE,primary_0.58_AND_meta_0.60,0.5178571428571429,168,0,0.0,0.0,0.0,0.0,0.0
MARUTI,primary_only_0.58,0.4537037037037037,108,39,-0.10438521227829112,0.5128205128205128,-2.0072361918474653,0.22228942151557443,0.5128205128205128
MARUTI,meta_label_thr0.55,0.4537037037037037,108,42,-0.13232406155275112,0.5476190476190477,-2.210472232160984,0.24325321716348555,0.5476190476190477
MARUTI,meta_label_thr0.60,0.4537037037037037,108,37,-0.17006337780371317,0.4864864864864865,-3.154710050781629,0.24615030628320958,0.4864864864864865
MARUTI,meta_label_thr0.65,0.4537037037037037,108,28,-0.058965478613015376,0.5357142857142857,-1.2479535452237007,0.20390036878119544,0.5357142857142857
MARUTI,primary_0.58_AND_meta_0.60,0.4537037037037037,108,29,-0.0793584620407104,0.5172413793103449,-1.8850565838923956,0.20466681171717194,0.5172413793103449
LT,primary_only_0.58,0.5072463768115942,276,139,-0.20700527696906545,0.5467625899280576,-1.2843515826289282,0.3323165884531166,0.5467625899280576
LT,meta_label_thr0.55,0.5072463768115942,276,140,-0.19360254269689448,0.5357142857142857,-1.070299011569007,0.3836024227164637,0.5357142857142857
LT,meta_label_thr0.60,0.5072463768115942,276,96,-0.3134669449023013,0.46875,-3.403064006796975,0.31723528769676057,0.46875
LT,meta_label_thr0.65,0.5072463768115942,276,67,-0.16550092415301076,0.47761194029850745,-2.5464428574365217,0.21900143829366103,0.47761194029850745
LT,primary_0.58_AND_meta_0.60,0.5072463768115942,276,80,-0.2239347972741288,0.4875,-2.939347245909638,0.2488806668994055,0.4875
BHARTIARTL,primary_only_0.58,0.49074074074074076,108,79,-0.12893959817683054,0.569620253164557,-1.7524808357615471,0.18200811012475165,0.569620253164557
BHARTIARTL,meta_label_thr0.55,0.49074074074074076,108,16,0.08798503998670237,0.875,6.255402965170094,0.04010528850302021,0.875
BHARTIARTL,meta_label_thr0.60,0.49074074074074076,108,13,0.03881842820799686,0.8461538461538461,3.3527190077182034,0.04010528850302014,0.8461538461538461
BHARTIARTL,meta_label_thr0.65,0.49074074074074076,108,12,0.027404592793944804,0.8333333333333334,2.4774707530863576,0.04010528850302014,0.8333333333333334
BHARTIARTL,primary_0.58_AND_meta_0.60,0.49074074074074076,108,13,0.03881842820799686,0.8461538461538461,3.3527190077182034,0.04010528850302014,0.8461538461538461
ITC,primary_only_0.58,0.5377358490566038,106,52,-0.22453008261623286,0.4423076923076923,-4.075038601778251,0.31988773218476396,0.4423076923076923
ITC,meta_label_thr0.55,0.5377358490566038,106,74,-0.32344796333181636,0.3918918918918919,-4.946729626998927,0.37680183055532157,0.3918918918918919
ITC,meta_label_thr0.60,0.5377358490566038,106,74,-0.32344796333181636,0.3918918918918919,-4.946729626998927,0.37680183055532157,0.3918918918918919
ITC,meta_label_thr0.65,0.5377358490566038,106,74,-0.32344796333181636,0.3918918918918919,-4.946729626998927,0.37680183055532157,0.3918918918918919
ITC,primary_0.58_AND_meta_0.60,0.5377358490566038,106,52,-0.22453008261623286,0.4423076923076923,-4.075038601778251,0.31988773218476396,0.4423076923076923
ASIANPAINT,primary_only_0.58,0.5367647058823529,272,163,0.5865195486647685,0.5153374233128835,0.9818545944659556,0.2631057777853412,0.5153374233128835
ASIANPAINT,meta_label_thr0.55,0.5367647058823529,272,119,-0.30609547966976347,0.47058823529411764,-0.06974689351933808,0.43147348907414196,0.47058823529411764
ASIANPAINT,meta_label_thr0.60,0.5367647058823529,272,90,-0.3091382338401726,0.4666666666666667,-0.08766073922204032,0.43396646377228126,0.4666666666666667
ASIANPAINT,meta_label_thr0.65,0.5367647058823529,272,48,-0.16188478635303016,0.5,-2.5264566350607445,0.28765092209718557,0.5
ASIANPAINT,primary_0.58_AND_meta_0.60,0.5367647058823529,272,64,0.4889110944934687,0.53125,1.4761849812158996,0.2631057777853412,0.53125
TITAN,primary_only_0.58,0.5012987012987012,385,381,-0.5678987972321639,0.4645669291338583,-1.5451744701176802,0.6268820666059964,0.4645669291338583
TITAN,meta_label_thr0.55,0.5012987012987012,385,217,-0.2506390764790356,0.4838709677419355,-1.0734228621344506,0.3383780673428709,0.4838709677419355
TITAN,meta_label_thr0.60,0.5012987012987012,385,59,-0.04667880002749536,0.4915254237288136,-0.6771669251708637,0.13411147228722287,0.4915254237288136
TITAN,meta_label_thr0.65,0.5012987012987012,385,36,-0.05228217179604666,0.5,-1.2146639142522846,0.11366319897711291,0.5
TITAN,primary_0.58_AND_meta_0.60,0.5012987012987012,385,59,-0.04667880002749536,0.4915254237288136,-0.6771669251708637,0.13411147228722287,0.4915254237288136
