symbol,stock_idx,entry_day_idx,exit_day_idx,entry_px,entry_date,entry_score,gross_return,net_return,hold_days_real
TITAN,16,1,17,1.0,2023-11-20,0.4532195894863633,0.06567803432464947,0.06317803432464947,16
AXISBANK,3,47,63,0.9860575404627826,2024-02-12,0.6083889010609269,0.0848216631977401,0.08232166319774009,16
KOTAKBANK,4,48,74,0.9781158858169807,2024-02-13,0.5441322550310065,0.005342986140174366,0.002842986140174366,26
TITAN,16,61,77,1.0721521519968917,2024-03-04,0.47574609256570555,0.004777432911451829,0.0022774329114518287,16
HDFCBANK,1,52,80,0.8428235723393737,2024-02-19,0.4409610378212906,0.07984877741648111,0.07734877741648111,28
TECHM,9,60,81,0.9995758117316876,2024-03-01,0.44609413539767195,0.016932746691544986,0.014432746691544986,21
AXISBANK,3,66,84,1.0272890221312083,2024-03-13,0.6214205825419561,-0.045031677841139706,-0.04753167784113971,18
KOTAKBANK,4,77,92,0.9587252092279569,2024-04-03,0.44465954866657487,-0.09749751571301035,-0.09999751571301035,15
TITAN,16,81,97,1.0768970958857316,2024-04-10,0.41554127781822936,-0.1295055949636209,-0.1320055949636209,16
HCLTECH,7,86,103,0.9877743742404591,2024-04-23,0.6093235707176912,-0.09190094014880779,-0.09440094014880779,17
AXISBANK,3,86,104,1.0064335739414232,2024-04-23,0.678744421940323,0.08436915417084667,0.08186915417084667,18
TITAN,16,97,109,0.9374328967684544,2024-05-10,0.4928913006733343,-0.014575112779299015,-0.017075112779299014,12
KOTAKBANK,4,92,111,0.865251883076795,2024-05-03,0.5551855468400235,0.05474522198293341,0.05224522198293341,19
HDFCBANK,1,96,111,0.8827749675874381,2024-05-09,0.4998989270321782,0.10098039699843331,0.0984803969984333,15
HCLTECH,7,103,115,0.8969969805928606,2024-05-22,0.6238807436773612,0.07321889886969268,0.07071889886969268,12
TCS,5,104,124,0.9981210199728465,2024-05-23,0.6073861306940026,-0.014868286882084636,-0.017368286882084635,20
AXISBANK,3,111,125,1.0647895413751391,2024-06-04,0.422575222942469,0.12468612622114583,0.12218612622114583,14
INFY,6,110,126,0.9851158997371243,2024-06-03,0.5194173939764213,0.14261094360938786,0.14011094360938786,16
ASIANPAINT,15,111,137,0.9151675816662659,2024-06-04,0.46900486618631654,0.03927825522999573,0.03677825522999573,26
MARUTI,11,120,138,1.0584995157450496,2024-06-19,0.49432924021260544,0.030202713796760428,0.02770271379676043,18
TITAN,16,126,141,0.9926966137539869,2024-06-28,0.478544766794505,0.021796583254242163,0.019296583254242165,15
LT,12,125,141,1.0577389207147754,2024-06-27,0.4121860620104492,0.0023280053052128213,-0.0001719946947871787,16
TCS,5,124,148,0.9832806703048513,2024-06-26,0.6959544765876919,0.053787617953798605,0.0512876179537986,24
BHARTIARTL,13,137,155,1.3124794101585122,2024-07-16,0.48761927381735715,0.3683609031140129,0.3658609031140129,18
LT,12,141,156,1.0602013425337296,2024-07-24,0.5090729256055619,-0.014963713055237249,-0.017463713055237248,15
ASIANPAINT,15,140,157,0.9263802927619047,2024-07-23,0.509556317573721,0.1505537717535601,0.1480537717535601,17
TITAN,16,144,165,0.9948836964516857,2024-07-29,0.5078356639365361,0.04373738596005028,0.04123738596005028,21
INFY,6,152,166,1.2163100380236995,2024-08-08,0.6185555260617372,0.11505031579955283,0.11255031579955282,14
TECHM,9,155,170,1.7325291470886321,2024-08-13,0.47065655370144494,0.0938293397845138,0.0913293397845138,15
LT,12,157,175,0.9278487702542342,2024-08-19,0.5441707015349794,0.004203527045620881,0.0017035270456208806,18
ASIANPAINT,15,157,175,1.0658503399153767,2024-08-19,0.4461951560085141,0.05173153616751236,0.04923153616751236,18
TITAN,16,166,186,1.047787282685661,2024-08-30,0.49517823494759433,-0.00411965945540782,-0.006619659455407821,20
NTPC,18,175,189,1.2075315871950711,2024-09-13,0.46856647160388815,-0.12353237181122256,-0.12603237181122257,14
ITC,14,166,190,1.4556184846168843,2024-08-30,0.5792137391032858,-0.08078370528664924,-0.08328370528664925,24
TECHM,9,175,196,1.8855568551026183,2024-09-13,0.43832798024986674,0.08236130733227442,0.07986130733227442,21
INFY,6,179,197,1.5435224317198109,2024-09-19,0.5441044097843243,0.04729774542392362,0.04479774542392362,18
