symbol,stock_idx,entry_day_idx,exit_day_idx,entry_px,entry_date,entry_score,gross_return,net_return,hold_days_real
TITAN,77,21,48,1.0,2023-11-20,0.4532195894863633,0.09364573348978977,0.09114573348978977,27
BERGEPAINT,80,23,64,1.0165152965000184,2023-11-22,0.42071336143357807,-0.03341932092999722,-0.03591932092999722,41
NAUKRI,93,59,81,0.974737511325479,2024-01-19,0.5421160788293479,0.05171239572473629,0.04921239572473629,22
HAVELLS,70,59,83,0.9927847190434836,2024-01-19,0.5585363363640528,0.09925888917391767,0.09675888917391767,24
GODREJPROP,85,60,83,1.1855711480766664,2024-01-25,0.5991173351103534,0.07058080840751435,0.06808080840751435,23
BHEL,67,64,85,1.3569101058439377,2024-02-02,0.4917559720053514,0.19781011977666307,0.19531011977666307,21
DIVISLAB,46,54,90,1.0518801596317497,2024-01-11,0.43874717465029717,-0.07218137918758027,-0.07468137918758028,36
TATAPOWER,58,83,102,1.4815436246508131,2024-03-01,0.473595716075887,0.315330885669477,0.312830885669477,19
SHREECEM,76,82,106,0.9138548573713393,2024-02-29,0.7365946966777772,-0.010693791671838704,-0.013193791671838704,24
TECHM,22,83,109,0.9995758117316876,2024-03-01,0.44609413539767195,-0.03611019543015492,-0.038610195430154925,26
KOTAKBANK,4,85,114,0.9643262324269128,2024-03-05,0.5697600377226566,-0.057925641309814146,-0.06042564130981415,29
LTIM,23,91,119,0.938946129879936,2024-03-15,0.5165312176653721,-0.08865097538793898,-0.09115097538793898,28
SAIL,63,109,129,1.299628377142302,2024-04-23,0.7164708675425852,0.09458127917602566,0.09208127917602565,20
NESTLEIND,37,103,133,0.9725655598869797,2024-04-09,0.5521100410993635,-0.05085447317138658,-0.053354473171386585,30
AXISBANK,3,109,134,1.0064335739414232,2024-04-23,0.678744421940323,0.0579829299664365,0.0554829299664365,25
HCLTECH,21,114,138,0.9080096558882627,2024-04-30,0.7738532288111213,0.06020250507090763,0.05770250507090763,24
MUTHOOTFIN,15,119,141,1.1949286943461932,2024-05-09,0.7771123571063941,0.14361112089211536,0.14111112089211536,22
SAIL,63,129,147,1.4225488915058833,2024-05-27,0.9193839184506257,-0.13609364461368534,-0.13859364461368534,18
DRREDDY,44,133,157,0.9094489622147559,2024-06-03,0.7093235790640248,0.13193370050353237,0.12943370050353237,24
MUTHOOTFIN,15,141,163,1.3665337435274019,2024-06-13,0.6190004857554646,-0.06547310619519042,-0.06797310619519042,22
ADANIENT,86,134,168,1.1220449457860033,2024-06-04,0.6956317257440423,0.0477257166937568,0.0452257166937568,34
SAIL,63,147,169,1.2289490282196895,2024-06-26,0.9316577435739801,0.06109847911627164,0.05859847911627164,22
DIVISLAB,46,139,176,2.0163004107220703,2024-06-11,0.46741209665146005,0.10786843184146777,0.10536843184146777,37
JSWSTEEL,61,157,179,1.3406543333987855,2024-07-11,0.631721685698537,0.0023208139894843605,-0.0001791860105156396,22
MUTHOOTFIN,15,163,193,1.2770625346181212,2024-07-23,0.7501777583808908,0.2003978320866664,0.1978978320866664,30
AMBUJACEM,75,168,194,1.0607785170009414,2024-07-30,0.5667303410543065,-0.07103052616270467,-0.07353052616270467,26
SIEMENS,68,169,196,1.5937389901157157,2024-07-31,0.5245226316719525,-0.07155751775550923,-0.07405751775550923,27
GAIL,57,176,199,1.81518151310491,2024-08-09,0.44142145926768156,-0.03225022942598754,-0.034750229425987544,23
BERGEPAINT,80,179,209,1.0747996843118264,2024-08-14,0.4182017097284366,-0.12803058527347855,-0.13053058527347855,30
