symbol,entry_date,exit_date,hold_days,gross_return,net_return,weight
TITAN,2023-11-20,2023-12-04,14,0.042604996769566084,0.04010499676956608,0.2
AXISBANK,2024-02-12,2024-02-26,14,0.05358253136166535,0.05108253136166535,0.2
KOTAKBANK,2024-02-13,2024-02-29,16,-0.03564623505918885,-0.03814623505918885,0.2
TECHM,2024-03-01,2024-03-19,18,-0.016224523734330032,-0.01872452373433003,0.2
HDFCBANK,2024-02-19,2024-03-20,30,0.011598332755051732,0.009098332755051732,0.2
TITAN,2024-03-04,2024-03-20,16,-0.028241532453777474,-0.030741532453777472,0.2
KOTAKBANK,2024-02-29,2024-03-27,27,0.04250434092708599,0.04000434092708599,0.2
TITAN,2024-03-20,2024-04-03,14,0.03397857231808343,0.03147857231808343,0.2
AXISBANK,2024-03-13,2024-04-05,23,-0.017192830977546536,-0.019692830977546535,0.2
TECHM,2024-04-03,2024-04-16,13,-0.04728512964645126,-0.049785129646451265,0.2
KOTAKBANK,2024-04-03,2024-04-23,20,0.04730943401525489,0.04480943401525489,0.2
TITAN,2024-04-10,2024-04-26,16,-0.05557919119355481,-0.05807919119355481,0.2
HCLTECH,2024-04-23,2024-04-30,7,-0.08075196161424092,-0.08325196161424092,0.2
KOTAKBANK,2024-04-25,2024-05-09,14,0.010529196527117035,0.008029196527117035,0.2
AXISBANK,2024-04-23,2024-05-10,17,0.042353047009615175,0.03985304700961517,0.2
TITAN,2024-04-26,2024-05-10,14,-0.07827697471373363,-0.08077697471373363,0.2
TITAN,2024-05-10,2024-05-17,7,0.021672727837557026,0.019172727837557028,0.2
HCLTECH,2024-04-30,2024-05-22,22,-0.012128368045413396,-0.014628368045413396,0.2
HDFCBANK,2024-05-09,2024-05-23,14,0.04523806243908113,0.042738062439081126,0.2
TECHM,2024-05-15,2024-05-27,12,0.04331115286897713,0.04081115286897713,0.2
KOTAKBANK,2024-05-10,2024-05-31,21,0.028074658998815227,0.02557465899881523,0.2
HCLTECH,2024-05-22,2024-06-03,12,-0.00567921694987783,-0.00817921694987783,0.2
INFY,2024-05-29,2024-06-06,8,0.034981579729738144,0.03248157972973814,0.2
ITC,2024-05-29,2024-06-06,8,0.19787095741450123,0.19537095741450122,0.2
TCS,2024-05-23,2024-06-07,15,0.0015936698707990082,-0.0009063301292009918,0.2
HCLTECH,2024-06-04,2024-06-11,7,0.09608373376248913,0.09358373376248913,0.2
ASIANPAINT,2024-06-04,2024-06-27,23,0.012685501548260536,0.010185501548260536,0.2
MARUTI,2024-06-19,2024-07-02,13,-0.02131632705068609,-0.02381632705068609,0.2
TCS,2024-06-24,2024-07-02,8,0.032964930236895285,0.030464930236895286,0.2
TITAN,2024-06-27,2024-07-04,7,-0.013192962082710702,-0.0156929620827107,0.2
LT,2024-06-27,2024-07-11,14,0.026158888474371533,0.023658888474371535,0.2
ASIANPAINT,2024-06-27,2024-07-16,19,0.026259637015715542,0.023759637015715544,0.2
TITAN,2024-07-10,2024-07-25,15,0.056062032055512745,0.05356203205551274,0.2
BHARTIARTL,2024-07-16,2024-07-30,14,0.009859614783105819,0.0073596147831058185,0.2
ASIANPAINT,2024-07-16,2024-07-30,14,0.010287609433524691,0.007787609433524691,0.2
LT,2024-07-24,2024-08-01,8,0.07383256838595686,0.07133256838595686,0.2
ASIANPAINT,2024-07-30,2024-08-12,13,0.10089342738171236,0.09839342738171236,0.2
TITAN,2024-07-29,2024-08-13,15,0.0065674512317248634,0.004067451231724863,0.2
BHARTIARTL,2024-07-30,2024-08-13,14,0.35500111409832424,0.35250111409832424,0.2
INFY,2024-08-08,2024-08-22,14,0.07865072757537539,0.07615072757537539,0.2
TECHM,2024-08-13,2024-08-23,10,0.07905855594323419,0.07655855594323419,0.2
TITAN,2024-08-13,2024-08-29,16,0.036927415726428325,0.03442741572642832,0.2
ASIANPAINT,2024-08-19,2024-08-30,11,0.000822289577647739,-0.001677710422352261,0.2
LT,2024-08-19,2024-09-04,16,0.01470978295850145,0.012209782958501449,0.2
ASIANPAINT,2024-08-30,2024-09-13,14,0.05086741884150925,0.048367418841509247,0.2
TITAN,2024-08-30,2024-09-16,17,0.07228992980044868,0.06978992980044868,0.2
LT,2024-09-05,2024-09-16,11,0.010512837389082152,0.008012837389082152,0.2
TCS,2024-09-05,2024-09-18,13,-0.03888097286739556,-0.04138097286739556,0.2
ITC,2024-08-30,2024-09-20,21,-0.05260766084361146,-0.05510766084361146,0.2
NTPC,2024-09-13,2024-09-26,13,0.06651713726147235,0.06401713726147235,0.2
INFY,2024-09-19,2024-10-04,15,0.01264381769704892,0.01014381769704892,0.2
TITAN,2024-09-25,2024-10-07,12,-0.11526256395654955,-0.11776256395654955,0.2
NTPC,2024-09-26,2024-10-07,11,-0.17819639500654505,-0.18069639500654505,0.2
TECHM,2024-09-19,2024-10-08,19,0.029277664937462866,0.026777664937462867,0.2
ITC,2024-09-20,2024-10-08,18,-0.029740629387110418,-0.03224062938711042,0.2
TITAN,2024-10-07,2024-10-16,9,-0.03294561942088481,-0.03544561942088481,0.2
LT,2024-10-07,2024-10-16,9,0.03175600216312091,0.029256002163120912,0.2
NTPC,2024-10-07,2024-10-21,14,0.014432115332396522,0.011932115332396522,0.2
ASIANPAINT,2024-10-10,2024-10-21,11,-0.012319798223855538,-0.014819798223855539,0.2
LT,2024-10-16,2024-10-28,12,-0.05429424416264861,-0.05679424416264861,0.2
TECHM,2024-10-11,2024-10-29,18,0.054324286032096714,0.05182428603209671,0.2
INFY,2024-10-16,2024-10-29,13,-0.031174194884379225,-0.03367419488437923,0.2
TCS,2024-10-21,2024-11-01,11,-0.023444507169982254,-0.025944507169982253,0.2
ASIANPAINT,2024-10-22,2024-11-01,10,-0.0222824638854886,-0.0247824638854886,0.2
TITAN,2024-10-30,2024-11-07,8,-0.056703287626274634,-0.05920328762627464,0.2
INFY,2024-10-30,2024-11-11,12,0.044006007240597,0.041506007240597,0.2
NTPC,2024-11-04,2024-11-11,7,-0.02095030994528857,-0.02345030994528857,0.2
LT,2024-10-30,2024-11-13,14,0.07304516899140645,0.07054516899140645,0.2
ASIANPAINT,2024-11-07,2024-11-26,19,-0.128889202700616,-0.131389202700616,0.2
HCLTECH,2024-11-04,2024-11-27,23,0.10843730157556397,0.10593730157556397,0.2
INFY,2024-11-11,2024-12-02,21,0.03263312918367789,0.03013312918367789,0.2
NTPC,2024-11-11,2024-12-03,22,-0.026511509819261092,-0.02901150981926109,0.2
KOTAKBANK,2024-11-13,2024-12-04,21,0.06108052241439066,0.05858052241439066,0.2
ASIANPAINT,2024-11-26,2024-12-06,10,-0.03005988274071436,-0.03255988274071436,0.2
HCLTECH,2024-11-27,2024-12-12,15,0.023875490419262624,0.021375490419262625,0.2
INFY,2024-12-02,2024-12-12,10,0.043320161322815576,0.040820161322815574,0.2
NTPC,2024-12-03,2024-12-13,10,-0.028031023495272422,-0.03053102349527242,0.2
TITAN,2024-12-04,2024-12-16,12,0.021920327314673527,0.019420327314673528,0.2
ASIANPAINT,2024-12-06,2024-12-17,11,-0.03033302338430699,-0.03283302338430699,0.2
NTPC,2024-12-13,2024-12-27,14,-0.051476516998754884,-0.053976516998754887,0.2
ITC,2024-12-12,2024-12-30,18,0.03560575554227685,0.03310575554227685,0.2
BHARTIARTL,2024-12-12,2024-12-31,19,-0.0027123568235418727,-0.005212356823541873,0.2
ASIANPAINT,2024-12-17,2025-01-03,17,-0.007358607465594913,-0.009858607465594913,0.2
SUNPHARMA,2024-12-16,2025-01-07,22,0.0032102884124538544,0.0007102884124538544,0.2
TCS,2024-12-30,2025-01-08,9,-0.012118940506552267,-0.014618940506552268,0.2
NTPC,2024-12-27,2025-01-09,13,-0.028656702016067515,-0.031156702016067513,0.2
INFY,2025-01-01,2025-01-16,15,0.03287753744172406,0.03037753744172406,0.2
ASIANPAINT,2025-01-07,2025-01-16,9,-0.029143644452716333,-0.031643644452716335,0.2
HDFCBANK,2025-01-03,2025-01-17,14,-0.048299152117992517,-0.05079915211799252,0.2
TCS,2025-01-08,2025-01-28,20,0.0008724176369243608,-0.0016275823630756392,0.2
NTPC,2025-01-09,2025-01-28,19,-0.004567572619066929,-0.007067572619066929,0.2
HDFCBANK,2025-01-17,2025-01-29,12,0.020559080607678526,0.018059080607678527,0.2
BHARTIARTL,2025-01-20,2025-01-30,10,-0.005592654107762218,-0.008092654107762219,0.2
INFY,2025-01-16,2025-01-31,15,-0.014015211468230482,-0.01651521146823048,0.2
TATASTEEL,2025-01-28,2025-02-04,7,0.037319241071967824,0.03481924107196782,0.2
HDFCBANK,2025-01-29,2025-02-04,6,0.02599425293841917,0.023494252938419172,0.2
TATASTEEL,2025-02-04,2025-02-11,7,-0.024808857670526097,-0.027308857670526095,0.2
TCS,2025-01-28,2025-02-12,15,-0.0223127878760101,-0.024812787876010097,0.2
WIPRO,2025-01-30,2025-02-12,13,0.027268024330336482,0.024768024330336483,0.2
NTPC,2025-02-05,2025-02-17,12,-0.03432197652098967,-0.036821976520989674,0.2
TATASTEEL,2025-02-11,2025-02-28,17,0.03784825232187261,0.03534825232187261,0.2
BHARTIARTL,2025-02-14,2025-03-04,18,-0.08252528521179325,-0.08502528521179326,0.2
NTPC,2025-02-17,2025-03-04,15,0.037704736311014564,0.03520473631101456,0.2
AXISBANK,2025-01-31,2025-03-10,38,0.03576621540320635,0.033266215403206345,0.2
ASIANPAINT,2025-03-03,2025-03-18,15,0.040962423053905406,0.038462423053905404,0.2
SUNPHARMA,2025-03-10,2025-03-20,10,0.08609999164701021,0.08359999164701021,0.2
TCS,2025-02-21,2025-03-24,31,-0.07665459935588859,-0.07915459935588859,0.2
BHARTIARTL,2025-03-13,2025-03-28,15,0.23374917725878186,0.23124917725878186,0.2
ASIANPAINT,2025-03-18,2025-04-02,15,0.03924204333737946,0.03674204333737946,0.2
NTPC,2025-03-20,2025-04-02,13,-0.01463585475763074,-0.01713585475763074,0.2
TCS,2025-03-24,2025-04-02,9,-0.023422697317479035,-0.025922697317479034,0.2
ITC,2025-03-06,2025-04-08,33,-0.003574165466807666,-0.006074165466807667,0.2
SUNPHARMA,2025-03-28,2025-04-08,11,-0.026719254825484984,-0.029219254825484983,0.2
HCLTECH,2025-04-02,2025-04-09,7,-0.09659259859693359,-0.09909259859693359,0.2
TCS,2025-04-02,2025-04-16,14,-0.0690760211339162,-0.0715760211339162,0.2
NTPC,2025-04-16,2025-04-30,14,-0.013220159160439726,-0.015720159160439725,0.2
HCLTECH,2025-04-16,2025-05-07,21,0.10959999146436639,0.10709999146436638,0.2
NTPC,2025-04-30,2025-05-13,13,-0.021701267492509113,-0.024201267492509112,0.2
ITC,2025-04-16,2025-05-14,28,0.0014418642215767719,-0.0010581357784232282,0.2
INFY,2025-04-22,2025-05-14,22,0.10247387186174084,0.09997387186174084,0.2
BHARTIARTL,2025-04-29,2025-05-19,20,0.011742968273459775,0.009242968273459775,0.2
ASIANPAINT,2025-05-14,2025-05-21,7,0.013188434850285757,0.010688434850285757,0.2
SBIN,2025-05-08,2025-05-23,15,0.04859938887339621,0.04609938887339621,0.2
ITC,2025-05-14,2025-05-26,12,0.008030075636799472,0.005530075636799471,0.2
MARUTI,2025-05-14,2025-06-02,19,-0.036529366923312434,-0.039029366923312436,0.2
HCLTECH,2025-05-20,2025-06-10,21,0.014933388385473867,0.012433388385473866,0.2
ASIANPAINT,2025-05-21,2025-06-11,21,-0.0242248563157641,-0.026724856315764097,0.2
ITC,2025-05-26,2025-06-11,16,-0.025000738677655954,-0.027500738677655952,0.2
AXISBANK,2025-06-02,2025-06-13,11,0.021349669655906345,0.018849669655906346,0.2
WIPRO,2025-06-02,2025-06-13,11,0.050589443439223114,0.04808944343922311,0.2
ASIANPAINT,2025-06-11,2025-06-19,8,0.026801844362766447,0.02430184436276645,0.2
BHARTIARTL,2025-06-11,2025-06-24,13,0.03945814105219214,0.03695814105219214,0.2
HDFCBANK,2025-06-13,2025-06-27,14,0.05433881526164841,0.05183881526164841,0.2
HCLTECH,2025-06-10,2025-06-30,20,0.06838642696941721,0.06588642696941721,0.2
SUNPHARMA,2025-06-19,2025-07-10,21,0.0019102793139447183,-0.0005897206860552818,0.2
WIPRO,2025-06-24,2025-07-10,16,0.00580798702212193,0.00330798702212193,0.2
TCS,2025-06-27,2025-07-10,13,-0.017174887468251576,-0.019674887468251575,0.2
HCLTECH,2025-06-30,2025-07-10,10,-0.037544903628721094,-0.040044903628721096,0.2
TCS,2025-07-10,2025-07-18,8,-0.053599760336504376,-0.05609976033650438,0.2
INFY,2025-07-10,2025-07-21,11,-0.019494974784175723,-0.02199497478417572,0.2
TECHM,2025-07-11,2025-07-24,13,-0.06483617825016597,-0.06733617825016597,0.2
HCLTECH,2025-07-18,2025-07-25,7,-0.03790035228376043,-0.04040035228376043,0.2
MARUTI,2025-06-16,2025-07-28,42,-0.031589852773935445,-0.03408985277393545,0.2
SUNPHARMA,2025-07-10,2025-07-28,18,-0.0025149306404504967,-0.005014930640450497,0.2
SBIN,2025-07-21,2025-07-30,9,0.12566124677241675,0.12316124677241674,0.2
INFY,2025-07-24,2025-08-05,12,-0.05938808669778628,-0.06188808669778628,0.2
WIPRO,2025-07-28,2025-08-07,10,-0.019646322594258137,-0.022146322594258135,0.2
ITC,2025-07-30,2025-08-13,14,-0.04322264291145028,-0.045722642911450284,0.2
TCS,2025-07-25,2025-08-19,25,-0.01174044134381469,-0.01424044134381469,0.2
HCLTECH,2025-07-28,2025-08-19,22,0.04623119819182331,0.043731198191823306,0.2
SUNPHARMA,2025-08-07,2025-08-20,13,0.021709224391091686,0.019209224391091687,0.2
INFY,2025-08-13,2025-08-26,13,0.0721995882887696,0.0696995882887696,0.2
BHARTIARTL,2025-08-12,2025-09-04,23,0.03583157273552451,0.033331572735524506,0.2
AXISBANK,2025-08-25,2025-09-09,15,0.16174702384998785,0.15924702384998785,0.2
TECHM,2025-08-26,2025-09-09,14,0.0007272955695936112,-0.0017727044304063889,0.2
ITC,2025-08-21,2025-09-16,26,-0.009808636841206697,-0.012308636841206698,0.2
INFY,2025-09-05,2025-09-16,11,0.1988184467943872,0.1963184467943872,0.2
TCS,2025-09-09,2025-09-19,10,0.0974677593817539,0.09496775938175389,0.2
BHARTIARTL,2025-09-05,2025-09-29,24,-0.0034007170016910893,-0.00590071700169109,0.2
SUNPHARMA,2025-09-15,2025-09-30,15,0.0008523406290064095,-0.0016476593709935906,0.2
