symbol,entry_date,exit_date,hold_days,gross_return,net_return,weight
LT,2024-07-09,2024-07-23,14,-0.02236009847349829,-0.02486009847349829,0.125
TITAN,2024-07-10,2024-07-25,15,0.056062032055512745,0.05356203205551274,0.125
BHARTIARTL,2024-07-09,2024-07-26,17,0.06804475349173922,0.06554475349173922,0.125
WIPRO,2024-07-11,2024-07-29,18,-0.0069706737050668766,-0.009470673705066877,0.125
ASIANPAINT,2024-07-16,2024-07-30,14,0.010287609433524691,0.007787609433524691,0.125
LT,2024-07-23,2024-07-31,8,0.07827756142835218,0.07577756142835218,0.125
BHARTIARTL,2024-07-29,2024-08-06,8,0.3391556539390115,0.3366556539390115,0.125
ITC,2024-07-16,2024-08-07,22,0.06190970621729641,0.05940970621729641,0.125
ASIANPAINT,2024-07-30,2024-08-12,13,0.10089342738171236,0.09839342738171236,0.125
LT,2024-07-31,2024-08-12,12,-0.08441825021569282,-0.08691825021569283,0.125
TITAN,2024-07-29,2024-08-13,15,0.0065674512317248634,0.004067451231724863,0.125
TECHM,2024-08-08,2024-08-21,13,0.4929328449474901,0.4904328449474901,0.125
INFY,2024-08-08,2024-08-22,14,0.07865072757537539,0.07615072757537539,0.125
BHARTIARTL,2024-08-13,2024-08-22,9,0.018257191920478366,0.015757191920478367,0.125
TITAN,2024-08-13,2024-08-29,16,0.036927415726428325,0.03442741572642832,0.125
ASIANPAINT,2024-08-19,2024-08-30,11,0.000822289577647739,-0.001677710422352261,0.125
HCLTECH,2024-08-22,2024-08-30,8,0.0459984329446117,0.0434984329446117,0.125
BHARTIARTL,2024-08-22,2024-09-02,11,0.0625752820003922,0.060075282000392194,0.125
LT,2024-08-19,2024-09-04,16,0.01470978295850145,0.012209782958501449,0.125
AXISBANK,2024-08-09,2024-09-05,27,0.03086678531136222,0.028366785311362223,0.125
ASIANPAINT,2024-08-30,2024-09-13,14,0.05086741884150925,0.048367418841509247,0.125
LT,2024-09-04,2024-09-13,9,-0.010353951533066286,-0.012853951533066286,0.125
ITC,2024-08-27,2024-09-16,20,0.03075567478064989,0.02825567478064989,0.125
TITAN,2024-08-30,2024-09-16,17,0.07228992980044868,0.06978992980044868,0.125
SBIN,2024-08-27,2024-09-17,21,-0.012983584334432141,-0.015483584334432142,0.125
RELIANCE,2024-09-02,2024-09-17,15,-0.02227952765738528,-0.024779527657385277,0.125
TCS,2024-09-05,2024-09-18,13,-0.03888097286739556,-0.04138097286739556,0.125
ICICIBANK,2024-09-06,2024-09-20,14,0.0873572474716302,0.0848572474716302,0.125
NTPC,2024-09-13,2024-09-26,13,0.06651713726147235,0.06401713726147235,0.125
TITAN,2024-09-16,2024-09-30,14,-0.0712583296106084,-0.07375832961060841,0.125
ITC,2024-09-16,2024-10-01,15,-0.0935908023913068,-0.0960908023913068,0.125
LT,2024-09-18,2024-10-01,13,-0.04906245229497075,-0.05156245229497075,0.125
HCLTECH,2024-09-18,2024-10-01,13,0.027105596521351805,0.024605596521351806,0.125
INFY,2024-09-19,2024-10-04,15,0.01264381769704892,0.01014381769704892,0.125
TECHM,2024-09-13,2024-10-07,24,0.019833345468504016,0.017333345468504017,0.125
NTPC,2024-09-26,2024-10-07,11,-0.17819639500654505,-0.18069639500654505,0.125
WIPRO,2024-09-24,2024-10-11,17,0.1220654851625611,0.1195654851625611,0.125
TITAN,2024-10-01,2024-10-11,10,-0.0798607123204852,-0.0823607123204852,0.125
TCS,2024-10-01,2024-10-14,13,-0.035273828793508044,-0.037773828793508046,0.125
BHARTIARTL,2024-09-30,2024-10-15,15,-0.04624393804731031,-0.04874393804731031,0.125
ITC,2024-10-01,2024-10-15,14,-0.04678056919389828,-0.04928056919389828,0.125
LT,2024-10-07,2024-10-16,9,0.03175600216312091,0.029256002163120912,0.125
KOTAKBANK,2024-10-07,2024-10-16,9,0.04809382928048178,0.04559382928048178,0.125
NTPC,2024-10-07,2024-10-21,14,0.014432115332396522,0.011932115332396522,0.125
TITAN,2024-10-11,2024-10-21,10,-0.03199110938325622,-0.034491109383256224,0.125
ICICIBANK,2024-10-14,2024-10-25,11,0.03931523665847014,0.03681523665847014,0.125
LT,2024-10-16,2024-10-28,12,-0.05429424416264861,-0.05679424416264861,0.125
MARUTI,2024-10-16,2024-10-28,12,-0.07272753504869611,-0.07522753504869611,0.125
TECHM,2024-10-11,2024-10-29,18,0.054324286032096714,0.05182428603209671,0.125
INFY,2024-10-16,2024-10-29,13,-0.031174194884379225,-0.03367419488437923,0.125
TCS,2024-10-17,2024-10-30,13,0.007050676103569797,0.004550676103569797,0.125
NTPC,2024-10-21,2024-11-04,14,-0.03559296300980164,-0.03809296300980164,0.125
RELIANCE,2024-10-21,2024-11-05,15,-0.04492551476953077,-0.047425514769530774,0.125
TITAN,2024-10-30,2024-11-07,8,-0.056703287626274634,-0.05920328762627464,0.125
INFY,2024-10-30,2024-11-11,12,0.044006007240597,0.041506007240597,0.125
NTPC,2024-11-04,2024-11-11,7,-0.02095030994528857,-0.02345030994528857,0.125
LT,2024-10-30,2024-11-13,14,0.07304516899140645,0.07054516899140645,0.125
RELIANCE,2024-11-05,2024-11-13,8,-0.04079524671232837,-0.04329524671232837,0.125
TCS,2024-10-30,2024-11-14,15,0.014995107573556599,0.012495107573556598,0.125
TECHM,2024-11-07,2024-11-14,7,-0.09741978178653232,-0.09991978178653232,0.125
ICICIBANK,2024-10-30,2024-11-22,23,-0.007483998935173264,-0.009983998935173264,0.125
HCLTECH,2024-10-31,2024-11-25,25,0.10191890444822449,0.09941890444822449,0.125
LT,2024-11-14,2024-11-28,14,0.0396455360774155,0.0371455360774155,0.125
INFY,2024-11-11,2024-12-02,21,0.03263312918367789,0.03013312918367789,0.125
NTPC,2024-11-11,2024-12-03,22,-0.026511509819261092,-0.02901150981926109,0.125
ASIANPAINT,2024-11-13,2024-12-03,20,-0.011842524314901515,-0.014342524314901515,0.125
TCS,2024-11-14,2024-12-03,19,0.016765026358413815,0.014265026358413814,0.125
RELIANCE,2024-11-22,2024-12-03,11,0.06143604905123512,0.05893604905123512,0.125
KOTAKBANK,2024-11-13,2024-12-04,21,0.06108052241439066,0.05858052241439066,0.125
HCLTECH,2024-11-25,2024-12-09,14,0.014159113924486544,0.011659113924486543,0.125
INFY,2024-12-02,2024-12-12,10,0.043320161322815576,0.040820161322815574,0.125
ASIANPAINT,2024-12-03,2024-12-12,9,-0.03233572955709596,-0.03483572955709596,0.125
NTPC,2024-12-03,2024-12-13,10,-0.028031023495272422,-0.03053102349527242,0.125
TITAN,2024-12-03,2024-12-13,10,0.052839294091799216,0.050339294091799214,0.125
BHARTIARTL,2024-12-04,2024-12-13,9,0.04546090550225812,0.04296090550225812,0.125
LT,2024-12-05,2024-12-16,11,0.012083853034024816,0.009583853034024816,0.125
RELIANCE,2024-12-09,2024-12-17,8,-0.03848977773041873,-0.04098977773041873,0.125
TATASTEEL,2024-12-16,2024-12-23,7,-0.04113931573476648,-0.04363931573476648,0.125
NTPC,2024-12-13,2024-12-27,14,-0.051476516998754884,-0.053976516998754887,0.125
TITAN,2024-12-16,2024-12-27,11,-0.03751958960193369,-0.04001958960193369,0.125
ASIANPAINT,2024-12-12,2024-12-31,19,-0.044171604526195174,-0.046671604526195176,0.125
SUNPHARMA,2024-11-28,2025-01-01,34,0.06682195787130096,0.06432195787130096,0.125
AXISBANK,2024-12-16,2025-01-01,16,-0.0638196617835679,-0.06631966178356791,0.125
HCLTECH,2024-12-17,2025-01-06,20,-0.19762815489273333,-0.20012815489273333,0.125
BHARTIARTL,2024-12-13,2025-01-07,25,-0.04015226158740348,-0.042652261587403484,0.125
TCS,2024-12-23,2025-01-07,15,-0.03126270802184994,-0.03376270802184994,0.125
ASIANPAINT,2024-12-31,2025-01-08,8,0.02323183252588401,0.020731832525884012,0.125
NTPC,2024-12-27,2025-01-09,13,-0.028656702016067515,-0.031156702016067513,0.125
INFY,2024-12-27,2025-01-14,18,0.020523303518097613,0.018023303518097614,0.125
SUNPHARMA,2025-01-01,2025-01-14,13,-0.06301755701964507,-0.06551755701964507,0.125
RELIANCE,2025-01-06,2025-01-16,10,0.028078727620109323,0.025578727620109324,0.125
TITAN,2025-01-01,2025-01-20,19,0.03961459027658454,0.037114590276584536,0.125
HDFCBANK,2025-01-07,2025-01-20,13,-0.0198069007151912,-0.0223069007151912,0.125
ASIANPAINT,2025-01-08,2025-01-20,12,-0.02696946565499625,-0.02946946565499625,0.125
TCS,2025-01-07,2025-01-24,17,0.04267045571370254,0.040170455713702535,0.125
NTPC,2025-01-09,2025-01-28,19,-0.004567572619066929,-0.007067572619066929,0.125
SBIN,2025-01-17,2025-01-28,11,-0.01531209477774087,-0.01781209477774087,0.125
HDFCBANK,2025-01-20,2025-01-30,10,0.02016155142435161,0.01766155142435161,0.125
BHARTIARTL,2025-01-20,2025-01-30,10,-0.005592654107762218,-0.008092654107762219,0.125
INFY,2025-01-16,2025-01-31,15,-0.014015211468230482,-0.01651521146823048,0.125
TATASTEEL,2025-01-24,2025-02-01,8,0.02489585381217263,0.02239585381217263,0.125
RELIANCE,2025-01-22,2025-02-06,15,0.014949408322417979,0.012449408322417978,0.125
HDFCBANK,2025-01-30,2025-02-07,8,0.030948806554137898,0.0284488065541379,0.125
WIPRO,2025-01-28,2025-02-10,13,0.07536866929296737,0.07286866929296737,0.125
NTPC,2025-01-31,2025-02-10,10,-0.02175921588940055,-0.02425921588940055,0.125
TATASTEEL,2025-02-03,2025-02-10,7,0.016840987803706797,0.014340987803706797,0.125
INFY,2025-01-31,2025-02-11,11,-0.019959149526638686,-0.022459149526638685,0.125
TCS,2025-01-28,2025-02-12,15,-0.0223127878760101,-0.024812787876010097,0.125
AXISBANK,2025-01-16,2025-02-20,35,-0.018254206134383222,-0.02075420613438322,0.125
WIPRO,2025-02-10,2025-02-20,10,-0.01802226612454505,-0.02052226612454505,0.125
RELIANCE,2025-02-07,2025-02-21,14,-0.030433377998042577,-0.03293337799804258,0.125
TECHM,2025-02-11,2025-02-21,10,-0.011742839579165998,-0.014242839579165998,0.125
BHARTIARTL,2025-02-06,2025-02-24,18,-0.011390621038827042,-0.013890621038827043,0.125
TATASTEEL,2025-02-10,2025-02-24,14,0.010723210738837752,0.008223210738837751,0.125
NTPC,2025-02-13,2025-02-24,11,0.04369089347258348,0.04119089347258348,0.125
ASIANPAINT,2025-02-14,2025-02-28,14,-0.023103178225701404,-0.025603178225701403,0.125
SUNPHARMA,2025-02-20,2025-03-05,13,-0.05202786191269815,-0.05452786191269815,0.125
BHARTIARTL,2025-03-03,2025-03-12,9,0.029483556255109677,0.02698355625510968,0.125
ICICIBANK,2025-02-21,2025-03-13,20,0.013869217442941117,0.011369217442941117,0.125
TATASTEEL,2025-03-03,2025-03-18,15,0.09554730032066194,0.09304730032066194,0.125
SBIN,2025-03-03,2025-03-18,15,0.016350949094621203,0.013850949094621203,0.125
SUNPHARMA,2025-03-10,2025-03-20,10,0.08609999164701021,0.08359999164701021,0.125
HCLTECH,2025-03-06,2025-03-21,15,-0.006309251320696152,-0.008809251320696153,0.125
TCS,2025-02-21,2025-03-24,31,-0.07665459935588859,-0.07915459935588859,0.125
WIPRO,2025-03-13,2025-03-26,13,-0.014824040516079884,-0.017324040516079883,0.125
TATASTEEL,2025-03-18,2025-03-27,9,0.023779683204282254,0.021279683204282255,0.125
BHARTIARTL,2025-03-13,2025-03-28,15,0.23374917725878186,0.23124917725878186,0.125
ASIANPAINT,2025-03-18,2025-04-02,15,0.03924204333737946,0.03674204333737946,0.125
NTPC,2025-03-20,2025-04-02,13,-0.01463585475763074,-0.01713585475763074,0.125
TCS,2025-03-24,2025-04-02,9,-0.023422697317479035,-0.025922697317479034,0.125
ITC,2025-03-03,2025-04-04,32,0.02791141916897777,0.02541141916897777,0.125
SUNPHARMA,2025-03-24,2025-04-04,11,-0.0422736813781206,-0.0447736813781206,0.125
HCLTECH,2025-03-28,2025-04-08,11,-0.11877546749026646,-0.12127546749026646,0.125
BHARTIARTL,2025-03-28,2025-04-16,19,0.051459468195752534,0.04895946819575253,0.125
TCS,2025-04-02,2025-04-16,14,-0.0690760211339162,-0.0715760211339162,0.125
INFY,2025-04-03,2025-04-16,13,-0.05572997751144804,-0.05822997751144804,0.125
NTPC,2025-04-02,2025-04-24,22,0.07033034438494878,0.06783034438494878,0.125
MARUTI,2025-04-17,2025-05-05,18,0.04805472907672059,0.04555472907672059,0.125
TCS,2025-04-17,2025-05-06,19,0.04883438158763731,0.04633438158763731,0.125
HCLTECH,2025-04-16,2025-05-07,21,0.10959999146436639,0.10709999146436638,0.125
NTPC,2025-04-24,2025-05-07,13,-0.0582324392142739,-0.0607324392142739,0.125
INFY,2025-04-16,2025-05-09,23,0.06687422593304482,0.06437422593304482,0.125
BHARTIARTL,2025-04-16,2025-05-09,23,0.031544119565380724,0.029044119565380725,0.125
SUNPHARMA,2025-05-05,2025-05-12,7,-0.08189040556928517,-0.08439040556928518,0.125
ITC,2025-04-16,2025-05-14,28,0.0014418642215767719,-0.0010581357784232282,0.125
HCLTECH,2025-05-07,2025-05-15,8,0.04759158877182634,0.04509158877182634,0.125
NTPC,2025-05-07,2025-05-20,13,-0.0021367925753333905,-0.004636792575333391,0.125
TCS,2025-05-06,2025-05-21,15,-0.001442940899581746,-0.003942940899581747,0.125
ASIANPAINT,2025-05-14,2025-05-21,7,0.013188434850285757,0.010688434850285757,0.125
INFY,2025-05-09,2025-05-22,13,0.02491966048181471,0.02241966048181471,0.125
ICICIBANK,2025-04-16,2025-05-23,37,0.1370207109978845,0.13452071099788449,0.125
SUNPHARMA,2025-05-14,2025-05-23,9,-0.014401149286270232,-0.01690114928627023,0.125
MARUTI,2025-05-09,2025-05-28,19,-0.015007412960315825,-0.017507412960315823,0.125
ITC,2025-05-15,2025-06-02,18,-0.03607429440592147,-0.03857429440592147,0.125
HCLTECH,2025-05-20,2025-06-10,21,0.014933388385473867,0.012433388385473866,0.125
TECHM,2025-05-30,2025-06-10,11,0.023508498638955322,0.021008498638955323,0.125
ASIANPAINT,2025-05-21,2025-06-11,21,-0.0242248563157641,-0.026724856315764097,0.125
SBIN,2025-05-23,2025-06-11,19,0.035958234684992485,0.03345823468499248,0.125
MARUTI,2025-05-28,2025-06-11,14,0.0051346025142400276,0.0026346025142400275,0.125
TECHM,2025-06-10,2025-06-18,8,0.04669043068189982,0.04419043068189982,0.125
ASIANPAINT,2025-06-11,2025-06-19,8,0.026801844362766447,0.02430184436276645,0.125
AXISBANK,2025-06-03,2025-06-23,20,0.04046447986924995,0.037964479869249945,0.125
BHARTIARTL,2025-06-11,2025-06-24,13,0.03945814105219214,0.03695814105219214,0.125
HDFCBANK,2025-06-12,2025-06-25,13,0.018935882894888012,0.016435882894888013,0.125
HCLTECH,2025-06-10,2025-06-30,20,0.06838642696941721,0.06588642696941721,0.125
ITC,2025-06-02,2025-07-01,29,-0.000976665619793038,-0.003476665619793038,0.125
SBIN,2025-06-19,2025-07-03,14,0.018537145610201033,0.016037145610201035,0.125
SUNPHARMA,2025-05-28,2025-07-04,37,0.011867123996491813,0.009367123996491812,0.125
ASIANPAINT,2025-06-25,2025-07-04,9,0.06118693879546955,0.058686938795469545,0.125
ICICIBANK,2025-06-19,2025-07-08,19,-0.006167901510402807,-0.008667901510402807,0.125
WIPRO,2025-06-23,2025-07-09,16,0.022922355506403536,0.020422355506403537,0.125
HCLTECH,2025-06-30,2025-07-10,10,-0.037544903628721094,-0.040044903628721096,0.125
TECHM,2025-07-03,2025-07-15,12,-0.03830923897858951,-0.04080923897858951,0.125
INFY,2025-07-09,2025-07-16,7,-0.01579231219687971,-0.01829231219687971,0.125
HDFCBANK,2025-06-25,2025-07-17,22,0.05009164563635582,0.04759164563635582,0.125
TCS,2025-07-08,2025-07-17,9,-0.05463829061625536,-0.05713829061625536,0.125
ITC,2025-07-01,2025-07-18,17,0.0185506902008874,0.0160506902008874,0.125
HCLTECH,2025-07-10,2025-07-18,8,-0.06177043499021184,-0.06427043499021184,0.125
SUNPHARMA,2025-07-04,2025-07-23,19,-0.018956949490341102,-0.0214569494903411,0.125
ICICIBANK,2025-07-09,2025-07-24,15,0.023674803106582765,0.021174803106582766,0.125
TECHM,2025-07-15,2025-07-25,10,-0.07416085168704101,-0.07666085168704101,0.125
HCLTECH,2025-07-18,2025-07-25,7,-0.03790035228376043,-0.04040035228376043,0.125
TCS,2025-07-17,2025-07-28,11,-0.04047738889202346,-0.04297738889202346,0.125
AXISBANK,2025-07-17,2025-07-29,12,-0.07432321918702933,-0.07682321918702933,0.125
SBIN,2025-07-21,2025-07-30,9,0.12566124677241675,0.12316124677241674,0.125
INFY,2025-07-16,2025-07-31,15,-0.061508816060907745,-0.06400881606090775,0.125
SUNPHARMA,2025-07-23,2025-07-31,8,0.01438336227770054,0.01188336227770054,0.125
LT,2025-07-24,2025-08-04,11,0.0668152597820375,0.0643152597820375,0.125
HCLTECH,2025-07-25,2025-08-11,17,0.020396979357306666,0.017896979357306667,0.125
MARUTI,2025-07-29,2025-08-11,13,0.021199948699841542,0.018699948699841543,0.125
ITC,2025-07-30,2025-08-13,14,-0.04322264291145028,-0.045722642911450284,0.125
INFY,2025-07-31,2025-08-13,13,-0.05460571197283848,-0.05710571197283848,0.125
TATASTEEL,2025-07-25,2025-08-19,25,-0.003285110669077551,-0.005785110669077552,0.125
WIPRO,2025-08-06,2025-08-19,13,0.02917157798674963,0.026671577986749632,0.125
TCS,2025-07-28,2025-08-25,28,0.035220993299440506,0.032720993299440504,0.125
SUNPHARMA,2025-08-11,2025-08-25,14,0.03002976783168876,0.02752976783168876,0.125
INFY,2025-08-13,2025-08-26,13,0.0721995882887696,0.0696995882887696,0.125
BHARTIARTL,2025-08-01,2025-08-29,28,0.04589806187883161,0.043398061878831606,0.125
TECHM,2025-08-21,2025-09-05,15,-0.03933293536814353,-0.04183293536814353,0.125
TCS,2025-08-25,2025-09-09,15,-0.03248928820770525,-0.03498928820770525,0.125
AXISBANK,2025-08-25,2025-09-09,15,0.16174702384998785,0.15924702384998785,0.125
ITC,2025-08-13,2025-09-10,28,-0.016264409137859426,-0.018764409137859425,0.125
SUNPHARMA,2025-08-25,2025-09-12,18,-0.005239066941632564,-0.007739066941632565,0.125
INFY,2025-09-05,2025-09-16,11,0.1988184467943872,0.1963184467943872,0.125
HCLTECH,2025-09-04,2025-09-18,14,0.1750239899056647,0.1725239899056647,0.125
TECHM,2025-09-05,2025-09-19,14,0.05135665344211393,0.04885665344211393,0.125
TCS,2025-09-09,2025-09-19,10,0.0974677593817539,0.09496775938175389,0.125
BHARTIARTL,2025-08-29,2025-09-22,24,0.03165573203135463,0.029155732031354634,0.125
WIPRO,2025-09-11,2025-09-23,12,-0.016856325033368647,-0.019356325033368645,0.125
SUNPHARMA,2025-09-12,2025-09-25,13,0.012404845520084251,0.00990484552008425,0.125
HDFCBANK,2025-09-18,2025-10-06,18,0.003755577734310789,0.0012555777343107887,0.125
INFY,2025-09-16,2025-10-07,21,-0.016911463611388067,-0.019411463611388066,0.125
TECHM,2025-09-22,2025-10-07,15,-0.01592017160436776,-0.01842017160436776,0.125
HCLTECH,2025-09-22,2025-10-08,16,0.013489561565640074,0.010989561565640073,0.125
WIPRO,2025-09-23,2025-10-08,15,-0.01099916942509016,-0.013499169425090161,0.125
ITC,2025-09-16,2025-10-09,23,-0.02372204873189565,-0.02622204873189565,0.125
BHARTIARTL,2025-09-29,2025-10-10,11,0.01981919577852964,0.017319195778529643,0.125
SUNPHARMA,2025-09-25,2025-10-13,18,0.02519353567443261,0.02269353567443261,0.125
ITC,2025-10-09,2025-10-16,7,0.013128311616426691,0.01062831161642669,0.125
ICICIBANK,2025-10-06,2025-10-17,11,0.042914235233465936,0.040414235233465934,0.125
INFY,2025-10-07,2025-10-17,10,-0.011930017295384232,-0.014430017295384233,0.125
BHARTIARTL,2025-10-10,2025-10-21,11,0.05340480142383841,0.05090480142383841,0.125
HCLTECH,2025-10-20,2025-10-30,10,0.0413936214892463,0.0388936214892463,0.125
ICICIBANK,2025-10-20,2025-11-03,14,-0.025889358410360552,-0.02838935841036055,0.125
SBIN,2025-10-24,2025-11-03,10,0.04997237391600451,0.04747237391600451,0.125
INFY,2025-10-20,2025-11-07,18,0.019427936870207496,0.016927936870207497,0.125
BHARTIARTL,2025-10-24,2025-11-07,14,-0.045918221747368815,-0.04841822174736882,0.125
TECHM,2025-10-27,2025-11-10,14,-0.04443532802180883,-0.04693532802180883,0.125
LT,2025-10-29,2025-11-10,12,0.004147358400921064,0.001647358400921064,0.125
SUNPHARMA,2025-10-30,2025-11-13,14,0.019960049606921437,0.01746004960692144,0.125
ICICIBANK,2025-11-03,2025-11-14,11,0.019756368912360767,0.017256368912360768,0.125
BHARTIARTL,2025-11-07,2025-11-14,7,0.04972016911240118,0.04722016911240118,0.125
HCLTECH,2025-10-30,2025-11-18,19,0.02890686708367496,0.02640686708367496,0.125
TECHM,2025-11-10,2025-11-19,9,0.034522191840365535,0.03202219184036553,0.125
INFY,2025-11-07,2025-11-24,17,0.06399534684420871,0.06149534684420871,0.125
AXISBANK,2025-11-10,2025-11-25,15,0.03624352354781535,0.033743523547815346,0.125
BHARTIARTL,2025-11-14,2025-11-27,13,-0.005005128003799819,-0.00750512800379982,0.125
TCS,2025-11-17,2025-12-03,16,0.033970801524158434,0.03147080152415843,0.125
INFY,2025-11-24,2025-12-03,9,0.019832009800951678,0.01733200980095168,0.125
ICICIBANK,2025-11-24,2025-12-09,15,-0.0157680148814916,-0.018268014881491598,0.125
TATASTEEL,2025-11-25,2025-12-09,14,-0.03015586782636115,-0.03265586782636115,0.125
SUNPHARMA,2025-11-13,2025-12-10,27,0.05284501601606206,0.05034501601606206,0.125
BHARTIARTL,2025-11-27,2025-12-11,14,-0.02944528461594287,-0.03194528461594287,0.125
HCLTECH,2025-11-25,2025-12-15,20,0.014442660763176907,0.011942660763176906,0.125
SUNPHARMA,2025-12-10,2025-12-23,13,-0.022738682955399714,-0.025238682955399713,0.125
TATASTEEL,2025-12-10,2025-12-23,13,0.06908903831598079,0.06658903831598079,0.125
ITC,2025-11-03,2025-12-29,56,-0.02476505203459578,-0.02726505203459578,0.125
RELIANCE,2025-12-10,2025-12-30,20,-0.005323636372009832,-0.007823636372009833,0.125
LT,2025-12-04,2025-12-31,27,0.023952487082247398,0.0214524870822474,0.125
ICICIBANK,2025-12-11,2026-01-05,25,0.01731833699947538,0.01481833699947538,0.125
BHARTIARTL,2025-12-22,2026-01-08,17,-0.03785623259975002,-0.04035623259975002,0.125
ITC,2025-12-29,2026-01-08,10,-0.15325388336463353,-0.15575388336463353,0.125
TATASTEEL,2025-12-29,2026-01-09,11,0.0013718230904364859,-0.0011281769095635142,0.125
SUNPHARMA,2025-12-23,2026-01-12,20,-0.033294878941505957,-0.03579487894150596,0.125
RELIANCE,2026-01-01,2026-01-13,12,-0.07793851780946959,-0.08043851780946959,0.125
TCS,2025-12-30,2026-01-21,22,-0.03780824447340603,-0.04030824447340603,0.125
LT,2026-01-01,2026-01-22,21,-0.07954440532915374,-0.08204440532915375,0.125
INFY,2026-01-09,2026-01-29,20,0.026276331277924614,0.023776331277924615,0.125
