date,portfolio_value,n_open,cash,daily_return
2023-11-17,1.0,0,1.0,0.0
2023-11-20,1.0,1,0.8,0.0
2023-11-21,1.0024050910722062,0,1.0024050910722062,0.0024050910722062113
2023-11-22,1.0024050910722062,0,1.0024050910722062,0.0
2023-11-23,1.0024050910722062,0,1.0024050910722062,0.0
2023-11-24,1.0024050910722062,0,1.0024050910722062,0.0
2023-11-29,1.0024050910722062,0,1.0024050910722062,0.0
2023-11-30,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-04,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-06,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-07,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-08,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-11,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-12,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-14,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-15,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-18,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-19,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-20,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-21,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-22,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-27,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-28,1.0024050910722062,0,1.0024050910722062,0.0
2023-12-29,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-01,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-03,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-04,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-05,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-08,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-09,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-10,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-11,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-12,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-15,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-17,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-18,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-19,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-25,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-30,1.0024050910722062,0,1.0024050910722062,0.0
2024-01-31,1.0024050910722062,0,1.0024050910722062,0.0
2024-02-01,1.0024050910722062,0,1.0024050910722062,0.0
2024-02-02,1.0024050910722062,0,1.0024050910722062,0.0
2024-02-05,1.0024050910722062,0,1.0024050910722062,0.0
2024-02-06,1.0024050910722062,0,1.0024050910722062,0.0
2024-02-07,1.0024050910722062,1,0.8024050910722063,0.0
2024-02-08,1.000372876798783,2,0.600372876798783,-0.002027338340081175
2024-02-09,0.997804638964189,2,0.600372876798783,-0.0025672805552389155
2024-02-12,0.9973046389641891,2,0.6019100038631715,-0.0005011000956248735
2024-02-13,1.0014000441197388,3,0.40600540901872145,0.004106473584443826
2024-02-14,1.006133678455868,0,1.006133678455868,0.004727016304747922
2024-02-15,1.006133678455868,0,1.006133678455868,0.0
2024-02-16,1.006133678455868,0,1.006133678455868,0.0
2024-02-19,1.006133678455868,2,0.6061336784558682,0.0
2024-02-21,1.0127439818902708,1,0.8096320031891382,0.006570005135448476
2024-02-22,1.0127439818902708,1,0.8096320031891382,0.0
2024-02-23,1.0127439818902708,2,0.6096320031891382,0.0
2024-02-26,1.008481725009935,1,0.8053697463088024,-0.004208622274289309
2024-02-27,1.007981725009935,2,0.6079817250099351,-0.0004957948048042171
2024-02-28,1.0022167900184378,1,0.8042440396018693,-0.005719285229541682
2024-02-29,1.0017167900184378,1,0.8017167900184379,-0.0004988940566349465
2024-03-01,1.0061857009681763,2,0.6017167900184379,0.004461251916977549
2024-03-04,1.0074830806225878,4,0.2017167900184379,0.0012894037881507892
2024-03-05,1.005506852447516,3,0.40616898674241714,-0.0019615497402206694
2024-03-06,1.0101417839422142,3,0.40370947279310426,0.004609547397331326
2024-03-07,1.0083900597091355,2,0.6083444042878027,-0.0017341369903959292
2024-03-12,1.0073900597091354,2,0.6073900597091355,-0.0009916797477045325
2024-03-13,0.9958530427306895,2,0.5958530427306896,-0.011452383182912307
2024-03-14,0.9895820096892843,1,0.7936823417302152,-0.006297147041103179
2024-03-15,0.9895820096892844,2,0.5936823417302153,2.220446049250313e-16
2024-03-18,0.9870923848759758,0,0.9870923848759758,-0.002515834755413837
2024-03-19,0.9870923848759758,1,0.7870923848759759,0.0
2024-03-20,0.9824243336599865,2,0.5824243336599866,-0.004729092522151146
2024-03-21,0.9895986742376615,0,0.9895986742376615,0.007302690224444186
2024-03-22,0.9895986742376615,0,0.9895986742376615,0.0
2024-03-27,0.9895986742376615,0,0.9895986742376615,0.0
2024-03-28,0.9895986742376615,1,0.7895986742376615,0.0
2024-04-02,0.9866866646328935,0,0.9866866646328935,-0.0029426167198650655
2024-04-03,0.9866866646328933,2,0.5866866646328934,-1.1102230246251565e-16
2024-04-04,0.9916063600996876,1,0.7916063600996877,0.004986076779120774
2024-04-05,0.9861394439775927,1,0.7916063600996877,-0.005513191869347622
2024-04-09,0.9856394439775926,1,0.7856394439775927,-0.0005070276856418143
2024-04-10,0.9875207804587003,1,0.7875207804587003,0.001908747151509571
2024-04-15,0.9815604481756537,1,0.7875207804587003,-0.006035652515867129
2024-04-16,0.9810604481756536,0,0.9810604481756536,-0.0005093929782209461
2024-04-19,0.9810604481756536,0,0.9810604481756536,0.0
2024-04-22,0.9810604481756536,0,0.9810604481756536,0.0
2024-04-23,0.9810604481756535,3,0.3810604481756536,-1.1102230246251565e-16
2024-04-24,0.9800096782343644,4,0.18048574568920694,-0.0010710552476589363
2024-04-25,0.9936061521219779,3,0.3823762404996785,0.013873815932215816
2024-04-26,0.9884720873406561,4,0.17585979858014167,-0.005167102448346728
2024-04-29,0.7803259623442202,3,0.17635954275715593,-0.21057359905470208
2024-04-30,0.7749620274389635,4,-0.025037972561036514,-0.006873966988286129
2024-05-03,0.5513579811890872,3,-0.04592725270195491,-0.2885354873306841
