date,portfolio_value,n_open,cash,daily_return
2023-11-17,1.0,0,1.0,0.0
2023-11-20,1.0,1,0.8,0.0
2023-11-21,1.0029050910722062,1,0.8,0.0029050910722061563
2023-11-22,1.005021147419997,1,0.8,0.0021099268182283026
2023-11-23,1.0030545302457559,2,0.6000000000000001,-0.001956791833972571
2023-11-24,1.0018963706248383,3,0.4000000000000001,-0.0011546327602287576
2023-11-29,1.006018200565824,3,0.4000000000000001,0.004114028218721977
2023-11-30,1.009550933229848,3,0.4000000000000001,0.0035115991559964144
2023-12-04,1.0187441628588665,2,0.6080209993539133,0.009106256382336975
2023-12-06,1.0187441628588665,2,0.6080209993539133,0.0
2023-12-07,1.0187441628588665,2,0.6080209993539133,0.0
2023-12-08,1.0174738081903125,2,0.6080209993539133,-0.0012469810526216651
2023-12-11,1.0189029619351606,2,0.6080209993539133,0.0014046098615452252
2023-12-12,1.0189029619351606,2,0.6080209993539133,0.0
2023-12-14,1.0189029619351606,2,0.6080209993539133,0.0
2023-12-15,1.0261023139313008,2,0.6080209993539133,0.007065787680572422
2023-12-18,1.0231819277095056,2,0.6080209993539133,-0.00284609651702894
2023-12-19,1.0241659953542217,0,1.0241659953542217,0.0009617719176482353
2023-12-20,1.0241659953542217,0,1.0241659953542217,0.0
2023-12-21,1.0241659953542217,0,1.0241659953542217,0.0
2023-12-22,1.0241659953542217,0,1.0241659953542217,0.0
2023-12-27,1.0241659953542217,1,0.8241659953542217,0.0
2023-12-28,1.0255508167935732,1,0.8241659953542217,0.001352145497539814
2023-12-29,1.0214691950399117,1,0.8241659953542217,-0.003979931259206482
2024-01-01,1.0214691950399117,1,0.8241659953542217,0.0
2024-01-03,1.0214691950399117,1,0.8241659953542217,0.0
2024-01-04,1.0214691950399117,1,0.8241659953542217,0.0
2024-01-05,1.020587406998102,1,0.8241659953542217,-0.0008632546591630375
2024-01-08,1.018162443061693,1,0.8241659953542217,-0.002376047283928151
2024-01-09,1.0212487597348174,1,0.8241659953542217,0.0030312615576781887
2024-01-10,1.0212487597348174,1,0.8241659953542217,0.0
2024-01-11,1.0212487597348174,1,0.8241659953542217,0.0
2024-01-12,1.0212487597348174,1,0.8241659953542217,0.0
2024-01-15,1.0212487597348174,1,0.8241659953542217,0.0
2024-01-17,1.0207487597348175,1,0.8207487597348175,-0.0004895966778258876
2024-01-18,1.0216858496000294,1,0.8207487597348175,0.0009180416398011371
2024-01-19,1.0243036350980739,1,0.8207487597348175,0.002562221546935639
2024-01-25,1.0243036350980739,3,0.42074875973481757,0.0
2024-01-30,1.0286455910963728,3,0.42074875973481757,0.004238934481456846
2024-01-31,1.0285207954675664,3,0.42074875973481757,-0.00012132033606770953
2024-02-01,1.0248021523568893,4,0.22074875973481756,-0.0036155254488428046
2024-02-02,1.0227393509044023,4,0.22074875973481756,-0.0020128777518108043
2024-02-05,1.017337660877516,5,0.020748759734817546,-0.005281590096352096
2024-02-06,1.0164608812997808,5,0.020748759734817546,-0.0008618373343014518
2024-02-07,1.015960881299781,5,0.009053068087855831,-0.0004919028456467078
2024-02-08,1.0028177191694425,5,0.009053068087855831,-0.012936681295763641
2024-02-09,1.0045923786905673,5,0.009053068087855831,0.0017696730793654858
2024-02-12,0.9970487397846652,5,0.01542177492843233,-0.007509154026964393
2024-02-13,0.9997293526181845,5,0.0014006295450014195,0.00268854743660607
2024-02-14,1.0118371887579622,4,0.197852642972947,0.012111113981067678
2024-02-15,1.0092492979324437,4,0.197852642972947,-0.002557615844002714
2024-02-16,1.0098374545915032,4,0.19989982143556023,0.0005827664782769304
2024-02-19,1.0096541750121146,5,-0.00010017856443977902,-0.00018149413903711942
2024-02-21,1.0168487079025925,5,-0.00010017856443977902,0.007125739751822957
2024-02-22,1.0214877841004342,5,-0.00010017856443977902,0.0045622088731474
2024-02-23,1.0214877841004342,5,-0.00010017856443977902,0.0
2024-02-26,1.0132216254852866,4,0.21011632770789332,-0.008092273587419485
2024-02-27,1.0200021463085431,5,0.015994186513895725,0.006692041161289852
2024-02-28,1.0085897399001327,5,0.015994186513895725,-0.011188610190392967
2024-02-29,1.0073672185887717,5,0.013324435530448986,-0.0012121096051225244
2024-03-01,1.0373633911796312,5,0.013324435530448986,0.029776800393486402
2024-03-04,1.0425869291293206,5,0.013324435530448986,0.005035398389902301
2024-03-05,1.0478307308908463,5,0.013324435530448986,0.005029606275521736
2024-03-06,1.060783154332931,5,0.013324435530448986,0.012361179205989448
2024-03-07,1.0686699329741642,4,0.23092430784250212,0.007434864146379505
2024-03-12,1.0648803902212947,5,0.04482765448145515,-0.0035460366535465804
2024-03-13,1.0450277680708222,5,0.04972349953331218,-0.01864305356054763
2024-03-14,1.0418531122595196,5,0.04972349953331218,-0.0030378674216123835
2024-03-15,1.0403694900169227,5,0.053564428227213134,-0.0014240224702878335
2024-03-18,1.0470199370039366,5,0.053564428227213134,0.006392389483572458
2024-03-19,1.0401421178981411,5,0.04814637968661617,-0.006568947603305841
2024-03-20,1.0347680144069775,4,0.24996604623762653,-0.0051667011638979465
2024-03-21,1.0427907545159762,4,0.24996604623762653,0.007753177521240495
2024-03-22,1.0535445832539354,4,0.24996604623762653,0.01031254706794038
2024-03-27,1.0572141457519417,4,0.24996604623762653,0.0034830633238820408
2024-03-28,1.0627229577461508,4,0.24996604623762653,0.005210686989333579
2024-04-02,1.070530941703976,2,0.6739695078994852,0.007347149039091505
2024-04-03,1.068217272987077,5,0.07396950789948514,-0.002161234791790534
2024-04-04,1.0812896096169675,5,0.07396950789948514,0.012237525979463149
2024-04-05,1.0702170835599834,4,0.27003094170397585,-0.010240111398930773
2024-04-09,1.0702170835599834,5,0.07003094170397584,0.0
2024-04-10,1.0809710535680475,5,0.07003094170397584,0.010048400621948561
2024-04-15,1.0545309696808334,5,0.07003094170397584,-0.024459566979098235
2024-04-16,1.0487537131423266,3,0.45130171188288365,-0.005478508175303154
2024-04-19,1.0430492804043912,3,0.45130171188288365,-0.0054392491453914005
2024-04-22,1.0521422816977877,2,0.6471711289475846,0.008717710144885205
2024-04-23,0.8511422816977876,4,0.05114228169778762,-0.19103880102190818
2024-04-24,0.8514800342535231,5,-0.1488577183022124,0.0003968226734805125
