symbol,stock_idx,entry_day_idx,exit_day_idx,entry_px,entry_date,entry_score,gross_return,net_return,hold_days_real
TITAN,16,1,8,1.0,2023-11-20,0.4532195894863633,0.042604996769566084,0.04010499676956608,7
ITC,14,4,17,1.0,2023-11-23,0.4317916701998338,0.01677861318011309,0.014278613180113088,13
ICICIBANK,2,34,47,0.9970530995900062,2024-01-17,0.3607311797066545,0.034343534202882386,0.031843534202882384,13
TITAN,16,39,47,1.0792280313809162,2024-01-31,0.3469970572442679,-0.035075287912329944,-0.03757528791232995,8
ITC,14,40,48,0.974244923127711,2024-02-01,0.39630587398208456,-0.06760572691715461,-0.07010572691715461,8
AXISBANK,3,43,48,0.9892133805407765,2024-02-06,0.5556938015579959,0.01971347115917821,0.01721347115917821,5
AXISBANK,3,48,57,1.0087142099883402,2024-02-13,0.6265518794028087,0.024081479754061608,0.02158147975406161,9
KOTAKBANK,4,48,59,0.9781158858169807,2024-02-13,0.5441322550310065,-0.03564623505918885,-0.03814623505918885,11
BHARTIARTL,13,45,60,0.9689074699127426,2024-02-08,0.5229441368890088,-0.0029180624855107418,-0.005418062485510742,15
TITAN,16,55,61,1.0510986098042814,2024-02-23,0.392276956497007,0.020030035237636357,0.017530035237636358,6
TATASTEEL,19,61,67,1.1708340968416515,2024-03-04,0.4237935565368121,-0.06956236023551399,-0.07206236023551399,6
TECHM,9,60,70,0.9995758117316876,2024-03-01,0.44609413539767195,-0.016224523734330032,-0.01872452373433003,10
HDFCBANK,1,52,71,0.8428235723393737,2024-02-19,0.4409610378212906,0.011598332755051732,0.009098332755051732,19
TITAN,16,61,71,1.0721521519968917,2024-03-04,0.47574609256570555,-0.028241532453777474,-0.030741532453777472,10
KOTAKBANK,4,59,74,0.9432497370360219,2024-02-29,0.6499262316666221,0.04250434092708599,0.04000434092708599,15
TATASTEEL,19,70,76,1.1375672800835082,2024-03-19,0.41133876891370724,0.10689088459121066,0.10439088459121065,6
TITAN,16,71,77,1.0418729322008842,2024-03-20,0.446640744303194,0.03397857231808343,0.03147857231808343,6
AXISBANK,3,69,80,1.0062278916675023,2024-03-18,0.5772895084275349,0.02317852239874041,0.02067852239874041,11
TECHM,9,77,83,1.0075509692771163,2024-04-03,0.4317747971135198,-0.04728512964645126,-0.049785129646451265,6
KOTAKBANK,4,77,86,0.9587252092279569,2024-04-03,0.44465954866657487,0.04730943401525489,0.04480943401525489,9
TITAN,16,78,86,1.0976590735385976,2024-04-04,0.4221879865546708,-0.060984518571512214,-0.06348451857151222,8
ICICIBANK,2,78,86,1.0944724709779392,2024-04-04,0.3632747730074973,0.010566839286473284,0.008066839286473284,8
AXISBANK,3,80,86,1.0295507673927549,2024-04-09,0.5650126273094298,-0.0224536702642395,-0.0249536702642395,6
HCLTECH,7,86,91,0.9877743742404591,2024-04-23,0.6093235707176912,-0.08075196161424092,-0.08325196161424092,5
ICICIBANK,2,86,91,1.1060375856822324,2024-04-23,0.37551530864205435,0.055170801747472575,0.05267080174747257,5
TECHM,9,86,94,0.9634809338228006,2024-04-23,0.36566860018981573,0.06883500256337949,0.06633500256337949,8
AXISBANK,3,86,97,1.0064335739414232,2024-04-23,0.678744421940323,0.042353047009615175,0.03985304700961517,11
WIPRO,8,86,99,1.0306679885900456,2024-04-23,0.36562640635786703,-0.0064862817902591186,-0.008986281790259119,13
KOTAKBANK,4,91,100,0.9084670169817071,2024-04-30,0.557601256485493,0.016533656030676358,0.014033656030676358,9
TITAN,16,97,102,0.9374328967684544,2024-05-10,0.4928913006733343,0.021672727837557026,0.019172727837557028,5
HCLTECH,7,91,103,0.9080096558882627,2024-04-30,0.7738532288111213,-0.012128368045413396,-0.014628368045413396,12
BHARTIARTL,13,95,103,1.1194352225344508,2024-05-08,0.41719417798831643,0.04601900529619374,0.043519005296193736,8
TECHM,9,100,106,1.01549988301774,2024-05-15,0.42057182948759236,0.04331115286897713,0.04081115286897713,6
WIPRO,8,100,107,1.0283582534360252,2024-05-15,0.45437516022044155,-0.012764497744370606,-0.015264497744370607,7
TITAN,16,102,109,0.9577496248060898,2024-05-17,0.3942846026255887,-0.03547891573222006,-0.037978915732220064,7
HCLTECH,7,103,110,0.8969969805928606,2024-05-22,0.6238807436773612,-0.00567921694987783,-0.00817921694987783,7
TECHM,9,106,111,1.0594823536895497,2024-05-27,0.3851762676714939,-0.06798523166815318,-0.07048523166815318,5
TCS,5,103,112,0.982367812842379,2024-05-22,0.585967392030793,-0.004648626670984757,-0.007148626670984757,9
INFY,6,107,113,0.9967398361893031,2024-05-29,0.6616769474805676,0.034981579729738144,0.03248157972973814,6
HCLTECH,7,110,115,0.8919027401366884,2024-06-03,0.5894268709449692,0.07934875461171309,0.07684875461171309,5
TECHM,9,113,120,1.049721727200855,2024-06-06,0.3547407630749054,0.07748590300771308,0.07498590300771307,7
TATASTEEL,19,112,120,1.278435941153278,2024-06-05,0.40029659592084965,0.05784587022963428,0.055345870229634275,8
BHARTIARTL,13,111,124,1.1386188907679897,2024-06-04,0.5533263231448088,0.12468063084223169,0.12218063084223169,13
TITAN,16,110,125,0.9361318452210695,2024-06-03,0.42855424563715366,0.05307246793200471,0.050572467932004705,15
MARUTI,11,120,128,1.0584995157450496,2024-06-19,0.49432924021260544,-0.02131632705068609,-0.02381632705068609,8
TITAN,16,125,130,0.9858146725566932,2024-06-27,0.3992861048411429,-0.013192962082710702,-0.0156929620827107,5
LT,12,118,132,1.0912392814752974,2024-06-13,0.37029761779009895,-0.0009697977185532114,-0.0034697977185532114,14
TCS,5,124,132,0.9832806703048513,2024-06-26,0.6959544765876919,0.014384337840225525,0.011884337840225525,8
ASIANPAINT,15,120,133,0.9302673773605592,2024-06-19,0.5427289760804042,0.03622446781373134,0.03372446781373134,13
WIPRO,8,129,138,1.2138641112750732,2024-07-03,0.355742149386847,0.0337663118938587,0.0312663118938587,9
LT,12,132,140,1.090181000109727,2024-07-09,0.5543218843578015,-0.02236009847349829,-0.02486009847349829,8
LT,12,132,140,1.090181000109727,2024-07-09,0.45995545202636823,-0.02236009847349829,-0.02486009847349829,8
TITAN,16,133,142,0.9404402044142123,2024-07-10,0.5027212063859496,0.056062032055512745,0.05356203205551274,9
