symbol,model,oos_acc,n_oos,n_trades,total_return,win_rate,sharpe,max_dd,precision
INFY,B2_momentum5_BASE_bin_0.4%,0.5052447552447552,572,280,-0.5260485100458325,0.5,-2.3402334381595513,0.6086430114782115,0.5
INFY,B3_AR1_BASE_bin_0.4%,0.5262237762237763,572,286,-0.4789490525485217,0.5209790209790209,-1.8406872051196879,0.5629605364167289,0.5209790209790209
HCLTECH,LGBM_BASE_bin_0.4%,0.4991023339317774,557,15,-0.09109040282464842,0.4,-4.988044655168335,0.13622215336476484,0.4
HCLTECH,B1_alwaysUP_BASE_bin_0.4%,0.5008976660682226,557,557,-0.7637960766842188,0.5008976660682226,-1.9794370313655583,0.8222279166541739,0.5008976660682226
HCLTECH,B2_momentum5_BASE_bin_0.4%,0.5116696588868941,557,307,-0.37567109881119587,0.511400651465798,-1.0372720223482728,0.48810436621817394,0.511400651465798
HCLTECH,B3_AR1_BASE_bin_0.4%,0.47217235188509876,557,285,-0.5631140192545807,0.47368421052631576,-2.0604123776638184,0.6028678488844429,0.47368421052631576
WIPRO,LGBM_BASE_bin_0.4%,0.49559082892416223,567,0,0.0,0.0,0.0,0.0,0.0
WIPRO,B1_alwaysUP_BASE_bin_0.4%,0.4973544973544973,567,567,-0.8051482611733115,0.4973544973544973,-2.299206252401776,0.8431497657613648,0.4973544973544973
WIPRO,B2_momentum5_BASE_bin_0.4%,0.48853615520282184,567,286,-0.5660126004706293,0.486013986013986,-2.5462930619999655,0.601603354401167,0.486013986013986
WIPRO,B3_AR1_BASE_bin_0.4%,0.5061728395061729,567,282,-0.5906384564875651,0.5035460992907801,-2.5748160121342933,0.6645051240765294,0.5035460992907801
TECHM,LGBM_BASE_bin_0.4%,0.4814189189189189,592,25,0.005700544457710066,0.48,0.14821512630954042,0.07422089277266548,0.48
TECHM,B1_alwaysUP_BASE_bin_0.4%,0.4966216216216216,592,592,-0.7157783597644849,0.4966216216216216,-1.4953545121413974,0.7758336723155307,0.4966216216216216
TECHM,B2_momentum5_BASE_bin_0.4%,0.5219594594594594,592,333,-0.29289540396545666,0.5165165165165165,-0.7213779427219994,0.4641036608193341,0.5165165165165165
TECHM,B3_AR1_BASE_bin_0.4%,0.5202702702702703,592,298,-0.33864956611302066,0.5167785234899329,-0.9650953966762671,0.5107674938432692,0.5167785234899329
RELIANCE,LGBM_BASE_bin_0.4%,0.483065953654189,561,51,-0.1216297078006009,0.49019607843137253,-2.656113772059156,0.1576920736700944,0.49019607843137253
RELIANCE,B1_alwaysUP_BASE_bin_0.4%,0.48484848484848486,561,561,-0.7905669967242299,0.48484848484848486,-2.625518995485033,0.8010380683833799,0.48484848484848486
