model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
LightGBM,0.5068657238551508,0.5047174009790831,0.7567567567567568,0.32432432432432434,0.052058207726977834,582
XGBoost,0.5061094214624879,0.5045871559633027,0.6695652173913044,0.3584905660377358,0.04969946948528688,582
