symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
ICICIBANK,1,0.7,644,71,102,2024-02-19,2024-10-25,0.6078431372549019,0.5539682539682539,0.7058823529411765,0.631578947368421,0.8,48,28,14,12,0.6078431372549019,0.49019607843137253,0.0,0.5686274509803921,0.0,0.0,0.0,0.0,0.5784313725490197,0.6666666666666666,0.631578947368421,0.5384615384615384,0.0,0.7450980392156863,0.2549019607843137,0.19853209572503483,0
ICICIBANK,2,0.75,690,76,102,2024-07-02,2025-03-12,0.5392156862745098,0.5213509316770186,0.6178861788617886,0.5671641791044776,0.6785714285714286,38,29,17,18,0.5294117647058824,0.5,0.0,0.5196078431372549,0.0,0.0,0.0,0.0,0.5686274509803921,0.5490196078431373,0.5671641791044776,0.48571428571428577,0.0,0.6568627450980392,0.3431372549019608,0.16349288979312637,0
ICICIBANK,3,0.8,736,81,102,2024-10-28,2025-07-21,0.5686274509803921,0.5991512345679012,0.6944444444444444,0.5555555555555556,0.9259259259259259,50,40,8,4,0.5588235294117647,0.5294117647058824,0.0,0.5196078431372549,0.0,0.0,0.0,0.0,0.5490196078431373,0.4411764705882353,0.5555555555555556,0.6666666666666667,0.0,0.8823529411764706,0.11764705882352941,0.1574818469670607,0
ICICIBANK,4,0.85,782,86,102,2025-03-13,2025-12-02,0.5392156862745098,0.5553846153846154,0.6666666666666666,0.5164835164835165,0.94,47,44,8,3,0.5,0.4803921568627451,0.0,0.5,0.0,0.0,0.0,0.0,0.4803921568627451,0.4411764705882353,0.5164835164835165,0.7272727272727273,0.0,0.8921568627450981,0.10784313725490197,0.1629196421608018,0
ICICIBANK,5,0.9,828,91,103,2025-07-22,2026-04-16,0.47572815533980584,0.4470899470899471,0.6301369863013698,0.4742268041237113,0.9387755102040817,46,51,3,3,0.4368932038834951,0.47572815533980584,0.0,0.46601941747572817,0.0,0.0,0.0,0.0,0.5339805825242718,0.4563106796116505,0.4742268041237113,0.5,0.0,0.941747572815534,0.05825242718446602,0.40648903771310435,0
ICICIBANK,6,0.95,873,97,52,2025-12-04,2026-04-16,0.5,0.4888888888888888,0.6666666666666666,0.5098039215686274,0.9629629629629629,26,25,0,1,0.4230769230769231,0.5192307692307693,0.0,0.4807692307692308,0.0,0.0,0.0,0.0,0.5576923076923077,0.5192307692307693,0.5098039215686274,0.0,0.0,0.9807692307692307,0.019230769230769232,1.0,3
SBIN,1,0.7,678,75,107,2024-03-20,2024-11-06,0.5981308411214953,0.5321067821067821,0.7295597484276729,0.6041666666666666,0.9206349206349206,58,38,6,5,0.48598130841121495,0.5887850467289719,0.0,0.4485981308411215,0.0,0.0,0.0,0.0,0.5327102803738317,0.5607476635514018,0.6041666666666666,0.5454545454545454,0.0,0.897196261682243,0.102803738317757,0.14702438976998133,0
SBIN,2,0.75,727,80,107,2024-07-19,2025-02-20,0.514018691588785,0.5649122807017545,0.6285714285714286,0.4888888888888889,0.88,44,46,11,6,0.5046728971962616,0.514018691588785,0.0,0.4672897196261682,0.0,0.0,0.0,0.0,0.4672897196261682,0.4953271028037383,0.4888888888888889,0.6470588235294117,0.0,0.8411214953271028,0.1588785046728972,0.18542723189007232,0
SBIN,3,0.8,774,86,108,2024-11-07,2025-07-04,0.4722222222222222,0.5108061749571183,0.6122448979591837,0.4787234042553192,0.8490566037735849,45,49,6,8,0.5370370370370371,0.49074074074074076,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.4787234042553192,0.4285714285714286,0.0,0.8703703703703703,0.12962962962962962,0.32156487781087706,0
SBIN,4,0.85,823,91,108,2025-02-21,2025-12-02,0.5,0.4611091733519358,0.6142857142857143,0.5443037974683544,0.7049180327868853,43,36,11,18,0.5740740740740741,0.5648148148148148,0.0,0.5277777777777778,0.0,0.0,0.0,0.0,0.5185185185185185,0.5185185185185185,0.5443037974683544,0.3793103448275862,0.0,0.7314814814814815,0.26851851851851855,1.0,0
