model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
NBEATS,0.5059706357096994,0.5083356487913309,0.6666666666666666,0.3392857142857143,0.0488116005374053,594
LightGBM,0.5051788772041058,0.5081967213114754,0.6440677966101694,0.36065573770491804,0.05013391937324855,594
XGBoost,0.5045934889148099,0.5045045045045045,0.6386554621848739,0.32727272727272727,0.04927654000211188,594
TCN_Transformer,0.5044432728858927,0.5044646416327832,0.6909090909090909,0.2972972972972973,0.050064268743535104,594
BiLSTM,0.5014651192927705,0.5044646416327832,0.6491228070175439,0.2702702702702703,0.050955474310457424,594
