symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
ABB,1,0.7,873,96,139,2024-01-12,2024-09-19,0.4676258992805755,0.4780757769263516,0.5595238095238095,0.5402298850574713,0.5802469135802469,47,40,18,34,0.5611510791366906,0.5755395683453237,0.5971223021582733,0.5467625899280576,0.5971223021582733,0.5611510791366906,0.5971223021582733,0.60431654676259,0.5827338129496403,0.539568345323741,0.5402298850574713,0.3461538461538461,0.0,0.6258992805755396,0.3741007194244604,0.7047133060272276,0
ABB,2,0.75,935,103,139,2024-05-13,2025-01-10,0.4748201438848921,0.4925373134328358,0.562874251497006,0.4947368421052631,0.6527777777777778,47,48,19,25,0.5323741007194245,0.5107913669064749,0.5323741007194245,0.5179856115107914,0.5755395683453237,0.4964028776978417,0.4820143884892086,0.4964028776978417,0.5107913669064749,0.4460431654676259,0.4947368421052631,0.4318181818181817,0.0,0.6834532374100719,0.316546762589928,0.5054176520400534,0
ABB,3,0.8,998,110,138,2024-09-20,2025-05-19,0.5217391304347826,0.5207983193277311,0.611764705882353,0.5098039215686274,0.7647058823529411,52,50,20,16,0.4927536231884058,0.463768115942029,0.5072463768115942,0.4927536231884058,0.4710144927536231,0.5217391304347826,0.5217391304347826,0.4927536231884058,0.4782608695652174,0.4855072463768116,0.5098039215686274,0.5555555555555556,0.0,0.7391304347826086,0.2608695652173913,0.4059988924358048,0
ABB,4,0.85,1060,117,138,2025-01-13,2025-10-10,0.4565217391304347,0.4531512605042017,0.6073298429319371,0.4715447154471545,0.8529411764705882,58,65,5,10,0.4927536231884058,0.4927536231884058,0.5289855072463768,0.4782608695652174,0.4855072463768116,0.4855072463768116,0.4492753623188406,0.5217391304347826,0.463768115942029,0.5144927536231884,0.4715447154471545,0.3333333333333333,0.0,0.8913043478260869,0.108695652173913,7.999995926084863,0
ABB,5,0.9,1122,124,139,2025-05-20,2026-03-05,0.4892086330935252,0.4707953603976802,0.6502463054187192,0.4888888888888889,0.9705882352941176,66,69,2,2,0.4892086330935252,0.4892086330935252,0.4892086330935252,0.4892086330935252,0.4892086330935252,0.4964028776978417,0.4964028776978417,0.4820143884892086,0.460431654676259,0.4964028776978417,0.4888888888888889,0.5,0.0,0.9712230215827338,0.0287769784172661,7.999996015943952,0
ABB,6,0.95,1184,131,70,2025-10-13,2026-03-05,0.5,0.5093877551020408,0.6601941747572816,0.5,0.9714285714285714,34,34,1,1,0.5,0.5,0.5,0.5,0.4714285714285714,0.4428571428571428,0.5142857142857142,0.5714285714285714,0.4285714285714285,0.5,0.5,0.5,0.0,0.9714285714285714,0.0285714285714285,7.999995711772023,8
ADANIENT,1,0.7,882,98,140,2023-11-13,2024-09-05,0.5428571428571428,0.565359477124183,0.6862745098039216,0.5303030303030303,0.9722222222222222,70,62,6,2,0.5142857142857142,0.5285714285714286,0.5142857142857142,0.4928571428571429,0.5571428571428572,0.4928571428571429,0.5142857142857142,0.5071428571428571,0.4714285714285714,0.5071428571428571,0.5303030303030303,0.75,0.0,0.9428571428571428,0.0571428571428571,0.1000035356387145,0
ADANIENT,2,0.75,945,105,140,2024-04-08,2025-01-13,0.4571428571428571,0.5041118421052632,0.6274509803921569,0.4571428571428571,1.0,64,76,0,0,0.4571428571428571,0.4571428571428571,0.4857142857142857,0.4357142857142857,0.5571428571428572,0.4642857142857143,0.5642857142857143,0.4642857142857143,0.4642857142857143,0.5071428571428571,0.4571428571428571,0.0,0.0,1.0,0.0,0.2955573807802305,0
ADANIENT,3,0.8,1008,112,140,2024-09-09,2025-06-02,0.5428571428571428,0.5746070626658502,0.6666666666666666,0.5203252032520326,0.927536231884058,64,59,12,5,0.5,0.5071428571428571,0.5285714285714286,0.5142857142857142,0.5571428571428572,0.4928571428571429,0.5214285714285715,0.4785714285714286,0.5071428571428571,0.4928571428571429,0.5203252032520326,0.7058823529411764,0.0,0.8785714285714286,0.1214285714285714,1.2181074792751934,0
ADANIENT,4,0.85,1071,119,140,2025-01-15,2025-10-15,0.4857142857142857,0.4984690753214942,0.6435643564356436,0.4887218045112781,0.9420289855072465,65,68,3,4,0.5071428571428571,0.4785714285714286,0.4857142857142857,0.4714285714285714,0.4857142857142857,0.4428571428571428,0.5285714285714286,0.5285714285714286,0.4571428571428571,0.4928571428571429,0.4887218045112781,0.4285714285714286,0.0,0.95,0.05,0.3922619264569746,0
