date,daily_return,equity
2023-12-21,0.0,1.0
2023-12-22,0.0,1.0
2023-12-27,0.0,1.0
2023-12-28,0.0,1.0
2023-12-29,0.0,1.0
2024-01-03,0.0,1.0
2024-01-04,0.0,1.0
2024-01-05,0.0,1.0
2024-01-08,0.0,1.0
2024-01-10,0.0,1.0
2024-01-11,0.0,1.0
2024-01-12,-0.0008333333333333334,0.9991666666666666
2024-01-15,0.00218525778588304,1.0013501034043948
2024-01-17,-0.010537009100526943,0.9907988682520091
2024-01-18,-0.004209937670696884,0.9866276667724712
2024-01-19,-0.0007111843158012684,0.985925992650327
2024-01-25,-0.0075455287533808075,0.9784866597240784
2024-01-30,-0.006010961945630074,0.9726050136481703
2024-01-31,0.009466493671835016,0.9818121728550656
2024-02-01,0.002010571550960627,0.9837861764781949
2024-02-02,0.007582620208444728,0.9912458534207471
2024-02-05,0.00040564963640532525,0.9916479519407755
2024-02-06,0.0,0.9916479519407755
2024-02-07,0.0,0.9916479519407755
2024-02-08,0.0,0.9916479519407755
2024-02-09,0.0,0.9916479519407755
2024-02-12,0.0,0.9916479519407755
2024-02-13,0.0,0.9916479519407755
2024-02-14,0.0,0.9916479519407755
2024-02-15,0.0,0.9916479519407755
2024-02-16,0.0,0.9916479519407755
2024-02-19,0.0,0.9916479519407755
2024-02-21,0.0,0.9916479519407755
2024-02-22,0.0,0.9916479519407755
2024-02-23,0.0,0.9916479519407755
2024-02-26,-0.0008333333333333334,0.9908215786474915
2024-02-27,0.0,0.9908215786474915
2024-02-28,-0.004183413080582603,0.9866765626948542
2024-02-29,-0.00020725035446457875,0.9864720736274938
2024-03-01,0.02070258922500055,1.0068945997497383
2024-03-05,-0.004285493699809757,1.0025795592861382
2024-03-06,0.00039140565243685633,1.0029719745926604
2024-03-07,0.020259086301260977,1.0232912703836794
2024-03-12,-0.010671253631509559,1.0123714696985056
2024-03-13,-0.019344285263541927,0.9927878671959864
2024-03-14,-0.012797972766247981,0.9800821951089508
2024-03-15,-0.0037920424311070526,0.9763656818391251
2024-03-18,0.02896023107020825,1.0046414575942075
2024-03-19,-0.011265452527959388,0.99332371694606
2024-03-20,-0.00403426478082434,0.989316386058827
2024-03-21,0.02089705833521438,1.0099901882902818
2024-03-22,0.000494456297392754,1.0104895842991868
2024-03-27,0.020802812610182315,1.0315106097659037
2024-03-28,0.005204741626640513,1.0368793559748737
2024-04-02,0.006514964286234622,1.0436345879481839
2024-04-03,0.023838698611190555,1.0685134783504946
2024-04-04,0.000664859010853928,1.069223889164795
2024-04-05,-0.004442573601731466,1.0644737833404507
2024-04-09,0.018246265858894366,1.0838964549911039
2024-04-10,0.0059709744401287655,1.090368373019602
2024-04-15,-0.008861729092309645,1.08070582388708
2024-04-16,-0.016889195749080876,1.0624535716802792
2024-04-19,0.00048469763845127023,1.0629685404174367
2024-04-22,0.004194626767185109,1.0674272967097473
2024-04-23,-0.003012014641696091,1.0642121900631114
2024-04-24,0.011469237451033084,1.0764178923692291
2024-04-25,0.041304997497915164,1.1208793307202514
2024-04-26,0.0014794131336934857,1.1225375743234045
2024-04-29,0.00805587153199705,1.1315805928119933
2024-04-30,0.0019121801328600974,1.1337443787402985
2024-05-03,-0.009601494608679484,1.1228587382002029
2024-05-06,0.002830042480869969,1.1260364761293256
2024-05-07,0.0,1.1260364761293256
2024-05-08,0.0029225877451375393,1.1293274165350389
2024-05-09,-0.022899151703253035,1.1034667767011601
2024-05-10,0.008766786605735266,1.1131406344590178
2024-05-13,-0.0006068674396615772,1.1124651056522004
2024-05-14,0.001810087698161748,1.1144787650545755
2024-05-15,0.008657101014316937,1.1241269203019641
2024-05-16,0.018194887698170646,1.1445802833753487
2024-05-17,0.0004386696359105491,1.1450823759915274
2024-05-22,0.007428345141660538,1.1535884430960253
2024-05-23,0.000436785698177881,1.154092314029553
2024-05-24,0.021214609971280475,1.1785759323425424
2024-05-27,0.0012332048546432142,1.180029357903873
2024-05-29,-0.007670795790144069,1.1709775936730176
2024-05-30,0.0,1.1709775936730176
2024-05-31,-0.007200952754439475,1.162545439344471
2024-06-03,0.01687808219254944,1.1821669768223004
2024-06-04,-0.028409487471224473,1.1485822189053718
2024-06-05,0.03125944981920389,1.1844862671404741
2024-06-06,-0.000269517483781049,1.1841670273821812
2024-06-07,0.007917240979965786,1.1935423630984956
2024-06-10,-0.0006891143188585414,1.19271987596592
2024-06-11,0.015608180597039114,1.2113360631916743
2024-06-12,0.0,1.2113360631916743
2024-06-13,0.0,1.2113360631916743
2024-06-14,-0.0008333333333333334,1.2103266164723478
2024-06-19,-0.018022456940171017,1.188513557143432
2024-06-21,0.011121157672556725,1.2017312038083954
2024-06-24,0.0,1.2017312038083954
2024-06-25,-0.0034759317195068866,1.1975540681987566
2024-06-26,-0.005957242675394103,1.1904199479975912
2024-06-27,0.0,1.1904199479975912
2024-06-28,0.004460403961577726,1.1957297018495807
2024-07-01,0.010438484008277996,1.2082113072205607
2024-07-02,-0.007786075134574874,1.1988040832040985
2024-07-03,0.006974713108217327,1.2071653977574066
2024-07-04,-0.0013706684740857344,1.2055107742036935
2024-07-08,0.0,1.2055107742036935
2024-07-09,0.008805413080967309,1.2161257945441137
2024-07-10,0.0022058886083016205,1.2188084325805604
2024-07-11,-0.010955043794324177,1.2054563328247487
2024-07-12,0.0002632999069238271,1.2057737293649822
2024-07-15,0.0030925484171028805,1.2095026430031142
2024-07-16,6.852130217623509e-05,1.2095855196991985
2024-07-19,-0.01339667203014246,1.1933810991993787
2024-07-22,-0.0020454931020682148,1.1909400463928277
2024-07-23,-0.005003269580561076,1.1849814522864384
2024-07-24,-0.008653069920645073,1.1747277249251362
2024-07-25,0.0,1.1747277249251362
2024-07-26,-0.016649862416122947,1.1551686699287276
2024-07-29,-0.0029001033212042535,1.151818561432516
2024-07-30,-0.0024894647439424786,1.1489511497324112
2024-07-31,0.003695038153385158,1.1531965680670482
2024-08-01,0.004889832837938535,1.1588355065141804
2024-08-02,-0.0025904739980391334,1.155833573266551
2024-08-05,0.0,1.155833573266551
2024-08-06,-0.012046352525471055,1.1419099945822073
2024-08-07,0.0014396249823937317,1.143553916738053
2024-08-08,0.014919716513556688,1.1606154169937521
2024-08-09,0.0003833061570122827,1.161060288029009
2024-08-12,-0.004262360600578423,1.156111430402418
2024-08-13,0.00822145511712602,1.165616348637868
2024-08-14,-0.005197660161663897,1.1595578709787686
2024-08-19,0.01295362270112286,1.174578346139545
2024-08-20,-0.00477417241940022,1.1689707065949808
2024-08-21,0.004055117267215229,1.1737110198921628
2024-08-22,0.0017910724439677377,1.175813221357073
2024-08-23,-0.0031517122169786482,1.172107396462437
2024-08-26,0.008293852217717538,1.18182868199199
2024-08-27,-0.0052609827777903755,1.1756111016497315
2024-08-28,-0.002622880128860805,1.1725276146519463
2024-08-29,0.0,1.1725276146519463
2024-08-30,0.0063891838725056264,1.180019109177548
2024-09-02,0.0022191772581163782,1.1826377807487776
