symbol,window_id,train_ratio,train_size,val_size,test_size,test_start,test_end,oos_accuracy,auc,f1,precision,recall,tp,fp,tn,fn,lgbm_acc,xgb_acc,lstm_acc,bilstm_acc,gru_acc,cnn_lstm_acc,cnn_gru_acc,tcn_gru_acc,tcn_transformer_acc,nbeats_acc,dir_acc_up,dir_acc_down,pct_neutral,pct_up,pct_down,temperature,dl_models_trained
SBIN,1,0.7,700,77,111,2024-03-15,2024-11-26,0.5585585585585585,0.5226442658875091,0.6573426573426573,0.6811594202898551,0.6351351351351351,47,22,15,27,0.4774774774774775,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6811594202898551,0.3571428571428571,0.0,0.6216216216216216,0.3783783783783784,1.0,0
SBIN,2,0.75,750,83,111,2024-07-25,2025-03-21,0.5495495495495496,0.7071895424836602,0.6153846153846154,0.5063291139240507,0.7843137254901961,40,39,21,11,0.6216216216216216,0.6036036036036037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063291139240507,0.65625,0.0,0.7117117117117117,0.2882882882882883,0.20849782415278514,0
SBIN,3,0.8,800,88,111,2024-11-27,2025-08-01,0.5315315315315315,0.5811603650586702,0.5666666666666667,0.5,0.6538461538461539,34,34,25,18,0.5405405405405406,0.5315315315315315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5813953488372092,0.0,0.6126126126126126,0.38738738738738737,0.39331258533799857,0
SBIN,4,0.85,850,94,111,2025-03-24,2025-12-11,0.6396396396396397,0.4090225563909775,0.7777777777777778,0.6730769230769231,0.9210526315789473,70,34,1,6,0.4864864864864865,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6730769230769231,0.1428571428571429,0.0,0.9369369369369369,0.06306306306306306,0.657966550412324,0
SBIN,5,0.9,900,99,112,2025-08-04,2026-04-16,0.4732142857142857,0.36478711162255467,0.6040268456375839,0.6428571428571429,0.569620253164557,45,25,8,34,0.4017857142857143,0.7053571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.19047619047619047,0.0,0.625,0.375,0.3095778020442922,0
SBIN,6,0.95,950,105,56,2025-12-12,2026-04-16,0.30357142857142855,0.29411764705882354,0.3389830508474576,0.4,0.29411764705882354,10,15,7,24,0.32142857142857145,0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.22580645161290325,0.0,0.44642857142857145,0.5535714285714286,1.0,0
ICICIBANK,1,0.7,644,71,102,2024-02-02,2024-10-14,0.6666666666666666,0.41435986159169547,0.8,0.6666666666666666,1.0,68,34,0,0,0.49019607843137253,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0
ICICIBANK,2,0.75,690,76,102,2024-06-27,2025-01-29,0.5098039215686274,0.5551697530864198,0.5192307692307693,0.54,0.5,27,23,25,27,0.46078431372549017,0.5098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.4807692307692307,0.0,0.49019607843137253,0.5098039215686274,1.0,0
ICICIBANK,3,0.8,736,81,102,2024-10-17,2025-07-21,0.5882352941176471,0.628032345013477,0.7162162162162162,0.5578947368421052,1.0,53,42,7,0,0.5784313725490197,0.5196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578947368421052,1.0,0.0,0.9313725490196079,0.06862745098039216,0.20820925320976352,0
ICICIBANK,4,0.85,782,86,102,2025-01-31,2025-11-26,0.5980392156862745,0.6123076923076923,0.6611570247933884,0.5797101449275363,0.7692307692307693,40,29,21,12,0.5686274509803921,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5797101449275363,0.6363636363636364,0.0,0.6764705882352942,0.3235294117647059,0.3553178851443066,0
ICICIBANK,5,0.9,828,91,103,2025-07-28,2026-04-10,0.5533980582524272,0.5924468922108576,0.5892857142857143,0.4647887323943662,0.8048780487804879,33,38,24,8,0.5339805825242718,0.5533980582524272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4647887323943662,0.75,0.0,0.6893203883495146,0.3106796116504854,0.5623367786243211,0
