symbol,oos_accuracy,tradeable,cross_sectional_top15,sharpe_rank,n_trades,total_return,ann_return,win_rate,avg_win_pct,avg_loss_pct,profit_factor,sharpe,max_drawdown,calmar,binary_dir_acc,up_signal_acc,date_range
ICICIBANK,0.5755,True,True,1,7,0.0726,11.4514,0.2857,7.951,-1.612,1.972,3.556,0.0461,1.575,0.5488,0.2857,2024-02-02 → 2026-04-10
AXISBANK,0.5673,False,False,2,5,-0.0325,-0.8111,0.4,3.1,-3.059,0.676,-2.751,0.0585,-0.556,0.6097,0.4,2024-03-13 → 2026-04-16
