model,avg_accuracy,median_accuracy,max_accuracy,min_accuracy,std_accuracy,n_datapoints
XGBoost,0.5233017290188323,0.5231660231660231,0.7454545454545455,0.22448979591836735,0.10486138566391355,60
LightGBM,0.49575610589779917,0.4931180968564146,0.7037037037037037,0.34545454545454546,0.07676002276052785,60
